".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"degree","BSk","Dfb",1035,1420,846785,1.09e-10,8.39e-09,"****"
"degree","BSk","Dfc",1035,1285,754224,2.64e-08,1.83e-06,"****"
"degree","BSk","Dwb",1035,1246,700521.5,0.000374,0.02,"*"
"degree","BSk","Dwc",1035,1296,750267,8.25e-07,5.53e-05,"****"
"degree","BSk","EF",1035,715,307645.5,1.95e-09,1.44e-07,"****"
"degree","BSk","ET",1035,1019,524483.5,0.832,1,"ns"
"degree","BWk","Cfa",385,1488,474498,5.8e-88,7.83e-86,"****"
"degree","BWk","Cfb",385,1491,475687,3.27e-88,4.45e-86,"****"
"degree","BWk","Csa",385,444,113660.5,2.44e-16,2.05e-14,"****"
"degree","BWk","Csb",385,1352,427883,4.83e-83,6.38e-81,"****"
"degree","BWk","Cwb",385,686,184174,7.37e-27,6.71e-25,"****"
"degree","BWk","Dfa",385,1300,408221,3.68e-79,4.71e-77,"****"
"degree","BWk","Dfb",385,1420,450786,3.3e-85,4.39e-83,"****"
"degree","BWk","Dfc",385,1285,405396.5,7.93e-81,1.04e-78,"****"
"degree","BWk","Dwb",385,1246,389648,8.91e-77,1.12e-74,"****"
"degree","BWk","Dwc",385,1296,408464.5,1.39e-80,1.81e-78,"****"
"degree","BWk","EF",385,715,206045.5,3.4e-42,3.47e-40,"****"
"degree","BWk","ET",385,1019,310376,1e-63,1.2e-61,"****"
"degree","Cfa","Cfb",1488,1491,1112512.5,0.891,1,"ns"
"degree","Cfa","Csa",1488,444,170805.5,6.06e-54,6.79e-52,"****"
"degree","Cfa","Csb",1488,1352,965429,0.064,1,"ns"
"degree","Cfa","Cwb",1488,686,266570.5,7.55e-72,9.36e-70,"****"
"degree","Cfa","Dfa",1488,1300,893774,0.000534,0.027,"*"
"degree","Cfa","Dfb",1488,1420,1024045.5,0.152,1,"ns"
"degree","Cfa","Dfc",1488,1285,921108,0.097,1,"ns"
"degree","Cfa","Dwb",1488,1246,838658.5,1.72e-05,0.000998,"***"
"degree","Cfa","Dwc",1488,1296,899593.5,0.002,0.097,"ns"
"degree","Cfa","EF",1488,715,359822,7.6e-35,7.52e-33,"****"
"degree","Cfa","ET",1488,1019,630370.5,7.12e-13,5.55e-11,"****"
"degree","Cfb","Csa",1491,444,171004,4.6e-54,5.2e-52,"****"
"degree","Cfb","Csb",1491,1352,964381,0.046,1,"ns"
"degree","Cfb","Cwb",1491,686,266531,3.18e-72,3.97e-70,"****"
"degree","Cfb","Dfa",1491,1300,892557.5,0.00031,0.017,"*"
"degree","Cfb","Dfb",1491,1420,1023380,0.12,1,"ns"
"degree","Cfb","Dfc",1491,1285,920049.5,0.072,1,"ns"
"degree","Cfb","Dwb",1491,1246,836652,7.46e-06,0.000463,"***"
"degree","Cfb","Dwc",1491,1296,898398,0.001,0.062,"ns"
"degree","Cfb","EF",1491,715,359940.5,4.22e-35,4.22e-33,"****"
"degree","Cfb","ET",1491,1019,629688,3.11e-13,2.49e-11,"****"
"degree","Csa","Csb",444,1352,438497,3.14e-48,3.39e-46,"****"
"degree","Csa","Cwb",444,686,160456.5,0.128,1,"ns"
"degree","Csa","Dfa",444,1300,414943,2.91e-43,3.03e-41,"****"
"degree","Csa","Dfb",444,1420,463272.5,1.46e-50,1.59e-48,"****"
"degree","Csa","Dfc",444,1285,414331.5,5.93e-46,6.35e-44,"****"
"degree","Csa","Dwb",444,1246,394393.5,1.36e-40,1.37e-38,"****"
"degree","Csa","Dwc",444,1296,416731.5,2.84e-45,3.01e-43,"****"
"degree","Csa","EF",444,715,192955.5,6.48e-10,4.92e-08,"****"
"degree","Csa","ET",444,1019,306141.5,5.46e-27,5.02e-25,"****"
"degree","Csb","Cwb",1352,686,254292,1.71e-62,2.03e-60,"****"
"degree","Csb","Dfa",1352,1300,847363,0.111,1,"ns"
"degree","Csb","Dfb",1352,1420,969760,0.64,1,"ns"
"degree","Csb","Dfc",1352,1285,869408.5,0.969,1,"ns"
"degree","Csb","Dwb",1352,1246,795471,0.014,0.582,"ns"
"degree","Csb","Dwc",1352,1296,854202,0.266,1,"ns"
"degree","Csb","EF",1352,715,342975.5,1.52e-27,1.41e-25,"****"
"degree","Csb","ET",1352,1019,596114.5,1.92e-08,1.36e-06,"****"
"degree","Cwb","Dfa",686,1300,635791.5,4.8e-55,5.52e-53,"****"
"degree","Cwb","Dfb",686,1420,711887.5,3.1e-66,3.78e-64,"****"
"degree","Cwb","Dfc",686,1285,636057.5,3.26e-59,3.85e-57,"****"
"degree","Cwb","Dwb",686,1246,603494.5,6.41e-51,7.05e-49,"****"
"degree","Cwb","Dwc",686,1296,639363,3.87e-58,4.53e-56,"****"
"degree","Cwb","EF",686,715,288817,8.62e-09,6.21e-07,"****"
"degree","Cwb","ET",686,1019,464722.5,6.85e-31,6.58e-29,"****"
"degree","Dfa","Dfb",1300,1420,966493.5,0.034,1,"ns"
"degree","Dfa","Dfc",1300,1285,864191,0.127,1,"ns"
"degree","Dfa","Dwb",1300,1246,794329.5,0.401,1,"ns"
"degree","Dfa","Dwc",1300,1296,852235.5,0.607,1,"ns"
"degree","Dfa","EF",1300,715,343552,3.05e-22,2.65e-20,"****"
"degree","Dfa","ET",1300,1019,594085,1.99e-05,0.001,"**"
"degree","Dfb","Dfc",1420,1285,903992,0.68,1,"ns"
"degree","Dfb","Dwb",1420,1246,825270,0.003,0.115,"ns"
"degree","Dfb","Dwc",1420,1296,885773,0.092,1,"ns"
"degree","Dfb","EF",1420,715,354196.5,3.53e-30,3.35e-28,"****"
"degree","Dfb","ET",1420,1019,618591.5,9.63e-10,7.22e-08,"****"
"degree","Dfc","Dwb",1285,1246,757676,0.02,0.788,"ns"
"degree","Dfc","Dwc",1285,1296,812324.5,0.282,1,"ns"
"degree","Dfc","EF",1285,715,329572.5,9.82e-26,8.84e-24,"****"
"degree","Dfc","ET",1285,1019,570468.5,1.09e-07,7.41e-06,"****"
"degree","Dwb","Dwc",1246,1296,833034,0.166,1,"ns"
"degree","Dwb","EF",1246,715,336662.5,2e-19,1.7e-17,"****"
"degree","Dwb","ET",1246,1019,580652,0.000466,0.024,"*"
"degree","Dwc","EF",1296,715,336598,2.8e-24,2.49e-22,"****"
"degree","Dwc","ET",1296,1019,583991.5,1.75e-06,0.000116,"***"
"degree","EF","ET",715,1019,421412.5,2.62e-08,1.83e-06,"****"
"between","Af","Am",1407,1226,888994,0.173,1,"ns"
"between","Af","Aw",1407,1280,921367,0.298,1,"ns"
"between","Af","BSk",1407,1035,785258,0.000906,0.067,"ns"
"between","Af","BWk",1407,385,358413,2.18e-22,2.92e-20,"****"
"between","Af","Cfa",1407,1488,1044126.5,0.905,1,"ns"
"between","Af","Cfb",1407,1491,1041308.5,0.735,1,"ns"
"between","Af","Csa",1407,444,397075,6.23e-18,7.79e-16,"****"
"between","Af","Csb",1407,1352,965148.5,0.503,1,"ns"
"between","Af","Cwb",1407,686,569388.5,2.27e-11,2.5e-09,"****"
"between","Af","Dfa",1407,1300,952817.5,0.06,1,"ns"
"between","Af","Dfb",1407,1420,1009850.5,0.616,1,"ns"
"between","Af","Dfc",1407,1285,947585.5,0.03,1,"ns"
"between","Af","Dwb",1407,1246,922224,0.02,1,"ns"
"between","Af","Dwc",1407,1296,929553.5,0.379,1,"ns"
"between","Af","EF",1407,715,585652,5.82e-10,6.11e-08,"****"
"between","Af","ET",1407,1019,799535.5,1.21e-06,0.000108,"***"
"between","Am","Aw",1226,1280,779079.5,0.759,1,"ns"
"between","Am","BSk",1226,1035,665968.5,0.042,1,"ns"
"between","Am","BWk",1226,385,307450,2.9e-19,3.74e-17,"****"
"between","Am","Cfa",1226,1488,880930.5,0.124,1,"ns"
"between","Am","Cfb",1226,1491,878990,0.086,1,"ns"
"between","Am","Csa",1226,444,340107,6.05e-15,7.14e-13,"****"
"between","Am","Csb",1226,1352,815691,0.488,1,"ns"
"between","Am","Cwb",1226,686,485529,1.97e-08,1.95e-06,"****"
"between","Am","Dfa",1226,1300,806033.5,0.618,1,"ns"
"between","Am","Dfb",1226,1420,853679.5,0.392,1,"ns"
"between","Am","Dfc",1226,1285,802745.5,0.408,1,"ns"
"between","Am","Dwb",1226,1246,781452,0.32,1,"ns"
"between","Am","Dwc",1226,1296,786093.5,0.648,1,"ns"
"between","Am","EF",1226,715,498685,3.97e-07,3.69e-05,"****"
"between","Am","ET",1226,1019,678930,0.000385,0.029,"*"
"between","Aw","BSk",1280,1035,699970.5,0.019,1,"ns"
"between","Aw","BWk",1280,385,322120,5.47e-20,7.11e-18,"****"
"between","Aw","Cfa",1280,1488,926804.5,0.224,1,"ns"
"between","Aw","Cfb",1280,1491,924226,0.153,1,"ns"
"between","Aw","Csa",1280,444,356410.5,1.31e-15,1.57e-13,"****"
"between","Aw","Csb",1280,1352,858053.5,0.711,1,"ns"
"between","Aw","Cwb",1280,686,509526.5,4.22e-09,4.34e-07,"****"
"between","Aw","Dfa",1280,1300,847849.5,0.402,1,"ns"
"between","Aw","Dfb",1280,1420,897502,0.576,1,"ns"
"between","Aw","Dfc",1280,1285,843066.5,0.27,1,"ns"
"between","Aw","Dwb",1280,1246,821299,0.193,1,"ns"
"between","Aw","Dwc",1280,1296,826637,0.882,1,"ns"
"between","Aw","EF",1280,715,523740,8.29e-08,8.04e-06,"****"
"between","Aw","ET",1280,1019,713968.5,9.26e-05,0.007,"**"
"between","BSk","BWk",1035,385,251264,3.62e-14,4.24e-12,"****"
"between","BSk","Cfa",1035,1488,707073,0.000468,0.035,"*"
"between","BSk","Cfb",1035,1491,705115,0.000226,0.018,"*"
"between","BSk","Csa",1035,444,277161.5,3.07e-10,3.25e-08,"****"
"between","BSk","Csb",1035,1352,654497,0.007,0.456,"ns"
"between","BSk","Cwb",1035,686,391653,0.000283,0.022,"*"
"between","BSk","Dfa",1035,1300,646743,0.108,1,"ns"
"between","BSk","Dfb",1035,1420,684434,0.004,0.252,"ns"
"between","BSk","Dfc",1035,1285,643047.5,0.171,1,"ns"
"between","BSk","Dwb",1035,1246,627209.5,0.261,1,"ns"
"between","BSk","Dwc",1035,1296,631489,0.015,0.958,"ns"
"between","BSk","EF",1035,715,402614.5,0.002,0.121,"ns"
"between","BSk","ET",1035,1019,546614.5,0.151,1,"ns"
"between","BWk","Cfa",385,1488,193048.5,5.41e-23,7.3e-21,"****"
"between","BWk","Cfb",385,1491,192345,1.67e-23,2.27e-21,"****"
"between","BWk","Csa",385,444,80611,0.158,1,"ns"
"between","BWk","Csb",385,1352,178849,6.84e-21,9.03e-19,"****"
"between","BWk","Cwb",385,686,109155,2.42e-06,0.000208,"***"
"between","BWk","Dfa",385,1300,176715,1.8e-18,2.27e-16,"****"
"between","BWk","Dfb",385,1420,186675,1.23e-21,1.64e-19,"****"
"between","BWk","Dfc",385,1285,175963,7.82e-18,9.7e-16,"****"
"between","BWk","Dwb",385,1246,171456,2.49e-17,3.06e-15,"****"
"between","BWk","Dwc",385,1296,172880,5.21e-20,6.83e-18,"****"
"between","BWk","EF",385,715,112446,5.37e-07,4.83e-05,"****"
"between","BWk","ET",385,1019,150721,2.03e-11,2.25e-09,"****"
"between","Cfa","Cfb",1488,1491,1104510.5,0.838,1,"ns"
"between","Cfa","Csa",1488,444,420960,1.57e-18,1.99e-16,"****"
"between","Cfa","Csb",1488,1352,1023728.5,0.414,1,"ns"
"between","Cfa","Cwb",1488,686,604169.5,5.39e-12,6.04e-10,"****"
"between","Cfa","Dfa",1488,1300,1011217,0.038,1,"ns"
"between","Cfa","Dfb",1488,1420,1072351,0.483,1,"ns"
"between","Cfa","Dfc",1488,1285,1006553,0.016,1,"ns"
"between","Cfa","Dwb",1488,1246,979132,0.011,0.717,"ns"
"between","Cfa","Dwc",1488,1296,986332,0.296,1,"ns"
"between","Cfa","EF",1488,715,620850.5,2.03e-10,2.17e-08,"****"
"between","Cfa","ET",1488,1019,847950,4.53e-07,4.12e-05,"****"
"between","Cfb","Csa",1491,444,423174,4.72e-19,6.04e-17,"****"
"between","Cfb","Csb",1491,1352,1030444,0.303,1,"ns"
"between","Cfb","Cwb",1491,686,607617.5,1.66e-12,1.88e-10,"****"
"between","Cfb","Dfa",1491,1300,1017976.5,0.021,1,"ns"
"between","Cfb","Dfb",1491,1420,1078714,0.375,1,"ns"
"between","Cfb","Dfc",1491,1285,1012478.5,0.01,0.626,"ns"
"between","Cfb","Dwb",1491,1246,985790.5,0.006,0.389,"ns"
"between","Cfb","Dwc",1491,1296,992970.5,0.206,1,"ns"
"between","Cfb","EF",1491,715,624722,5.83e-11,6.35e-09,"****"
"between","Cfb","ET",1491,1019,853206.5,1.55e-07,1.46e-05,"****"
"between","Csa","Csb",444,1352,222221.5,2.06e-16,2.49e-14,"****"
"between","Csa","Cwb",444,686,134874.5,0.001,0.084,"ns"
"between","Csa","Dfa",444,1300,219482.5,4.55e-14,5.28e-12,"****"
"between","Csa","Dfb",444,1420,232002,4.14e-17,5.05e-15,"****"
"between","Csa","Dfc",444,1285,218265,1.49e-13,1.71e-11,"****"
"between","Csa","Dwb",444,1246,213084,6.25e-13,7.12e-11,"****"
"between","Csa","Dwc",444,1296,214751.5,1.4e-15,1.67e-13,"****"
"between","Csa","EF",444,715,138714,0.000303,0.023,"*"
"between","Csa","ET",444,1019,186750,1.08e-07,1.04e-05,"****"
"between","Csb","Cwb",1352,686,541126,7.06e-10,7.34e-08,"****"
"between","Csb","Dfa",1352,1300,902727,0.225,1,"ns"
"between","Csb","Dfb",1352,1420,955584,0.837,1,"ns"
"between","Csb","Dfc",1352,1285,897534,0.14,1,"ns"
"between","Csb","Dwb",1352,1246,874012.5,0.097,1,"ns"
"between","Csb","Dwc",1352,1296,880183,0.835,1,"ns"
"between","Csb","EF",1352,715,556393.5,1.51e-08,1.51e-06,"****"
"between","Csb","ET",1352,1019,759019.5,2.11e-05,0.002,"**"
"between","Cwb","Dfa",686,1300,382126,1.54e-07,1.46e-05,"****"
"between","Cwb","Dfb",686,1420,403487,1.66e-10,1.79e-08,"****"
"between","Cwb","Dfc",686,1285,379849,4.19e-07,3.85e-05,"****"
"between","Cwb","Dwb",686,1246,370939,1.51e-06,0.000133,"***"
"between","Cwb","Dwc",686,1296,373308,4.21e-09,4.34e-07,"****"
"between","Cwb","EF",686,715,241717,0.641,1,"ns"
"between","Cwb","ET",686,1019,325824,0.018,1,"ns"
"between","Dfa","Dfb",1300,1420,893556,0.15,1,"ns"
"between","Dfa","Dfc",1300,1285,840434.5,0.785,1,"ns"
"between","Dfa","Dwb",1300,1246,818808,0.631,1,"ns"
"between","Dfa","Dwc",1300,1296,824161.5,0.34,1,"ns"
"between","Dfa","EF",1300,715,523978.5,2.14e-06,0.000186,"***"
"between","Dfa","ET",1300,1019,712939,0.002,0.113,"ns"
"between","Dfb","Dfc",1420,1285,946638.5,0.091,1,"ns"
"between","Dfb","Dwb",1420,1246,922532.5,0.056,1,"ns"
"between","Dfb","Dwc",1420,1296,928275,0.691,1,"ns"
"between","Dfb","EF",1420,715,586477.5,4.53e-09,4.58e-07,"****"
"between","Dfb","ET",1420,1019,800644.5,6.86e-06,0.000583,"***"
"between","Dfc","Dwb",1285,1246,804756,0.819,1,"ns"
"between","Dfc","Dwc",1285,1296,809352,0.218,1,"ns"
"between","Dfc","EF",1285,715,515021,6.97e-06,0.000585,"***"
"between","Dfc","ET",1285,1019,701197,0.003,0.236,"ns"
"between","Dwb","Dwc",1246,1296,781054,0.154,1,"ns"
"between","Dwb","EF",1246,715,497198.5,1.8e-05,0.001,"**"
"between","Dwb","ET",1246,1019,676246.5,0.007,0.494,"ns"
"between","Dwc","EF",1296,715,530208.5,8.04e-08,7.88e-06,"****"
"between","Dwc","ET",1296,1019,723055,8.49e-05,0.007,"**"
"between","EF","ET",715,1019,344950.5,0.06,1,"ns"
"close","Af","Am",1407,1226,589280,8.79e-45,3.6e-43,"****"
"close","Af","Aw",1407,1280,619119,1.39e-44,5.56e-43,"****"
"close","Af","BSk",1407,1035,262580,5.32e-161,4.79e-159,"****"
"close","Af","BWk",1407,383,9968,4.65e-184,5.21e-182,"****"
"close","Af","Cfa",1407,1488,1158433,6.84e-07,8.21e-06,"****"
"close","Af","Cfb",1407,1491,1129339,0.000354,0.003,"**"
"close","Af","Csa",1407,441,29453,2.35e-181,2.54e-179,"****"
"close","Af","Csb",1407,1352,771229,7.92e-18,2.06e-16,"****"
"close","Af","Cwb",1407,685,21923,1.11e-275,1.49e-273,"****"
"close","Af","Dfa",1407,1300,483020,4.06e-100,2.76e-98,"****"
"close","Af","Dfb",1407,1420,804197,2.81e-19,7.59e-18,"****"
"close","Af","Dfc",1407,1285,600607,2.89e-51,1.33e-49,"****"
"close","Af","Dwb",1407,1246,454725,8.18e-102,5.73e-100,"****"
"close","Af","Dwc",1407,1296,557937,3.21e-68,1.73e-66,"****"
"close","Af","EF",1407,715,90648,9.03e-210,1.11e-207,"****"
"close","Af","ET",1407,1019,241364,1.37e-171,1.34e-169,"****"
"close","Am","Aw",1226,1280,800695,0.375,1,"ns"
"close","Am","BSk",1226,1035,358553,3.49e-71,1.92e-69,"****"
"close","Am","BWk",1226,383,9490,3.2e-177,3.3e-175,"****"
"close","Am","Cfa",1226,1488,1281320,8.67e-74,5.03e-72,"****"
"close","Am","Cfb",1226,1491,1263238,4.92e-66,2.51e-64,"****"
"close","Am","Csa",1226,441,33128,7.73e-165,7.27e-163,"****"
"close","Am","Csb",1226,1352,936616,1.11e-08,1.89e-07,"****"
"close","Am","Cwb",1226,685,31047,9.78e-248,1.25e-245,"****"
"close","Am","Dfa",1226,1300,651065,1.72e-15,4.13e-14,"****"
"close","Am","Dfb",1226,1420,990893,7.96e-10,1.43e-08,"****"
"close","Am","Dfc",1226,1285,765630,0.224,0.896,"ns"
"close","Am","Dwb",1226,1246,616552,1.05e-16,2.62e-15,"****"
"close","Am","Dwc",1226,1296,737694,0.002,0.015,"*"
"close","Am","EF",1226,715,119875,1.88e-157,1.64e-155,"****"
"close","Am","ET",1226,1019,319542,1.42e-88,9.23e-87,"****"
"close","Aw","BSk",1280,1035,361954,9.23e-79,5.72e-77,"****"
"close","Aw","BWk",1280,383,10249,1.73e-178,1.8e-176,"****"
"close","Aw","Cfa",1280,1488,1339500,3.69e-76,2.21e-74,"****"
"close","Aw","Cfb",1280,1491,1319638,7.88e-68,4.18e-66,"****"
"close","Aw","Csa",1280,441,34732,1.74e-166,1.69e-164,"****"
"close","Aw","Csb",1280,1352,965484,2.71e-07,3.79e-06,"****"
"close","Aw","Cwb",1280,685,31923,4.09e-252,5.36e-250,"****"
"close","Aw","Dfa",1280,1300,660242,1.1e-19,3.19e-18,"****"
"close","Aw","Dfb",1280,1420,1021764,2.34e-08,3.74e-07,"****"
"close","Aw","Dfc",1280,1285,782964,0.035,0.248,"ns"
"close","Aw","Dwb",1280,1246,625261,5.71e-21,1.71e-19,"****"
"close","Aw","Dwc",1280,1296,751344,3.51e-05,0.000386,"***"
"close","Aw","EF",1280,715,121736,3.6e-163,3.31e-161,"****"
"close","Aw","ET",1280,1019,323597,6.52e-96,4.37e-94,"****"
"close","BSk","BWk",1035,383,10221,5.82e-166,5.53e-164,"****"
"close","BSk","Cfa",1035,1488,1299464,3.47e-190,4.13e-188,"****"
"close","BSk","Cfb",1035,1491,1292118,2.47e-183,2.74e-181,"****"
"close","BSk","Csa",1035,441,42911,6.06e-135,4.97e-133,"****"
"close","BSk","Csb",1035,1352,1064187,8.75e-106,6.3e-104,"****"
"close","BSk","Cwb",1035,685,56233,2.85e-192,3.45e-190,"****"
"close","BSk","Dfa",1035,1300,869828,4.11e-34,1.4e-32,"****"
"close","BSk","Dfb",1035,1420,1123657,2.63e-111,1.92e-109,"****"
"close","BSk","Dfc",1035,1285,934216,3.08e-63,1.51e-61,"****"
"close","BSk","Dwb",1035,1246,823691,3.21e-30,1.03e-28,"****"
"close","BSk","Dwc",1035,1296,926690,1.27e-56,6.1e-55,"****"
"close","BSk","EF",1035,715,190901,1.42e-66,7.38e-65,"****"
"close","BSk","ET",1035,1019,473975,7.18e-05,0.000718,"***"
"close","BWk","Cfa",383,1488,559679,1.24e-186,1.45e-184,"****"
"close","BWk","Cfb",383,1491,561442,1.46e-187,1.72e-185,"****"
"close","BWk","Csa",383,441,142324,1.1e-64,5.5e-63,"****"
"close","BWk","Csb",383,1352,508331,1.28e-182,1.41e-180,"****"
"close","BWk","Cwb",383,685,234380,4.12e-101,2.84e-99,"****"
"close","BWk","Dfa",383,1300,487583,2.96e-179,3.11e-177,"****"
"close","BWk","Dfb",383,1420,533895,1.5e-184,1.7e-182,"****"
"close","BWk","Dfc",383,1285,482544,1.15e-179,1.22e-177,"****"
"close","BWk","Dwb",383,1246,467122,3.34e-177,3.41e-175,"****"
"close","BWk","Dwc",383,1296,486462,1.07e-179,1.14e-177,"****"
"close","BWk","EF",383,715,260129,1.2e-133,9.72e-132,"****"
"close","BWk","ET",383,1019,378756,1.05e-162,9.56e-161,"****"
"close","Cfa","Cfb",1488,1491,1074507,0.138,0.69,"ns"
"close","Cfa","Csa",1488,441,29131,3.39e-186,3.9e-184,"****"
"close","Cfa","Csb",1488,1352,718640,1.45e-39,5.22e-38,"****"
"close","Cfa","Cwb",1488,685,20621,1.36e-283,1.84e-281,"****"
"close","Cfa","Dfa",1488,1300,439683,1.26e-136,1.05e-134,"****"
"close","Cfa","Dfb",1488,1420,742896,1.18e-43,4.6e-42,"****"
"close","Cfa","Dfc",1488,1285,553361,9.09e-82,5.82e-80,"****"
"close","Cfa","Dwb",1488,1246,412540,3.05e-138,2.56e-136,"****"
"close","Cfa","Dwc",1488,1296,507455,2.19e-103,1.55e-101,"****"
"close","Cfa","EF",1488,715,84698,1.25e-224,1.56e-222,"****"
"close","Cfa","ET",1488,1019,223696,5.1e-198,6.22e-196,"****"
"close","Cfb","Csa",1491,441,29021,1.73e-186,2.01e-184,"****"
"close","Cfb","Csb",1491,1352,746181,4.83e-33,1.59e-31,"****"
"close","Cfb","Cwb",1491,685,20171,2.45e-284,3.33e-282,"****"
"close","Cfb","Dfa",1491,1300,458567,9.89e-128,7.71e-126,"****"
"close","Cfb","Dfb",1491,1420,772598,1.68e-36,5.88e-35,"****"
"close","Cfb","Dfc",1491,1285,575820,1.32e-73,7.52e-72,"****"
"close","Cfb","Dwb",1491,1246,430670,2.27e-129,1.79e-127,"****"
"close","Cfb","Dwc",1491,1296,529220,1.74e-94,1.15e-92,"****"
"close","Cfb","EF",1491,715,87501,3.63e-222,4.5e-220,"****"
"close","Cfb","ET",1491,1019,232592,4.82e-192,5.78e-190,"****"
"close","Csa","Csb",441,1352,563879,2.45e-174,2.45e-172,"****"
"close","Csa","Cwb",441,685,185584,8.88e-11,1.69e-09,"****"
"close","Csa","Dfa",441,1300,533251,6.31e-161,5.62e-159,"****"
"close","Csa","Dfb",441,1420,592162,2.69e-176,2.72e-174,"****"
"close","Csa","Dfc",441,1285,531496,3.17e-166,3.04e-164,"****"
"close","Csa","Dwb",441,1246,510122,6.71e-158,5.9e-156,"****"
"close","Csa","Dwc",441,1296,534680,8.61e-165,8.01e-163,"****"
"close","Csa","EF",441,715,256131,2.44e-71,1.37e-69,"****"
"close","Csa","ET",441,1019,400550,6.01e-125,4.51e-123,"****"
"close","Csb","Cwb",1352,685,27286,1.55e-264,2.05e-262,"****"
"close","Csb","Dfa",1352,1300,613286,2.37e-41,8.77e-40,"****"
"close","Csb","Dfb",1352,1420,962914,0.887,1,"ns"
"close","Csb","Dfc",1352,1285,734637,6.99e-12,1.47e-10,"****"
"close","Csb","Dwb",1352,1246,579619,4.96e-43,1.88e-41,"****"
"close","Csb","Dwc",1352,1296,699321,2.51e-19,7.03e-18,"****"
"close","Csb","EF",1352,715,112150,7.05e-182,7.68e-180,"****"
"close","Csb","ET",1352,1019,301472,7.54e-122,5.58e-120,"****"
"close","Cwb","Dfa",685,1300,849382,5.49e-243,6.97e-241,"****"
