"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Modularity","value","BWh","Csb",100,100,5141,0.731,0.776,"ns"
"Modularity","value","BWh","Cwb",100,100,5515,0.209,0.25,"ns"
"Modularity","value","BWh","Dfa",100,100,7893,1.58e-12,9.32e-12,"****"
"Modularity","value","BWh","Dfb",100,100,3742,0.002,0.004,"**"
"Modularity","value","BWh","Dfc",100,100,6465,0.000346,0.000657,"***"
"Modularity","value","BWh","Dwb",100,100,3863,0.005,0.009,"**"
"Modularity","value","BWh","Dwc",100,100,6701,3.25e-05,7.94e-05,"****"
"Modularity","value","BWh","EF",100,100,6660,5.02e-05,0.000119,"***"
"Modularity","value","BWh","ET",100,100,6394,0.000662,0.001,"**"
"Modularity","value","BWk","Cfa",99,100,514,9.3e-28,1.22e-26,"****"
"Modularity","value","BWk","Cfb",99,100,197,1.28e-31,2.74e-30,"****"
"Modularity","value","BWk","Csa",99,100,51,1.73e-33,1.61e-31,"****"
"Modularity","value","BWk","Csb",99,100,101,7.66e-33,2.18e-31,"****"
"Modularity","value","BWk","Cwb",99,100,662,4.81e-26,4.84e-25,"****"
"Modularity","value","BWk","Dfa",99,100,787,1.22e-24,1.16e-23,"****"
"Modularity","value","BWk","Dfb",99,100,71,3.14e-33,1.61e-31,"****"
"Modularity","value","BWk","Dfc",99,100,334,6.42e-30,1.1e-28,"****"
"Modularity","value","BWk","Dwb",99,100,77,3.76e-33,1.61e-31,"****"
"Modularity","value","BWk","Dwc",99,100,551,2.52e-27,2.87e-26,"****"
"Modularity","value","BWk","EF",99,100,334,6.42e-30,1.1e-28,"****"
"Modularity","value","BWk","ET",99,100,381,2.4e-29,3.42e-28,"****"
"Modularity","value","Cfa","Cfb",100,100,4062,0.022,0.033,"*"
"Modularity","value","Cfa","Csa",100,100,2370,1.32e-10,6.27e-10,"****"
"Modularity","value","Cfa","Csb",100,100,3381,7.67e-05,0.00017,"***"
"Modularity","value","Cfa","Cwb",100,100,4136,0.035,0.05,"ns"
"Modularity","value","Cfa","Dfa",100,100,6128,0.006,0.009,"**"
"Modularity","value","Cfa","Dfb",100,100,2479,7.34e-10,3.06e-09,"****"
"Modularity","value","Cfa","Dfc",100,100,4608,0.339,0.381,"ns"
"Modularity","value","Cfa","Dwb",100,100,2516,1.29e-09,4.9e-09,"****"
"Modularity","value","Cfa","Dwc",100,100,4950,0.904,0.926,"ns"
"Modularity","value","Cfa","EF",100,100,4861,0.735,0.776,"ns"
"Modularity","value","Cfa","ET",100,100,4596,0.324,0.369,"ns"
"Modularity","value","Cfb","Csa",100,100,2818,9.81e-08,2.89e-07,"****"
"Modularity","value","Cfb","Csb",100,100,4160,0.04,0.057,"ns"
"Modularity","value","Cfb","Cwb",100,100,4797,0.621,0.668,"ns"
"Modularity","value","Cfb","Dfa",100,100,7199,7.8e-08,2.34e-07,"****"
"Modularity","value","Cfb","Dfb",100,100,2965,6.66e-07,1.9e-06,"****"
"Modularity","value","Cfb","Dfc",100,100,5564,0.169,0.209,"ns"
"Modularity","value","Cfb","Dwb",100,100,3022,1.35e-06,3.72e-06,"****"
"Modularity","value","Cfb","Dwc",100,100,5863,0.035,0.05,"ns"
"Modularity","value","Cfb","EF",100,100,5875,0.033,0.047,"*"
"Modularity","value","Cfb","ET",100,100,5509,0.214,0.254,"ns"
"Modularity","value","Csa","Csb",100,100,6621,7.51e-05,0.00017,"***"
"Modularity","value","Csa","Cwb",100,100,6908,3.15e-06,8.29e-06,"****"
"Modularity","value","Csa","Dfa",100,100,8480,1.87e-17,1.68e-16,"****"
"Modularity","value","Csa","Dfb",100,100,5524,0.201,0.242,"ns"
"Modularity","value","Csa","Dfc",100,100,7543,5.22e-10,2.35e-09,"****"
"Modularity","value","Csa","Dwb",100,100,5529,0.197,0.239,"ns"
"Modularity","value","Csa","Dwc",100,100,7684,5.5e-11,2.85e-10,"****"
"Modularity","value","Csa","EF",100,100,7661,8e-11,4.02e-10,"****"
"Modularity","value","Csa","ET",100,100,7502,9.83e-10,4e-09,"****"
"Modularity","value","Csb","Cwb",100,100,5395,0.335,0.379,"ns"
"Modularity","value","Csb","Dfa",100,100,7807,7.01e-12,4e-11,"****"
"Modularity","value","Csb","Dfb",100,100,3620,0.00075,0.001,"**"
"Modularity","value","Csb","Dfc",100,100,6314,0.001,0.002,"**"
"Modularity","value","Csb","Dwb",100,100,3756,0.002,0.004,"**"
"Modularity","value","Csb","Dwc",100,100,6548,0.000156,0.00032,"***"
"Modularity","value","Csb","EF",100,100,6551,0.000152,0.000317,"***"
"Modularity","value","Csb","ET",100,100,6249,0.002,0.004,"**"
"Modularity","value","Cwb","Dfa",100,100,6805,1.04e-05,2.65e-05,"****"
"Modularity","value","Cwb","Dfb",100,100,3458,0.000166,0.00033,"***"
"Modularity","value","Cwb","Dfc",100,100,5627,0.126,0.16,"ns"
"Modularity","value","Cwb","Dwb",100,100,3523,0.000309,6e-04,"***"
"Modularity","value","Cwb","Dwc",100,100,5808,0.048,0.067,"ns"
"Modularity","value","Cwb","EF",100,100,5804,0.05,0.068,"ns"
"Modularity","value","Cwb","ET",100,100,5574,0.161,0.201,"ns"
"Modularity","value","Dfa","Dfb",100,100,1555,3.89e-17,3.3e-16,"****"
"Modularity","value","Dfa","Dfc",100,100,3411,0.000104,0.000228,"***"
"Modularity","value","Dfa","Dwb",100,100,1557,4.05e-17,3.3e-16,"****"
"Modularity","value","Dfa","Dwc",100,100,3822,0.004,0.007,"**"
"Modularity","value","Dfa","EF",100,100,3619,0.000743,0.001,"**"
"Modularity","value","Dfa","ET",100,100,3438,0.000136,0.000287,"***"
"Modularity","value","Dfb","Dfc",100,100,7405,4.23e-09,1.48e-08,"****"
"Modularity","value","Dfb","Dwb",100,100,5141,0.731,0.776,"ns"
"Modularity","value","Dfb","Dwc",100,100,7527,6.69e-10,2.86e-09,"****"
"Modularity","value","Dfb","EF",100,100,7532,6.19e-10,2.71e-09,"****"
"Modularity","value","Dfb","ET",100,100,7326,1.33e-08,4.37e-08,"****"
"Modularity","value","Dfc","Dwb",100,100,2689,1.65e-08,5.32e-08,"****"
"Modularity","value","Dfc","Dwc",100,100,5329,0.422,0.469,"ns"
"Modularity","value","Dfc","EF",100,100,5254,0.536,0.58,"ns"
"Modularity","value","Dfc","ET",100,100,4972,0.946,0.946,"ns"
"Modularity","value","Dwb","Dwc",100,100,7489,1.2e-09,4.66e-09,"****"
"Modularity","value","Dwb","EF",100,100,7480,1.37e-09,5.09e-09,"****"
"Modularity","value","Dwb","ET",100,100,7268,3.02e-08,9.22e-08,"****"
"Modularity","value","Dwc","EF",100,100,4902,0.812,0.852,"ns"
"Modularity","value","Dwc","ET",100,100,4668,0.418,0.467,"ns"
"Modularity","value","EF","ET",100,100,4713,0.484,0.531,"ns"
