ClimateZone	nTaxa	Average path length	Transitivity	Modularity	Density	Run
Am	58	0.319878353658556	0.264705882352941	0.823739940227994	0.0199637023593466	10
Aw	58	0.344825587973103	0	0.753289444852241	0.014519056261343	10
BSh	58	0.243705325915062	0.15	0.745487958609595	0.014519056261343	10
BSk	58	0.737576486267573	0.19672131147541	0.866729625624162	0.0272232304900182	10
BWh	58	0.0224303761730266	0	0.839635489885781	0.00665456745311555	10
BWk	58	0.0147218260716699	0	0.393176574925019	0.00241984271022384	10
Cfa	58	0.23946210103995	0.0769230769230769	0.769572137029973	0.0187537810042347	10
Cfb	58	0.299076535073702	0.166666666666667	0.659677813932945	0.0241984271022384	10
Csa	58	0.0906834701922708	0	0.831297630665895	0.00665456745311555	10
Csb	58	0.339955729039491	0	0.834457799732426	0.014519056261343	10
Cwb	58	0.163878093858947	0	0.866484203544818	0.0139140955837871	10
Dfa	58	0.181692227745994	0.0652173913043478	0.708038168431668	0.0175438596491228	10
Dfb	58	0.207498130420303	0.310344827586207	0.830607594346607	0.0169388989715669	10
Dfc	58	0.304761320656017	0.0789473684210526	0.796099303741862	0.0223835450695705	10
Dwb	58	0.31854276049625	0.181818181818182	0.816463070065774	0.0187537810042347	10
Dwc	58	0.304386980423905	0.244897959183673	0.764970395439706	0.0211736237144586	10
EF	58	0.231071690662975	0.164835164835165	0.774907021954851	0.0326678765880218	10
ET	58	0.709364580980721	0.13953488372093	0.809177596404162	0.0223835450695705	10
Af	58	0.164098586178482	0	0.826343711212128	0.0163339382940109	11
Am	58	0.314534718334542	0.0810810810810811	0.749331805256162	0.0187537810042347	11
Aw	58	0.238471552279724	0.193548387096774	0.723343110574899	0.0223835450695705	11
BSh	58	0.255863084303755	0	0.808749519352196	0.0187537810042347	11
BSk	58	0.196348014677651	0.136363636363636	0.752732984258027	0.0235934664246824	11
BWh	58	0.0213051927527591	0	0.817800297112442	0.00544464609800363	11
BWk	58	0.0120603667069652	0	0.713216748120117	0.00362976406533575	11
Cfa	58	0.141325581135487	0.15	0.820904779101209	0.0139140955837871	11
Cfb	58	0.360015080218023	0	0.858937032091509	0.0187537810042347	11
Csa	58	0.115959693280644	0	0.83496468654966	0.00846944948578343	11
Csb	58	0.289475766327544	0.0697674418604651	0.814324648954495	0.0229885057471264	11
Cwb	58	0.187930046248085	0.272727272727273	0.723963354579266	0.015124016938899	11
Dfa	58	0.234895311552147	0.0882352941176471	0.804849365745856	0.0169388989715669	11
Dfb	58	0.291989489560871	0.111111111111111	0.828416038233379	0.0235934664246824	11
Dfc	58	0.261213766964341	0.27906976744186	0.743342620563747	0.0193587416817907	11
Dwb	58	0.485973289580239	0.214285714285714	0.807896747369477	0.0175438596491228	11
Dwc	58	0.192000217051978	0.222222222222222	0.829836150954608	0.0169388989715669	11
EF	58	0.648233289750565	0.252100840336134	0.741373374210229	0.0356926799758016	11
ET	58	0.253398445898807	0	0.876145363177706	0.0211736237144586	11
Af	58	0.318015016421882	0.0909090909090909	0.780475539467201	0.0181488203266788	12
Am	58	0.115101591199659	0.157894736842105	0.732094026152837	0.0211736237144586	12
Aw	58	0.221361418961625	0	0.780941802373624	0.0175438596491228	12
BSh	58	0.141068247704059	0	0.811738381634057	0.00907441016333938	12
BSk	58	0.235184716171743	0.306122448979592	0.791083910087404	0.0193587416817907	12
BWh	58	0.0216211530297106	0	0.779676689705806	0.00423472474289171	12
BWk	58	0.0358235100613675		0	0.000604960677555959	12
Cfa	58	0.0656577688960734	0.3	0.841182521179206	0.0175438596491228	12
Cfb	58	0.185532021366184	0.133333333333333	0.839509039870501	0.0223835450695705	12
Csa	58	0.186310572937747	0	0.847231755318051	0.0120992135511192	12
Csb	58	0.243015115799691	0.171428571428571	0.848292348858086	0.0193587416817907	12
Cwb	58	0.138807147698461	0.3	0.798789674600022	0.0108892921960073	12
Dfa	58	0.214486457960912	0	0.793351833537378	0.0181488203266788	12
Dfb	58	0.259521034127043	0.18	0.760775481360376	0.0211736237144586	12
Dfc	58	0.171746439338066	0.182926829268293	0.763110745449747	0.0266182698124622	12
Dwb	58	0.249513681657184	0	0.81664851042778	0.0175438596491228	12
Dwc	58	0.234248244478543	0.157894736842105	0.853991632509418	0.0248033877797943	12
EF	58	0.230166711252284	0.236842105263158	0.748705026320825	0.0254083484573503	12
ET	58	0.403607736295983	0.15	0.855836671847799	0.0217785843920145	12
Af	58	0.177235843530791	0.181818181818182	0.720755514862971	0.0169388989715669	13
Am	58	0.192504522517475	0.171428571428571	0.780505081613323	0.0211736237144586	13
Aw	58	0.139252691195938	0.157894736842105	0.812651601084273	0.0266182698124622	13
BSh	58	0.227096837818804	0	0.829549960698517	0.0139140955837871	13
BSk	58	0.256786704734627	0.3125	0.857194225526941	0.0223835450695705	13
BWh	58	0.0220302660553574	0	0.814921466827012	0.00544464609800363	13
BWk	58				0	13
Cfa	58	0.28713831040416	0.3	0.77449604281352	0.0181488203266788	13
Cfb	58	0.342529701980749	0.183673469387755	0.810241943646255	0.0241984271022384	13
Csa	58	0.177090612787422	0	0.81404412580056	0.00786448880822747	13
Csb	58	0.192015303889144	0.209302325581395	0.795900182108579	0.0211736237144586	13
Cwb	58	0.11983707892694	0	0.869710032416644	0.0139140955837871	13
Dfa	58	0.409708643516472	0.157894736842105	0.683680649516806	0.0175438596491228	13
Dfb	58	0.229154085698726	0	0.87187376558334	0.0157289776164549	13
Dfc	58	0.214330006993828	0.191489361702128	0.794709715642564	0.0229885057471264	13
Dwb	58	0.222121131608768	0.1	0.753793849641486	0.0169388989715669	13
Dwc	58	0.328716316457407	0.3	0.727666470470238	0.0139140955837871	13
EF	58	0.384314113875692	0.211267605633803	0.798048478219201	0.0248033877797943	13
ET	58	0.414343574379034	0.140625	0.737184090752042	0.0223835450695705	13
Af	58	0.13020710767613	0.3125	0.849200859279953	0.0223835450695705	14
Am	58	0.189826450652419	0	0.813088815595115	0.0187537810042347	14
Aw	58	0.231711332729491	0.103448275862069	0.839468324671096	0.0193587416817907	14
BSh	58	0.252640349075747	0	0.862907575164388	0.014519056261343	14
BSk	58	0.374462864930874	0.222222222222222	0.839112562015967	0.0260133091349062	14
BWh	58	0.022942020043017	0	0.831797477816733	0.00665456745311555	14
BWk	58	0.0186240235582201		0.560003026198068	0.00241984271022384	14
Cfa	58	0.188121736386929	0.107142857142857	0.785260219971756	0.0175438596491228	14
Cfb	58	0.194887818050838	0.198795180722892	0.753614361997877	0.0393224440411373	14
Csa	58	0.101145190549261	0	0.855055285652255	0.00907441016333938	14
Csb	58	0.132677231372649	0	0.839733013466434	0.0157289776164549	14
Cwb	58	0.224692037701388	0.130434782608696	0.609102426874621	0.0187537810042347	14
Dfa	58	0.229568910418982	0.2	0.608633640397521	0.0175438596491228	14
Dfb	58	0.393498850893885	0.193548387096774	0.812791459856985	0.0181488203266788	14
Dfc	58	0.340089742261417	0.181818181818182	0.747938989473543	0.0248033877797943	14
Dwb	58	0.199175052751559	0	0.874233485901795	0.0133091349062311	14
Dwc	58	0.200603012816346	0.36986301369863	0.776093711820907	0.0260133091349062	14
EF	58	0.619445660547792	0.214285714285714	0.867492940635481	0.0193587416817907	14
ET	58	0.44759395074795	0.290322580645161	0.804567207723722	0.0241984271022384	14
Af	58	0.195497396143586	0.204545454545455	0.869961390271617	0.0217785843920145	15
Am	58	0.253879548720404	0.178571428571429	0.728216107300398	0.0284331518451301	15
Aw	58	0.167592424809361	0.2	0.771147773596642	0.0266182698124622	15
BSh	58	0.253587652417252	0.2	0.837899481510699	0.0139140955837871	15
BSk	58	0.728740545747099	0.18	0.839457060517433	0.0229885057471264	15
BWh	58	0.0233897404379428	0	0.841271464862227	0.00665456745311555	15
BWk	58	0.0292717698681252		0.563251982830597	0.00181488203266788	15
Cfa	58	0.312893083277257	0.193548387096774	0.729590706448688	0.0254083484573503	15
Cfb	58	0.472276577510874	0.136363636363636	0.824418735480316	0.0272232304900182	15
Csa	58	0.132733105079249	0.157894736842105	0.798982962375285	0.0108892921960073	15
Csb	58	0.376765442478527	0.214285714285714	0.831488833066227	0.0187537810042347	15
Cwb	58	0.39673260784895	0	0.767637859667643	0.0157289776164549	15
Dfa	58	0.170316876414604	0.0909090909090909	0.785365138798018	0.0175438596491228	15
Dfb	58	0.214560108872969	0	0.813853632704516	0.015124016938899	15
Dfc	58	0.250852473405203	0.0857142857142857	0.877211119020614	0.0211736237144586	15
Dwb	58	0.280615625773923	0.24	0.818873016763791	0.0163339382940109	15
Dwc	58	0.20658064716547	0.169811320754717	0.810846000061526	0.0217785843920145	15
EF	58	0.825443268368766	0.0769230769230769	0.837432506073999	0.0199637023593466	15
ET	58	0.580174251520525	0.17910447761194	0.706604876949012	0.0241984271022384	15
Af	58	0.162241297007989	0.0625	0.856581681664159	0.0229885057471264	16
Am	58	0.315093962430842	0.172413793103448	0.756986236051983	0.0266182698124622	16
Aw	58	0.236090446672668	0.283018867924528	0.660575307521123	0.0205686630369026	16
BSh	58	0.213173732865915	0.375	0.85624893738374	0.0108892921960073	16
BSk	58	0.510588486545698	0.111111111111111	0.808337081448691	0.0193587416817907	16
BWh	58	0.0226138337068986	0	0.832785749504955	0.00604960677555959	16
BWk	58	0.019660390141078		0.521371950041629	0.00181488203266788	16
Cfa	58	0.437268593139549	0.266666666666667	0.798181968585732	0.0199637023593466	16
Cfb	58	0.236762888337365	0.504950495049505	0.800934694185545	0.0278281911675741	16
Csa	58	0.124376991794632	0	0.888712552954752	0.0108892921960073	16
Csb	58	0.375417198807132	0.25531914893617	0.785732372605818	0.0235934664246824	16
Cwb	58	0.0899076528026011	0	0.87781257317348	0.00907441016333938	16
Dfa	58	0.152140163094633	0.15	0.733567718947379	0.015124016938899	16
Dfb	58	0.224179960759232	0	0.832226059626756	0.0181488203266788	16
Dfc	58	0.148890347069886	0.2	0.845285359579063	0.0139140955837871	16
Dwb	58	0.135331610295419	0	0.894911294607704	0.014519056261343	16
Dwc	58	0.198060933280004	0.157894736842105	0.76540744402243	0.0181488203266788	16
EF	58	0.302827931809506	0.235714285714286	0.76887274772044	0.0344827586206897	16
ET	58	0.425644629603692	0.225	0.842978253770506	0.0320629159104658	16
Af	58	0.242918231769737	0.1875	0.796764730005214	0.0229885057471264	17
Am	58	0.239524645294244	0.0576923076923077	0.793642071314598	0.0241984271022384	17
Aw	58	0.267980493162098	0.32258064516129	0.774876267539595	0.029643073200242	17
BSh	58	0.190677413829835	0.333333333333333	0.777976208736714	0.00846944948578343	17
BSk	58	0.196172633944436	0.375	0.855939090891921	0.0211736237144586	17
BWh	58	0.0219431979920019	0	0.85723590933423	0.00725952813067151	17
BWk	58	0.0125389202527741	0	0.656291664976397	0.00241984271022384	17
Cfa	58	0.25095095628458	0.260869565217391	0.745044991696328	0.0241984271022384	17
Cfb	58	0.264518332528757	0.272727272727273	0.831199807027175	0.0223835450695705	17
Csa	58	0.128762936886955	0	0.813993234794151	0.00967937084089534	17
Csb	58	0.237237467680069	0.333333333333333	0.849675241404797	0.0211736237144586	17
Cwb	58	0.158815730670306	0	0.851663859866283	0.0127041742286751	17
Dfa	58	0.265424469551426	0.0731707317073171	0.707086466042191	0.0181488203266788	17
Dfb	58	0.20904244147248	0	0.872133973837291	0.0181488203266788	17
Dfc	58	0.401682053854985	0.275510204081633	0.789249852995545	0.0302480338777979	17
Dwb	58	0.439959902999202	0.107142857142857	0.860471461448476	0.0193587416817907	17
Dwc	58	0.295947449638134	0.171428571428571	0.782103407451263	0.0181488203266788	17
EF	58	0.260595844718136	0.122448979591837	0.853113044320672	0.0211736237144586	17
ET	58	0.328284089966917	0.075	0.816501942219774	0.0229885057471264	17
Af	58	0.360696988744272	0.176470588235294	0.802180604771843	0.0205686630369026	18
Am	58	0.282380576391168	0.222222222222222	0.818323711469874	0.0241984271022384	18
Aw	58	0.16501868979951	0.327731092436975	0.717374393871281	0.029643073200242	18
BSh	58	0.198149375987451	0.107142857142857	0.836905158936447	0.0157289776164549	18
BSk	58	0.203021689065207	0.142857142857143	0.90518873612317	0.0181488203266788	18
BWh	58	0.0218102780906916	0	0.861595950730265	0.00725952813067151	18
BWk	58	0.0155723053796377		0.382993666124784	0.00181488203266788	18
Cfa	58	0.10382823401621	0.230769230769231	0.871727295472353	0.0133091349062311	18
Cfb	58	0.296306082556838	0.208333333333333	0.806233215928996	0.0260133091349062	18
Csa	58	0.139455632507267	0	0.895021031855378	0.0120992135511192	18
Csb	58	0.243485254506012	0.235294117647059	0.820753370945848	0.0235934664246824	18
Cwb	58	0.0929530408142123	0.136363636363636	0.780391053066711	0.0133091349062311	18
Dfa	58	0.229726366890187	0.0566037735849057	0.726015594196375	0.0205686630369026	18
Dfb	58	0.26733795365577	0.257142857142857	0.837127978909075	0.0205686630369026	18
Dfc	58	0.246665142731048	0	0.841641584247267	0.0175438596491228	18
Dwb	58	0.156341169282135	0	0.837372638283797	0.014519056261343	18
Dwc	58	0.0971273811839029	0.25	0.885607712111273	0.0133091349062311	18
EF	58	0.272573721616601	0.206896551724138	0.834416672730903	0.0260133091349062	18
ET	58	0.258410661096453	0.163636363636364	0.802048880536488	0.0241984271022384	18
Af	58	0.369483764275701	0	0.775832730825217	0.0229885057471264	19
Am	58	0.341823292198005	0.265822784810127	0.770506112792536	0.0278281911675741	19
Aw	58	0.271099744845513	0.3	0.796431030004302	0.0193587416817907	19
BSh	58	0.289729686944608	0.346153846153846	0.855550831686734	0.0169388989715669	19
BSk	58	0.288261062544911	0	0.852699445082487	0.0187537810042347	19
BWh	58	0.0193080446448042		0.791237931713508	0.00362976406533575	19
BWk	58	0.0286415275581451		0.773960885373962	0.00302480338777979	19
Cfa	58	0.441596244281872	0.166666666666667	0.794891873603868	0.0169388989715669	19
Cfb	58	0.209045712730921	0.1875	0.782849639828362	0.0241984271022384	19
Csa	58	0.117534233769511	0.375	0.880243839094723	0.0102843315184513	19
Csb	58	0.205702079785348	0.226415094339623	0.813300114143975	0.0235934664246824	19
Cwb	58	0.149210318252012	0	0.852267699985105	0.0108892921960073	19
Dfa	58	0.254783885708324	0.272727272727273	0.738689119585205	0.0169388989715669	19
Dfb	58	0.497709823070258	0.142857142857143	0.83450001586774	0.014519056261343	19
Dfc	58	0.372478453136828	0.0810810810810811	0.803196145975518	0.0199637023593466	19
