".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"close","BWh","ET",28,254,6959,9.73e-17,1.46e-14,"****"
"close","BWk","Cfa",16,291,4287,1.47e-08,1.5e-06,"****"
"close","BWk","Cfb",16,296,4549,5.51e-10,6.34e-08,"****"
"close","BWk","Csa",16,92,1372,3.88e-08,3.76e-06,"****"
"close","BWk","Csb",16,296,4568,3.9e-10,4.56e-08,"****"
"close","BWk","Cwb",16,206,3017,3.21e-08,3.18e-06,"****"
"close","BWk","Dfa",16,290,4163,8.91e-08,8.29e-06,"****"
"close","BWk","Dfb",16,295,4447,2.58e-09,2.81e-07,"****"
"close","BWk","Dfc",16,292,4421,1.86e-09,2.05e-07,"****"
"close","BWk","Dwb",16,280,4272,1.06e-09,1.18e-07,"****"
"close","BWk","Dwc",16,283,4126,3.15e-08,3.15e-06,"****"
"close","BWk","EF",16,185,2948,4.89e-11,5.97e-09,"****"
"close","BWk","ET",16,254,3986,1.13e-10,1.36e-08,"****"
"close","Cfa","Cfb",291,296,52330,6.54e-06,0.000517,"***"
"close","Cfa","Csa",291,92,14926,0.096,1,"ns"
"close","Cfa","Csb",291,296,54291,4.69e-08,4.5e-06,"****"
"close","Cfa","Cwb",291,206,27331,0.094,1,"ns"
"close","Cfa","Dfa",291,290,38498,0.068,1,"ns"
"close","Cfa","Dfb",291,295,50015,0.000538,0.035,"*"
"close","Cfa","Dfc",291,292,48568,0.003,0.161,"ns"
"close","Cfa","Dwb",291,280,50925,2.37e-07,2.16e-05,"****"
"close","Cfa","Dwc",291,283,39030,0.28,1,"ns"
"close","Cfa","EF",291,185,43861,5.08e-31,8.59e-29,"****"
"close","Cfa","ET",291,254,53941,2.03e-20,3.19e-18,"****"
"close","Cfb","Csa",296,92,12372,0.186,1,"ns"
"close","Cfb","Csb",296,296,46556,0.187,1,"ns"
"close","Cfb","Cwb",296,206,21213,6.58e-09,6.97e-07,"****"
"close","Cfb","Dfa",296,290,29328,3.29e-11,4.05e-09,"****"
"close","Cfb","Dfb",296,295,41577,0.316,1,"ns"
"close","Cfb","Dfc",296,292,40048,0.124,1,"ns"
"close","Cfb","Dwb",296,280,43737,0.25,1,"ns"
"close","Cfb","Dwc",296,283,30464,1.38e-08,1.42e-06,"****"
"close","Cfb","EF",296,185,41205,1.15e-20,1.82e-18,"****"
"close","Cfb","ET",296,254,48945,9.96e-10,1.12e-07,"****"
"close","Csa","Csb",92,296,15592,0.035,1,"ns"
"close","Csa","Cwb",92,206,7553,0.005,0.278,"ns"
"close","Csa","Dfa",92,290,10516,0.002,0.133,"ns"
"close","Csa","Dfb",92,295,14169,0.523,1,"ns"
"close","Csa","Dfc",92,292,13699,0.774,1,"ns"
"close","Csa","Dwb",92,280,14638,0.05,1,"ns"
"close","Csa","Dwc",92,283,10770,0.013,0.597,"ns"
"close","Csa","EF",92,185,13182,1.01e-13,1.38e-11,"****"
"close","Csa","ET",92,254,15867,3.62e-07,3.22e-05,"****"
"close","Csb","Cwb",296,206,20186,1.17e-10,1.39e-08,"****"
"close","Csb","Dfa",296,290,28090,4.59e-13,6.1e-11,"****"
"close","Csb","Dfb",296,295,39144,0.03,1,"ns"
"close","Csb","Dfc",296,292,37839,0.009,0.443,"ns"
"close","Csb","Dwb",296,280,41395,0.982,1,"ns"
"close","Csb","Dwc",296,283,28879,1.03e-10,1.25e-08,"****"
"close","Csb","EF",296,185,39310,8.71e-16,1.28e-13,"****"
"close","Csb","ET",296,254,45947,6.91e-06,0.000539,"***"
"close","Cwb","Dfa",206,290,30239,0.815,1,"ns"
"close","Cwb","Dfb",206,295,38106,1.28e-06,0.00011,"***"
"close","Cwb","Dfc",206,292,36980,1.27e-05,0.000965,"***"
"close","Cwb","Dwb",206,280,38265,7.28e-10,8.23e-08,"****"
"close","Cwb","Dwc",206,283,30396,0.419,1,"ns"
"close","Cwb","EF",206,185,31781,3.94e-30,6.58e-28,"****"
"close","Cwb","ET",206,254,39505,4.92e-21,7.82e-19,"****"
"close","Dfa","Dfb",290,295,53925,4.9e-08,4.66e-06,"****"
"close","Dfa","Dfc",290,292,52312,8.83e-07,7.68e-05,"****"
"close","Dfa","Dwb",290,280,54280,3.42e-12,4.34e-10,"****"
"close","Dfa","Dwc",290,283,42416,0.486,1,"ns"
"close","Dfa","EF",290,185,44992,1.35e-35,2.31e-33,"****"
"close","Dfa","ET",290,254,56335,1.5e-26,2.48e-24,"****"
"close","Dfb","Dfc",295,292,42051,0.62,1,"ns"
"close","Dfb","Dwb",295,280,45444,0.037,1,"ns"
"close","Dfb","Dwc",295,283,32508,4.21e-06,0.000341,"***"
"close","Dfb","EF",295,185,41590,4.05e-22,6.52e-20,"****"
"close","Dfb","ET",295,254,49903,1.93e-11,2.39e-09,"****"
"close","Dfc","Dwb",292,280,45804,0.013,0.597,"ns"
"close","Dfc","Dwc",292,283,33169,4.29e-05,0.003,"**"
"close","Dfc","EF",292,185,41560,3.46e-23,5.61e-21,"****"
"close","Dfc","ET",292,254,49951,2.6e-12,3.33e-10,"****"
"close","Dwb","Dwc",280,283,27620,5.04e-10,5.85e-08,"****"
"close","Dwb","EF",280,185,36853,1.14e-14,1.58e-12,"****"
"close","Dwb","ET",280,254,43136,2.1e-05,0.002,"**"
"close","Dwc","EF",283,185,43469,1.23e-33,2.09e-31,"****"
"close","Dwc","ET",283,254,54003,8.21e-24,1.35e-21,"****"
"close","EF","ET",185,254,17428,3.81e-06,0.000312,"***"
"eigenv","Af","Am",296,276,35915,0.013,1,"ns"
"eigenv","Af","Aw",296,286,41613.5,0.725,1,"ns"
"eigenv","Af","BSh",296,214,35058,0.039,1,"ns"
"eigenv","Af","BSk",296,251,36674,0.797,1,"ns"
"eigenv","Af","BWh",296,78,18587,1.12e-16,1.86e-14,"****"
"eigenv","Af","BWk",296,86,14095,0.13,1,"ns"
"eigenv","Af","Cfa",296,298,42616,0.477,1,"ns"
"eigenv","Af","Cfb",296,298,38660,0.009,1,"ns"
"eigenv","Af","Csa",296,126,24777,9.04e-08,1.34e-05,"****"
"eigenv","Af","Csb",296,296,43894.5,0.967,1,"ns"
"eigenv","Af","Cwb",296,220,36053,0.037,1,"ns"
"eigenv","Af","Dfa",296,298,43451,0.755,1,"ns"
"eigenv","Af","Dfb",296,296,46742.5,0.159,1,"ns"
"eigenv","Af","Dfc",296,293,41921,0.485,1,"ns"
"eigenv","Af","Dwb",296,283,41343,0.788,1,"ns"
"eigenv","Af","Dwc",296,291,41129,0.345,1,"ns"
"eigenv","Af","EF",296,187,24516,0.034,1,"ns"
"eigenv","Af","ET",296,254,35104,0.181,1,"ns"
"eigenv","Am","Aw",276,286,43361,0.043,1,"ns"
"eigenv","Am","BSh",276,214,35811,5.37e-05,0.007,"**"
"eigenv","Am","BSk",276,251,38146,0.044,1,"ns"
"eigenv","Am","BWh",276,78,18079,4.93e-20,8.43e-18,"****"
"eigenv","Am","BWk",276,86,14482,0.002,0.255,"ns"
"eigenv","Am","Cfa",276,298,44040,0.142,1,"ns"
"eigenv","Am","Cfb",276,298,40258,0.663,1,"ns"
"eigenv","Am","Csa",276,126,24574,2.95e-11,4.63e-09,"****"
"eigenv","Am","Csb",276,296,45422,0.021,1,"ns"
"eigenv","Am","Cwb",276,220,36873,4.01e-05,0.006,"**"
"eigenv","Am","Dfa",276,298,45034,0.049,1,"ns"
"eigenv","Am","Dfb",276,296,47924,0.00034,0.044,"*"
"eigenv","Am","Dfc",276,293,43754,0.09,1,"ns"
"eigenv","Am","Dwb",276,283,42416,0.078,1,"ns"
"eigenv","Am","Dwc",276,291,42930,0.155,1,"ns"
"eigenv","Am","EF",276,187,25605,0.887,1,"ns"
"eigenv","Am","ET",276,254,37084,0.249,1,"ns"
"eigenv","Aw","BSh",286,214,34299,0.021,1,"ns"
"eigenv","Aw","BSk",286,251,35983,0.96,1,"ns"
"eigenv","Aw","BWh",286,78,17802,7.03e-16,1.15e-13,"****"
"eigenv","Aw","BWk",286,86,13731,0.101,1,"ns"
"eigenv","Aw","Cfa",286,298,41896,0.725,1,"ns"
"eigenv","Aw","Cfb",286,298,38054,0.025,1,"ns"
"eigenv","Aw","Csa",286,126,24055,5.95e-08,8.87e-06,"****"
"eigenv","Aw","Csb",286,296,43069.5,0.715,1,"ns"
"eigenv","Aw","Cwb",286,220,35264,0.02,1,"ns"
"eigenv","Aw","Dfa",286,298,42877,0.898,1,"ns"
"eigenv","Aw","Dfb",286,296,45692.5,0.097,1,"ns"
"eigenv","Aw","Dfc",286,293,41264,0.753,1,"ns"
"eigenv","Aw","Dwb",286,283,40774,0.877,1,"ns"
"eigenv","Aw","Dwc",286,291,40491,0.575,1,"ns"
"eigenv","Aw","EF",286,187,24134,0.073,1,"ns"
"eigenv","Aw","ET",286,254,34634,0.351,1,"ns"
"eigenv","BSh","BSk",214,251,23680,0.028,1,"ns"
"eigenv","BSh","BWh",214,78,12093,4.4e-09,6.69e-07,"****"
"eigenv","BSh","BWk",214,86,9564,0.595,1,"ns"
"eigenv","BSh","Cfa",214,298,27765,0.013,1,"ns"
"eigenv","BSh","Cfb",214,298,24923,2.48e-05,0.003,"**"
"eigenv","BSh","Csa",214,126,16377.5,0.000942,0.122,"ns"
"eigenv","BSh","Csb",214,296,28495,0.053,1,"ns"
"eigenv","BSh","Cwb",214,220,23432,0.934,1,"ns"
"eigenv","BSh","Dfa",214,298,28446,0.037,1,"ns"
"eigenv","BSh","Dfb",214,296,30179,0.363,1,"ns"
"eigenv","BSh","Dfc",214,293,27166,0.01,1,"ns"
"eigenv","BSh","Dwb",214,283,26867.5,0.031,1,"ns"
"eigenv","BSh","Dwc",214,291,26506,0.004,0.529,"ns"
"eigenv","BSh","EF",214,187,15626,0.000154,0.021,"*"
"eigenv","BSh","ET",214,254,22592,0.002,0.208,"ns"
"eigenv","BSk","BWh",251,78,15563,3.59e-15,5.85e-13,"****"
"eigenv","BSk","BWk",251,86,12173,0.077,1,"ns"
"eigenv","BSk","Cfa",251,298,36932,0.801,1,"ns"
"eigenv","BSk","Cfb",251,298,33694,0.045,1,"ns"
"eigenv","BSk","Csa",251,126,21122,1.05e-07,1.54e-05,"****"
"eigenv","BSk","Csb",251,296,37830,0.711,1,"ns"
"eigenv","BSk","Cwb",251,220,30821,0.029,1,"ns"
"eigenv","BSk","Dfa",251,298,37442,0.982,1,"ns"
"eigenv","BSk","Dfb",251,296,39995,0.122,1,"ns"
"eigenv","BSk","Dfc",251,293,36247,0.774,1,"ns"
"eigenv","BSk","Dwb",251,283,35756,0.893,1,"ns"
"eigenv","BSk","Dwc",251,291,35579,0.605,1,"ns"
"eigenv","BSk","EF",251,187,21285,0.096,1,"ns"
"eigenv","BSk","ET",251,254,30295,0.335,1,"ns"
"eigenv","BWh","BWk",78,86,2170,9.73e-05,0.013,"*"
"eigenv","BWh","Cfa",78,298,5064,1.67e-14,2.71e-12,"****"
"eigenv","BWh","Cfb",78,298,4059,8.77e-19,1.48e-16,"****"
"eigenv","BWh","Csa",78,126,4264,0.113,1,"ns"
"eigenv","BWh","Csb",78,296,5084,2.86e-14,4.6e-12,"****"
"eigenv","BWh","Cwb",78,220,4729,3.89e-09,5.95e-07,"****"
"eigenv","BWh","Dfa",78,298,5610,2e-12,3.16e-10,"****"
"eigenv","BWh","Dfb",78,296,5155,5.43e-14,8.69e-12,"****"
"eigenv","BWh","Dfc",78,293,4591,4.62e-16,7.62e-14,"****"
"eigenv","BWh","Dwb",78,283,5186,7.53e-13,1.2e-10,"****"
"eigenv","BWh","Dwc",78,291,4295,3.41e-17,5.69e-15,"****"
"eigenv","BWh","EF",78,187,2273,1.07e-18,1.8e-16,"****"
"eigenv","BWh","ET",78,254,3158,9.02e-20,1.53e-17,"****"
"eigenv","BWk","Cfa",86,298,10431,0.009,1,"ns"
"eigenv","BWk","Cfb",86,298,9125,4.75e-05,0.007,"**"
"eigenv","BWk","Csa",86,126,6200,0.075,1,"ns"
"eigenv","BWk","Csb",86,296,11164,0.083,1,"ns"
"eigenv","BWk","Cwb",86,220,9127,0.633,1,"ns"
"eigenv","BWk","Dfa",86,298,11140,0.065,1,"ns"
"eigenv","BWk","Dfb",86,296,11686,0.248,1,"ns"
"eigenv","BWk","Dfc",86,293,10494,0.018,1,"ns"
"eigenv","BWk","Dwb",86,283,9943,0.01,1,"ns"
"eigenv","BWk","Dwc",86,291,10162,0.008,0.981,"ns"
"eigenv","BWk","EF",86,187,5848,0.000297,0.039,"*"
"eigenv","BWk","ET",86,254,9245,0.033,1,"ns"
"eigenv","Cfa","Cfb",298,298,40848,0.091,1,"ns"
"eigenv","Cfa","Csa",298,126,24894,1.12e-07,1.64e-05,"****"
"eigenv","Cfa","Csb",298,296,45547,0.49,1,"ns"
"eigenv","Cfa","Cwb",298,220,36886,0.015,1,"ns"
"eigenv","Cfa","Dfa",298,298,45559,0.582,1,"ns"
"eigenv","Cfa","Dfb",298,296,47735,0.083,1,"ns"
"eigenv","Cfa","Dfc",298,293,43834.5,0.932,1,"ns"
"eigenv","Cfa","Dwb",298,283,43005,0.679,1,"ns"
"eigenv","Cfa","Dwc",298,291,42726,0.759,1,"ns"
"eigenv","Cfa","EF",298,187,25592,0.131,1,"ns"
"eigenv","Cfa","ET",298,254,36828,0.586,1,"ns"
"eigenv","Cfb","Csa",298,126,26423,3.3e-11,5.15e-09,"****"
"eigenv","Cfb","Csb",298,296,49265,0.014,1,"ns"
"eigenv","Cfb","Cwb",298,220,39635,4.69e-05,0.007,"**"
"eigenv","Cfb","Dfa",298,298,49052,0.027,1,"ns"
"eigenv","Cfb","Dfb",298,296,51871,0.000204,0.027,"*"
"eigenv","Cfb","Dfc",298,293,47504,0.064,1,"ns"
"eigenv","Cfb","Dwb",298,283,46373,0.038,1,"ns"
"eigenv","Cfb","Dwc",298,291,46471,0.132,1,"ns"
"eigenv","Cfb","EF",298,187,27963,0.947,1,"ns"
"eigenv","Cfb","ET",298,254,40453,0.163,1,"ns"
"eigenv","Csa","Csb",126,296,12883,4.97e-07,7.16e-05,"****"
"eigenv","Csa","Cwb",126,220,10629.5,0.000309,0.04,"*"
"eigenv","Csa","Dfa",126,298,13037,6.54e-07,9.35e-05,"****"
"eigenv","Csa","Dfb",126,296,13540,8.41e-06,0.001,"**"
"eigenv","Csa","Dfc",126,293,12046,1.69e-08,2.54e-06,"****"
"eigenv","Csa","Dwb",126,283,12267,4.69e-07,6.8e-05,"****"
"eigenv","Csa","Dwc",126,291,11735.5,5.3e-09,8e-07,"****"
"eigenv","Csa","EF",126,187,6739,1.36e-10,2.11e-08,"****"
"eigenv","Csa","ET",126,254,9680,3.58e-10,5.51e-08,"****"
"eigenv","Csb","Cwb",296,220,35766,0.056,1,"ns"
"eigenv","Csb","Dfa",296,298,43528,0.783,1,"ns"
"eigenv","Csb","Dfb",296,296,46436.5,0.207,1,"ns"
"eigenv","Csb","Dfc",296,293,42007,0.511,1,"ns"
"eigenv","Csb","Dwb",296,283,41464,0.835,1,"ns"
"eigenv","Csb","Dwc",296,291,41207,0.365,1,"ns"
"eigenv","Csb","EF",296,187,24555,0.037,1,"ns"
"eigenv","Csb","ET",296,254,35180,0.194,1,"ns"
"eigenv","Cwb","Dfa",220,298,29416.5,0.046,1,"ns"
"eigenv","Cwb","Dfb",220,296,31045,0.366,1,"ns"
"eigenv","Cwb","Dfc",220,293,28036,0.012,1,"ns"
"eigenv","Cwb","Dwb",220,283,27966,0.05,1,"ns"
"eigenv","Cwb","Dwc",220,291,27336.5,0.005,0.577,"ns"
"eigenv","Cwb","EF",220,187,16202,0.000222,0.03,"*"
"eigenv","Cwb","ET",220,254,23064,0.001,0.132,"ns"
"eigenv","Dfa","Dfb",298,296,47057,0.158,1,"ns"
"eigenv","Dfa","Dfc",298,293,42859,0.701,1,"ns"
"eigenv","Dfa","Dwb",298,283,41937,0.91,1,"ns"
"eigenv","Dfa","Dwc",298,291,41903,0.481,1,"ns"
"eigenv","Dfa","EF",298,187,25099,0.066,1,"ns"
"eigenv","Dfa","ET",298,254,36106,0.352,1,"ns"
"eigenv","Dfb","Dfc",296,293,39277,0.048,1,"ns"
"eigenv","Dfb","Dwb",296,283,39251,0.191,1,"ns"
"eigenv","Dfb","Dwc",296,291,38520,0.027,1,"ns"
"eigenv","Dfb","EF",296,187,22739,0.000954,0.122,"ns"
"eigenv","Dfb","ET",296,254,32525,0.006,0.78,"ns"
"eigenv","Dfc","Dwb",293,283,42153,0.729,1,"ns"
"eigenv","Dfc","Dwc",293,291,42036,0.77,1,"ns"
"eigenv","Dfc","EF",293,187,25101,0.122,1,"ns"
"eigenv","Dfc","ET",293,254,36084,0.541,1,"ns"
"eigenv","Dwb","Dwc",283,291,39737,0.469,1,"ns"
"eigenv","Dwb","EF",283,187,23722,0.058,1,"ns"
"eigenv","Dwb","ET",283,254,34195,0.331,1,"ns"
"eigenv","Dwc","EF",291,187,25328,0.202,1,"ns"
"eigenv","Dwc","ET",291,254,36252,0.701,1,"ns"
"eigenv","EF","ET",187,254,25011,0.34,1,"ns"
