"level","from","to","No. of climate zones","Climate zones"
"Family","chthoniobacteraceae","fimbriimonadaceae",1,"Dfb"
"Family","chthoniobacteraceae","intrasporangiaceae",1,"Dfc"
"Family","chthoniobacteraceae","pseudonocardiaceae",1,"Dfc"
"Family","chthoniobacteraceae","planococcaceae",1,"Dwb"
"Family","chthoniobacteraceae","geobacteraceae",1,"EF"
"Family","chthoniobacteraceae","hyphomonadaceae",1,"EF"
"Family","chthoniobacteraceae","micromonosporaceae",1,"EF"
"Family","chthoniobacteraceae","polyangiaceae",1,"EF"
"Family","chthoniobacteraceae","sphingomonadaceae",1,"EF"
"Family","chthoniobacteraceae","leptospiraceae",1,"ET"
"Family","chthoniobacteraceae","pirellulaceae",1,"ET"
"Family","chthoniobacteraceae","pseudomonadaceae",1,"ET"
"Family","chthoniobacteraceae","xanthomonadaceae",1,"ET"
"Family","clostridiaceae","gemmataceae",1,"Af"
"Family","clostridiaceae","leptospiraceae",1,"Af"
"Family","clostridiaceae","unassigned",3,"Af/Cwb/EF"
"Family","clostridiaceae","opitutaceae",2,"Af/ET"
"Family","clostridiaceae","sinobacteraceae",1,"BSk"
"Family","clostridiaceae","pirellulaceae",2,"BSk/Cfb"
"Family","clostridiaceae","pseudomonadaceae",2,"BSk/Cwb"
"Family","clostridiaceae","flavobacteriaceae",2,"BSk/EF"
"Family","clostridiaceae","gaiellaceae",2,"Cfa/EF"
"Family","clostridiaceae","micrococcaceae",1,"Cfb"
"Family","clostridiaceae","xanthomonadaceae",1,"Cfb"
"Family","clostridiaceae","hyphomicrobiaceae",2,"Dfc/EF"
"Family","clostridiaceae","nitrospiraceae",1,"Dwc"
"Family","clostridiaceae","solibacteraceae",1,"ET"
"Family","comamonadaceae","cytophagaceae",2,"Af/Cfb"
"Family","comamonadaceae","ellin6075",1,"Am"
"Family","comamonadaceae","micrococcaceae",1,"Am"
"Family","comamonadaceae","sinobacteraceae",2,"Aw/Dwc"
"Family","comamonadaceae","gemmataceae",2,"BSh/Dwb"
"Family","comamonadaceae","intrasporangiaceae",2,"BSh/EF"
"Family","comamonadaceae","pseudomonadaceae",2,"BSh/ET"
"Family","comamonadaceae","hyphomonadaceae",1,"BSk"
"Family","comamonadaceae","myxococcaceae",1,"BSk"
"Family","comamonadaceae","opitutaceae",1,"BSk"
"Family","comamonadaceae","micromonosporaceae",2,"BSk/Cfa"
"Family","comamonadaceae","mycobacteriaceae",2,"BSk/Cfb"
"Family","comamonadaceae","pirellulaceae",1,"BWh"
"Family","comamonadaceae","unassigned",3,"BWk/Csa/EF"
"Family","comamonadaceae","leptospiraceae",1,"Cfa"
"Family","comamonadaceae","sphingomonadaceae",1,"Cfa"
"Family","comamonadaceae","planctomycetaceae",1,"Cwb"
"Family","comamonadaceae","polyangiaceae",1,"Cwb"
"Family","comamonadaceae","rhodospirillaceae",1,"Cwb"
"Family","comamonadaceae","ellin5301",1,"Dfa"
"Family","comamonadaceae","geobacteraceae",1,"Dfa"
"Family","comamonadaceae","frankiaceae",2,"Dfa/ET"
"Family","comamonadaceae","eb1017",1,"Dfb"
"Family","comamonadaceae","rhodobiaceae",1,"Dfb"
"Family","comamonadaceae","verrucomicrobiaceae",1,"Dfb"
"Family","comamonadaceae","comamonadaceae",2,"Dfb/EF"
"Family","comamonadaceae","rhizobiaceae",1,"Dfc"
"Family","comamonadaceae","sphingobacteriaceae",1,"Dfc"
"Family","comamonadaceae","gaiellaceae",1,"Dwb"
"Family","comamonadaceae","oxalobacteraceae",1,"Dwb"
"Family","comamonadaceae","solibacteraceae",2,"Dwb/ET"
"Family","comamonadaceae","piscirickettsiaceae",1,"Dwc"
"Family","comamonadaceae","geodermatophilaceae",1,"EF"
"Family","conexibacteraceae","sphingobacteriaceae",2,"Af/Am"
"Family","conexibacteraceae","sinobacteraceae",2,"Aw/Cfb"
"Family","conexibacteraceae","unassigned",1,"BSh"
"Family","conexibacteraceae","rhizobiaceae",1,"BSk"
"Family","conexibacteraceae","hyphomicrobiaceae",1,"Dfa"
"Family","conexibacteraceae","mariprofundaceae",1,"Dfc"
"Family","conexibacteraceae","solibacteraceae",1,"Dfc"
"Family","conexibacteraceae","hyphomonadaceae",1,"Dwb"
"Family","conexibacteraceae","koribacteraceae",1,"Dwb"
"Family","conexibacteraceae","ellin515",1,"EF"
"Family","conexibacteraceae","ellin5301",1,"EF"
"Family","cytophagaceae","ellin5301",1,"Af"
"Family","cytophagaceae","koribacteraceae",2,"Af/Aw"
"Family","cytophagaceae","hyphomicrobiaceae",2,"Af/Csb"
"Family","cytophagaceae","gemmataceae",2,"Af/EF"
"Family","cytophagaceae","hyphomonadaceae",1,"Am"
"Family","cytophagaceae","htcc2089",1,"Aw"
"Family","cytophagaceae","pseudomonadaceae",1,"Aw"
"Family","cytophagaceae","rhizobiaceae",1,"Aw"
"Family","cytophagaceae","syntrophobacteraceae",1,"Aw"
"Family","cytophagaceae","saprospiraceae",2,"Aw/Dwb"
"Family","cytophagaceae","geobacteraceae",1,"Cfa"
"Family","cytophagaceae","rhodobiaceae",1,"Cfa"
"Family","cytophagaceae","unassigned",1,"Cfa"
"Family","cytophagaceae","mycobacteriaceae",1,"Cfb"
"Family","cytophagaceae","myxococcaceae",1,"Cfb"
"Family","cytophagaceae","nitrospiraceae",1,"Cfb"
"Family","cytophagaceae","planctomycetaceae",1,"Cfb"
"Family","cytophagaceae","sphingobacteriaceae",1,"Cfb"
"Family","cytophagaceae","cytophagaceae",2,"Csb/Dfc"
"Family","cytophagaceae","ellin517",2,"Csb/Dfc"
"Family","cytophagaceae","piscirickettsiaceae",2,"Csb/EF"
"Family","cytophagaceae","fimbriimonadaceae",1,"Dfa"
"Family","cytophagaceae","haliangiaceae",1,"Dfa"
"Family","cytophagaceae","flavobacteriaceae",1,"Dfb"
"Family","cytophagaceae","verrucomicrobiaceae",1,"Dfb"
"Family","cytophagaceae","micromonosporaceae",1,"Dfc"
"Family","cytophagaceae","streptomycetaceae",1,"Dfc"
"Family","cytophagaceae","opitutaceae",2,"Dfc/Dwb"
"Family","cytophagaceae","sinobacteraceae",1,"Dwb"
"Family","cytophagaceae","solirubrobacteraceae",1,"Dwb"
"Family","cytophagaceae","ellin515",2,"Dwb/ET"
"Family","eb1017","intrasporangiaceae",1,"Am"
"Family","eb1017","pseudonocardiaceae",2,"Am/Dfa"
"Family","eb1017","polyangiaceae",1,"BSh"
"Family","eb1017","ellin5301",1,"BSk"
"Family","eb1017","haliangiaceae",1,"BSk"
"Family","eb1017","syntrophobacteraceae",1,"BSk"
"Family","eb1017","sphingomonadaceae",2,"Cfb/Dfb"
"Family","eb1017","sphingobacteriaceae",1,"Csa"
"Family","eb1017","mycobacteriaceae",1,"Dfb"
"Family","eb1017","rhodobiaceae",1,"Dfb"
"Family","eb1017","hyphomicrobiaceae",1,"Dfc"
"Family","eb1017","sinobacteraceae",1,"Dfc"
"Family","eb1017","solibacteraceae",2,"Dwb/ET"
"Family","eb1017","micromonosporaceae",1,"Dwc"
"Family","eb1017","solirubrobacteraceae",2,"Dwc/ET"
"Family","eb1017","unassigned",1,"ET"
"Family","ellin515","planctomycetaceae",1,"Af"
"Family","ellin515","methylocystaceae",2,"Af/Am"
"Family","ellin515","piscirickettsiaceae",1,"Am"
"Family","ellin515","flavobacteriaceae",2,"Am/BSk"
"Family","ellin515","sinobacteraceae",2,"Am/Csb"
"Family","ellin515","ellin6075",1,"Aw"
"Family","ellin515","koribacteraceae",1,"BSh"
"Family","ellin515","ellin5301",1,"BSk"
"Family","ellin515","intrasporangiaceae",1,"BSk"
"Family","ellin515","oxalobacteraceae",1,"BSk"
"Family","ellin515","pirellulaceae",1,"BSk"
"Family","ellin515","pseudomonadaceae",1,"BSk"
"Family","ellin515","sphingobacteriaceae",1,"BSk"
"Family","ellin515","xanthomonadaceae",1,"BSk"
"Family","ellin515","haliangiaceae",1,"Cfb"
"Family","ellin515","nitrospiraceae",1,"Cfb"
"Family","ellin515","solibacteraceae",1,"Cfb"
"Family","ellin515","hyphomonadaceae",2,"Csb/ET"
"Family","ellin515","gaiellaceae",3,"Cwb/Dwc/EF"
"Family","ellin515","opitutaceae",1,"Dfa"
"Family","ellin515","mycobacteriaceae",1,"Dfb"
"Family","ellin515","rhodospirillaceae",2,"Dfb/Dfc"
"Family","ellin515","geobacteraceae",2,"Dfb/Dwc"
"Family","ellin515","ellin515",1,"Dwc"
"Family","ellin515","mariprofundaceae",1,"Dwc"
"Family","ellin515","sphingomonadaceae",2,"EF/ET"
"Family","ellin517","hyphomonadaceae",1,"Af"
"Family","ellin517","mycobacteriaceae",1,"Am"
"Family","ellin517","hyphomicrobiaceae",1,"BSk"
"Family","ellin517","ellin5301",1,"Cfb"
"Family","ellin517","sphingobacteriaceae",1,"Cfb"
"Family","ellin517","solirubrobacteraceae",1,"Csb"
"Family","ellin517","pirellulaceae",1,"Cwb"
"Family","ellin517","xanthomonadaceae",2,"Cwb/Dfc"
"Family","ellin517","koribacteraceae",1,"Dfa"
"Family","ellin517","methylocystaceae",2,"Dfa/Dfb"
"Family","ellin517","gaiellaceae",1,"Dfb"
"Family","ellin517","gemmataceae",1,"Dfb"
"Family","ellin517","solibacteraceae",1,"Dfb"
"Family","ellin517","micromonosporaceae",1,"Dwb"
"Family","ellin517","htcc2089",1,"Dwc"
"Family","ellin5301","intrasporangiaceae",1,"Af"
"Family","ellin5301","verrucomicrobiaceae",1,"Af"
"Family","ellin5301","pseudomonadaceae",2,"Af/Am"
"Family","ellin5301","pirellulaceae",2,"Af/Cfa"
"Family","ellin5301","geodermatophilaceae",1,"Am"
"Family","ellin5301","pseudonocardiaceae",1,"Am"
"Family","ellin5301","gemmataceae",2,"Am/Cfa"
"Family","ellin5301","ellin6075",2,"Am/Dfc"
"Family","ellin5301","micromonosporaceae",2,"Am/ET"
"Family","ellin5301","solibacteraceae",2,"Aw/Dwc"
"Family","ellin5301","sphingomonadaceae",1,"BSh"
"Family","ellin5301","haliangiaceae",1,"BSk"
"Family","ellin5301","rhodobiaceae",2,"BSk/Dfb"
"Family","ellin5301","sphingobacteriaceae",2,"BSk/Dfb"
"Family","ellin5301","rhizobiaceae",3,"BSk/Dfb/Dwb"
"Family","ellin5301","geobacteraceae",1,"Cfa"
"Family","ellin5301","ellin5301",1,"Cfb"
"Family","ellin5301","koribacteraceae",1,"Cfb"
"Family","ellin5301","methylocystaceae",1,"Cfb"
"Family","ellin5301","mycobacteriaceae",2,"Csb/Dwb"
"Family","ellin5301","syntrophobacteraceae",2,"Csb/Dwb"
"Family","ellin5301","xanthomonadaceae",2,"Dfa/ET"
"Family","ellin5301","gaiellaceae",2,"Dfb/EF"
"Family","ellin5301","micrococcaceae",1,"Dfc"
"Family","ellin5301","streptomycetaceae",1,"Dfc"
"Family","ellin5301","flavobacteriaceae",1,"Dwb"
"Family","ellin5301","htcc2089",1,"Dwb"
"Family","ellin5301","unassigned",2,"Dwc/ET"
"Family","ellin5301","hyphomicrobiaceae",1,"ET"
"Family","ellin5301","solirubrobacteraceae",1,"ET"
"Family","ellin6075","frankiaceae",1,"Am"
"Family","ellin6075","gemmataceae",1,"Am"
"Family","ellin6075","geodermatophilaceae",1,"Am"
"Family","ellin6075","streptomycetaceae",1,"Am"
"Family","ellin6075","planococcaceae",1,"Aw"
"Family","ellin6075","pseudonocardiaceae",1,"BSh"
"Family","ellin6075","rhodospirillaceae",1,"BSh"
"Family","ellin6075","rhizobiaceae",2,"BSh/Csa"
"Family","ellin6075","fimbriimonadaceae",1,"BSk"
"Family","ellin6075","polyangiaceae",1,"BSk"
"Family","ellin6075","sphingobacteriaceae",1,"BSk"
"Family","ellin6075","mycobacteriaceae",1,"Cfa"
"Family","ellin6075","pirellulaceae",1,"Cfa"
"Family","ellin6075","piscirickettsiaceae",1,"Cfa"
"Family","ellin6075","sinobacteraceae",1,"Cfa"
"Family","ellin6075","geobacteraceae",1,"Cfb"
"Family","ellin6075","micromonosporaceae",2,"Cfb/Cwb"
"Family","ellin6075","ellin6075",1,"Csa"
"Family","ellin6075","myxococcaceae",1,"Csa"
"Family","ellin6075","pseudomonadaceae",2,"Csa/EF"
"Family","ellin6075","rhodobiaceae",2,"Csb/Dfb"
"Family","ellin6075","haliangiaceae",1,"Cwb"
"Family","ellin6075","intrasporangiaceae",1,"Cwb"
"Family","ellin6075","koribacteraceae",1,"Dfa"
"Family","ellin6075","flavobacteriaceae",1,"Dfb"
"Family","ellin6075","nitrospiraceae",1,"Dfb"
"Family","ellin6075","mariprofundaceae",1,"Dwb"
"Family","ellin6075","syntrophobacteraceae",1,"Dwb"
"Family","ellin6075","saprospiraceae",2,"EF/ET"
"Family","fimbriimonadaceae","hyphomicrobiaceae",1,"Aw"
"Family","fimbriimonadaceae","rhodospirillaceae",1,"Aw"
"Family","fimbriimonadaceae","xanthomonadaceae",1,"Aw"
"Family","fimbriimonadaceae","sphingobacteriaceae",2,"BSh/Dwb"
"Family","fimbriimonadaceae","solibacteraceae",1,"BSk"
"Family","fimbriimonadaceae","pirellulaceae",2,"BSk/Cfa"
"Family","fimbriimonadaceae","hyphomonadaceae",2,"BSk/Dfc"
"Family","fimbriimonadaceae","verrucomicrobiaceae",1,"Cfa"
"Family","fimbriimonadaceae","sphingomonadaceae",1,"Cwb"
"Family","fimbriimonadaceae","sinobacteraceae",1,"Dfa"
"Family","fimbriimonadaceae","planctomycetaceae",1,"Dfb"
"Family","fimbriimonadaceae","gemmataceae",1,"Dfc"
"Family","fimbriimonadaceae","syntrophobacteraceae",1,"Dfc"
"Family","fimbriimonadaceae","koribacteraceae",2,"Dwb/Dwc"
"Family","flavobacteriaceae","hyphomicrobiaceae",1,"Af"
"Family","flavobacteriaceae","micromonosporaceae",1,"Am"
"Family","flavobacteriaceae","planctomycetaceae",1,"Am"
"Family","flavobacteriaceae","koribacteraceae",2,"Am/Dwb"
"Family","flavobacteriaceae","geobacteraceae",1,"Aw"
"Family","flavobacteriaceae","xanthomonadaceae",1,"BSh"
"Family","flavobacteriaceae","pirellulaceae",2,"BSk/ET"
"Family","flavobacteriaceae","saprospiraceae",1,"Cfb"
"Family","flavobacteriaceae","oxalobacteraceae",2,"Cfb/Dwc"
"Family","flavobacteriaceae","sinobacteraceae",1,"Csb"
"Family","flavobacteriaceae","opitutaceae",1,"Dfa"
"Family","flavobacteriaceae","sphingobacteriaceae",1,"Dfa"
"Family","flavobacteriaceae","leptospiraceae",1,"Dfc"
"Family","flavobacteriaceae","streptomycetaceae",1,"Dfc"
"Family","flavobacteriaceae","polyangiaceae",1,"Dwb"
"Family","flavobacteriaceae","sphingomonadaceae",1,"Dwb"
"Family","flavobacteriaceae","syntrophobacteraceae",1,"Dwb"
"Family","flavobacteriaceae","gaiellaceae",1,"Dwc"
"Family","flavobacteriaceae","pseudomonadaceae",1,"EF"
"Family","flavobacteriaceae","gemmataceae",1,"ET"
"Family","flavobacteriaceae","htcc2089",1,"ET"
"Family","frankiaceae","opitutaceae",1,"Am"
"Family","frankiaceae","syntrophobacteraceae",1,"Am"
"Family","frankiaceae","solibacteraceae",1,"BSh"
"Family","frankiaceae","gaiellaceae",1,"Cfa"
"Family","frankiaceae","myxococcaceae",2,"Cfa/Dwb"
"Family","frankiaceae","sinobacteraceae",1,"Cfb"
"Family","frankiaceae","sphingomonadaceae",1,"Cfb"
"Family","frankiaceae","geobacteraceae",1,"Csb"
"Family","frankiaceae","intrasporangiaceae",2,"Csb/Dfc"
"Family","frankiaceae","mariprofundaceae",1,"Dfa"
"Family","frankiaceae","mycobacteriaceae",1,"Dfa"
"Family","frankiaceae","pseudonocardiaceae",1,"Dfa"
"Family","frankiaceae","streptomycetaceae",1,"Dfa"
"Family","frankiaceae","htcc2089",1,"Dwb"
"Family","frankiaceae","unassigned",1,"Dwc"
"Family","gaiellaceae","gaiellaceae",1,"Af"
"Family","gaiellaceae","solirubrobacteraceae",1,"Af"
"Family","gaiellaceae","xanthomonadaceae",1,"Am"
"Family","gaiellaceae","haliangiaceae",2,"Am/Aw"
"Family","gaiellaceae","leptospiraceae",1,"Aw"
"Family","gaiellaceae","streptomycetaceae",1,"Aw"
"Family","gaiellaceae","geobacteraceae",2,"Aw/Dwb"
"Family","gaiellaceae","gemmataceae",1,"BSh"
"Family","gaiellaceae","hyphomonadaceae",1,"BSk"
"Family","gaiellaceae","pirellulaceae",1,"BSk"
"Family","gaiellaceae","geodermatophilaceae",2,"BSk/Dfc"
"Family","gaiellaceae","intrasporangiaceae",1,"Cfa"
"Family","gaiellaceae","planococcaceae",1,"Cfa"
"Family","gaiellaceae","polyangiaceae",2,"Cfb/Dfc"
"Family","gaiellaceae","mycobacteriaceae",2,"Csa/Dfa"
"Family","gaiellaceae","mariprofundaceae",2,"Csb/Dfa"
"Family","gaiellaceae","micromonosporaceae",1,"Dfa"
"Family","gaiellaceae","myxococcaceae",1,"Dfa"
"Family","gaiellaceae","rhodobiaceae",2,"Dfb/Dfc"
"Family","gaiellaceae","saprospiraceae",1,"Dfc"
"Family","gaiellaceae","htcc2089",1,"Dwb"
"Family","gaiellaceae","piscirickettsiaceae",1,"Dwb"
"Family","gaiellaceae","pseudonocardiaceae",1,"Dwc"
"Family","gaiellaceae","micrococcaceae",2,"Dwc/EF"
"Family","gaiellaceae","rhodospirillaceae",2,"Dwc/ET"
"Family","gaiellaceae","hyphomicrobiaceae",1,"EF"
"Family","gaiellaceae","koribacteraceae",1,"EF"
"Family","gaiellaceae","nitrospiraceae",1,"EF"
"Family","gaiellaceae","opitutaceae",1,"EF"
"Family","gaiellaceae","pseudomonadaceae",1,"EF"
"Family","gaiellaceae","planctomycetaceae",1,"ET"
"Family","gaiellaceae","solibacteraceae",1,"ET"
"Family","gemmataceae","rhodospirillaceae",2,"Af/Am"
"Family","gemmataceae","geobacteraceae",2,"Af/Cfa"
"Family","gemmataceae","sphingobacteriaceae",1,"Am"
"Family","gemmataceae","intrasporangiaceae",2,"Am/Dfb"
"Family","gemmataceae","koribacteraceae",2,"Am/Dwc"
"Family","gemmataceae","myxococcaceae",1,"Aw"
"Family","gemmataceae","opitutaceae",1,"Aw"
"Family","gemmataceae","unassigned",1,"Aw"
"Family","gemmataceae","hyphomonadaceae",1,"BSh"
"Family","gemmataceae","streptomycetaceae",2,"BSh/BSk"
"Family","gemmataceae","pseudomonadaceae",2,"BSh/Dwb"
"Family","gemmataceae","syntrophobacteraceae",2,"BSh/EF"
"Family","gemmataceae","geodermatophilaceae",1,"BSk"
"Family","gemmataceae","solirubrobacteraceae",1,"BSk"
"Family","gemmataceae","sinobacteraceae",2,"BSk/Cwb"
"Family","gemmataceae","sphingomonadaceae",2,"BSk/Dwb"
"Family","gemmataceae","solibacteraceae",2,"BSk/ET"
"Family","gemmataceae","htcc2089",1,"Cfa"
"Family","gemmataceae","micromonosporaceae",1,"Cfa"
"Family","gemmataceae","gemmataceae",2,"Csb/Dfc"
"Family","gemmataceae","hyphomicrobiaceae",2,"Cwb/Dwb"
"Family","gemmataceae","verrucomicrobiaceae",2,"Cwb/ET"
"Family","gemmataceae","mycobacteriaceae",1,"Dfa"
"Family","gemmataceae","nitrospiraceae",1,"Dfa"
"Family","gemmataceae","xanthomonadaceae",1,"Dfb"
"Family","gemmataceae","planctomycetaceae",2,"Dfb/Dwb"
"Family","gemmataceae","pirellulaceae",1,"Dfc"
"Family","gemmataceae","rhodobiaceae",1,"Dfc"
"Family","gemmataceae","leptospiraceae",1,"Dwb"
"Family","gemmataceae","micrococcaceae",1,"Dwc"
"Family","gemmataceae","planococcaceae",1,"Dwc"
"Family","gemmataceae","haliangiaceae",1,"EF"
"Family","geobacteraceae","rhizobiaceae",1,"Cfa"
"Family","geobacteraceae","xanthomonadaceae",1,"Cfa"
"Family","geobacteraceae","myxococcaceae",1,"Csb"
"Family","geobacteraceae","solibacteraceae",1,"Csb"
"Family","geobacteraceae","planococcaceae",1,"Dfb"
"Family","geobacteraceae","opitutaceae",1,"Dfc"
"Family","geobacteraceae","rhodospirillaceae",2,"Dfc/Dwc"
"Family","geobacteraceae","koribacteraceae",1,"Dwc"
"Family","geobacteraceae","pseudomonadaceae",1,"EF"
"Family","geobacteraceae","solirubrobacteraceae",1,"EF"
"Family","geodermatophilaceae","haliangiaceae",1,"Af"
"Family","geodermatophilaceae","polyangiaceae",2,"Af/Cfb"
"Family","geodermatophilaceae","mycobacteriaceae",1,"BSh"
"Family","geodermatophilaceae","rhodospirillaceae",1,"BSh"
"Family","geodermatophilaceae","micromonosporaceae",1,"BSk"
"Family","geodermatophilaceae","sinobacteraceae",1,"BSk"
"Family","geodermatophilaceae","unassigned",2,"BWh/BWk"
"Family","geodermatophilaceae","nitrospiraceae",2,"Cfa/Dfa"
"Family","geodermatophilaceae","sphingomonadaceae",1,"Cfb"
"Family","geodermatophilaceae","xanthomonadaceae",1,"Cfb"
"Family","geodermatophilaceae","intrasporangiaceae",2,"Cfb/Csa"
"Family","geodermatophilaceae","myxococcaceae",2,"Csb/Dfb"
"Family","geodermatophilaceae","sphingobacteriaceae",2,"Csb/Dfc"
"Family","geodermatophilaceae","hyphomicrobiaceae",2,"Csb/Dwc"
"Family","geodermatophilaceae","koribacteraceae",1,"Dwb"
"Family","geodermatophilaceae","solirubrobacteraceae",1,"Dwc"
"Family","geodermatophilaceae","piscirickettsiaceae",1,"EF"
"Family","haliangiaceae","pseudomonadaceae",1,"Af"
"Family","haliangiaceae","unassigned",2,"Af/Csa"
"Family","haliangiaceae","rhizobiaceae",2,"Af/Dfc"
"Family","haliangiaceae","pirellulaceae",2,"Af/EF"
"Family","haliangiaceae","htcc2089",1,"Am"
"Family","haliangiaceae","piscirickettsiaceae",2,"Am/Aw"
"Family","haliangiaceae","syntrophobacteraceae",2,"Am/Dfc"
"Family","haliangiaceae","mycobacteriaceae",1,"Aw"
"Family","haliangiaceae","mariprofundaceae",1,"BSk"
"Family","haliangiaceae","sinobacteraceae",2,"BSk/ET"
"Family","haliangiaceae","nitrospiraceae",2,"Cfa/Dwb"
"Family","haliangiaceae","sphingomonadaceae",2,"Csb/Cwb"
"Family","haliangiaceae","myxococcaceae",1,"Cwb"
"Family","haliangiaceae","sphingobacteriaceae",1,"Cwb"
"Family","haliangiaceae","opitutaceae",3,"Cwb/EF/ET"
"Family","haliangiaceae","hyphomicrobiaceae",1,"ET"
"Family","haliangiaceae","rhodobiaceae",1,"ET"
"Family","htcc2089","nitrospiraceae",1,"Af"
"Family","htcc2089","polyangiaceae",2,"Af/ET"
"Family","htcc2089","hyphomonadaceae",1,"Am"
"Family","htcc2089","piscirickettsiaceae",1,"Am"
"Family","htcc2089","pirellulaceae",2,"Am/ET"
"Family","htcc2089","syntrophobacteraceae",1,"Aw"
"Family","htcc2089","solibacteraceae",2,"Cfa/ET"
"Family","htcc2089","rhodospirillaceae",1,"Cfb"
"Family","htcc2089","hyphomicrobiaceae",2,"Dfa/Dfb"
"Family","htcc2089","pseudomonadaceae",1,"Dfb"
"Family","htcc2089","mariprofundaceae",2,"Dfb/ET"
"Family","htcc2089","myxococcaceae",1,"Dwb"
"Family","htcc2089","solirubrobacteraceae",1,"Dwb"
"Family","htcc2089","sphingomonadaceae",1,"Dwb"
"Family","htcc2089","sphingobacteriaceae",2,"Dwb/ET"
"Family","htcc2089","leptospiraceae",1,"Dwc"
"Family","htcc2089","opitutaceae",1,"Dwc"
"Family","htcc2089","saprospiraceae",1,"Dwc"
"Family","hyphomicrobiaceae","planctomycetaceae",1,"Aw"
"Family","hyphomicrobiaceae","sinobacteraceae",1,"BSk"
"Family","hyphomicrobiaceae","verrucomicrobiaceae",2,"BSk/Dfc"
"Family","hyphomicrobiaceae","planococcaceae",2,"BSk/EF"
"Family","hyphomicrobiaceae","saprospiraceae",1,"Cfa"
"Family","hyphomicrobiaceae","intrasporangiaceae",2,"Cfb/Csb"
"Family","hyphomicrobiaceae","syntrophobacteraceae",1,"Csa"
"Family","hyphomicrobiaceae","xanthomonadaceae",1,"Csa"
"Family","hyphomicrobiaceae","pseudonocardiaceae",2,"Csa/Dfa"
"Family","hyphomicrobiaceae","rhodospirillaceae",1,"Csb"
"Family","hyphomicrobiaceae","polyangiaceae",1,"Cwb"
"Family","hyphomicrobiaceae","mariprofundaceae",1,"Dfa"
"Family","hyphomicrobiaceae","opitutaceae",1,"Dfa"
"Family","hyphomicrobiaceae","solirubrobacteraceae",1,"Dfa"
"Family","hyphomicrobiaceae","hyphomonadaceae",3,"Dwb/Dwc/EF"
"Family","hyphomicrobiaceae","leptospiraceae",1,"Dwc"
"Family","hyphomicrobiaceae","pirellulaceae",1,"Dwc"
"Family","hyphomicrobiaceae","hyphomicrobiaceae",1,"EF"
"Family","hyphomicrobiaceae","pseudomonadaceae",1,"EF"
"Family","hyphomicrobiaceae","unassigned",1,"EF"
"Family","hyphomicrobiaceae","piscirickettsiaceae",2,"EF/ET"
"Family","hyphomicrobiaceae","micromonosporaceae",1,"ET"
"Family","hyphomonadaceae","rhodospirillaceae",1,"Af"
"Family","hyphomonadaceae","xanthomonadaceae",2,"Af/Aw"
"Family","hyphomonadaceae","nitrospiraceae",1,"Am"
"Family","hyphomonadaceae","sinobacteraceae",1,"Am"
"Family","hyphomonadaceae","syntrophobacteraceae",2,"Am/Dfc"
"Family","hyphomonadaceae","micromonosporaceae",2,"Am/ET"
"Family","hyphomonadaceae","hyphomonadaceae",2,"Aw/BSk"
"Family","hyphomonadaceae","leptospiraceae",2,"BSk/Dfb"
"Family","hyphomonadaceae","opitutaceae",2,"BSk/Dwb"
"Family","hyphomonadaceae","sphingomonadaceae",1,"Csb"
"Family","hyphomonadaceae","koribacteraceae",1,"Cwb"
"Family","hyphomonadaceae","solibacteraceae",1,"Cwb"
"Family","hyphomonadaceae","rhodobiaceae",2,"Dfa/Dfc"
"Family","hyphomonadaceae","pseudomonadaceae",1,"Dfb"
"Family","hyphomonadaceae","polyangiaceae",1,"Dfc"
"Family","hyphomonadaceae","unassigned",1,"Dfc"
"Family","hyphomonadaceae","pirellulaceae",1,"Dwb"
"Family","hyphomonadaceae","myxococcaceae",2,"Dwb/EF"
"Family","hyphomonadaceae","planococcaceae",1,"Dwc"
"Family","intrasporangiaceae","nitrospiraceae",1,"Af"
"Family","intrasporangiaceae","syntrophobacteraceae",2,"Af/ET"
"Family","intrasporangiaceae","rhizobiaceae",1,"Am"
"Family","intrasporangiaceae","solirubrobacteraceae",1,"Am"
"Family","intrasporangiaceae","micrococcaceae",1,"BSk"
"Family","intrasporangiaceae","sphingobacteriaceae",1,"BSk"
"Family","intrasporangiaceae","opitutaceae",1,"Cfb"
"Family","intrasporangiaceae","streptomycetaceae",1,"Cfb"
"Family","intrasporangiaceae","unassigned",2,"Csa/Csb"
"Family","intrasporangiaceae","koribacteraceae",1,"Csb"
"Family","intrasporangiaceae","myxococcaceae",1,"Dfb"
"Family","intrasporangiaceae","polyangiaceae",2,"Dfb/ET"
"Family","intrasporangiaceae","mycobacteriaceae",1,"Dwc"
"Family","intrasporangiaceae","verrucomicrobiaceae",1,"EF"
"Family","intrasporangiaceae","solibacteraceae",1,"ET"
"Family","intrasporangiaceae","sphingomonadaceae",1,"ET"
"Family","koribacteraceae","piscirickettsiaceae",2,"Af/Am"
"Family","koribacteraceae","micromonosporaceae",1,"Am"
"Family","koribacteraceae","rhodobiaceae",1,"Am"
"Family","koribacteraceae","leptospiraceae",2,"Am/Aw"
"Family","koribacteraceae","oxalobacteraceae",2,"Am/Cwb"
"Family","koribacteraceae","verrucomicrobiaceae",2,"Am/Cwb"
"Family","koribacteraceae","unassigned",2,"Am/Dfa"
"Family","koribacteraceae","mariprofundaceae",2,"BSk/Dfc"
"Family","koribacteraceae","koribacteraceae",2,"BWh/Dfa"
