"level","from","to","No. of climate zones","Climate zones"
"Genus","devosia","geobacter",1,"EF"
"Genus","edaphobacter","rhodoplanes",2,"Af/Cfa"
"Genus","edaphobacter","luteolibacter",1,"Am"
"Genus","edaphobacter","pedobacter",1,"Am"
"Genus","edaphobacter","pseudomonas",1,"Am"
"Genus","edaphobacter","fimbriimonas",1,"Cfb"
"Genus","edaphobacter","turneriella",1,"Csb"
"Genus","edaphobacter","unassigned",1,"Csb"
"Genus","edaphobacter","flavisolibacter",1,"Dfa"
"Genus","edaphobacter","mycobacterium",1,"EF"
"Genus","edaphobacter","sphingomonas",1,"EF"
"Genus","fimbriimonas","lysobacter",1,"Aw"
"Genus","fimbriimonas","rhodoplanes",1,"Aw"
"Genus","fimbriimonas","pedobacter",2,"BSh/Dwb"
"Genus","fimbriimonas","luteolibacter",1,"Cfa"
"Genus","fimbriimonas","flavisolibacter",1,"Cwb"
"Genus","fimbriimonas","kaistobacter",1,"Cwb"
"Genus","fimbriimonas","niabella",1,"Dfa"
"Genus","fimbriimonas","gemmata",1,"Dfb"
"Genus","fimbriimonas","planctomyces",1,"Dfb"
"Genus","flavisolibacter","rhodoplanes",2,"Af/Am"
"Genus","flavisolibacter","hylemonella",1,"Am"
"Genus","flavisolibacter","streptomyces",1,"Am"
"Genus","flavisolibacter","flavisolibacter",2,"BSk/EF"
"Genus","flavisolibacter","unassigned",2,"BWh/Dwc"
"Genus","flavisolibacter","niabella",1,"Cfa"
"Genus","flavisolibacter","rhizobium",1,"Cfb"
"Genus","flavisolibacter","luteimonas",1,"Csb"
"Genus","flavisolibacter","methylibium",2,"Cwb/EF"
"Genus","flavisolibacter","janthinobacterium",1,"Dfb"
"Genus","flavisolibacter","kaistobacter",2,"Dfb/EF"
"Genus","flavisolibacter","geobacter",1,"Dfc"
"Genus","flavisolibacter","lysobacter",1,"Dfc"
"Genus","flavisolibacter","pseudomonas",1,"Dwc"
"Genus","flavisolibacter","pedobacter",1,"EF"
"Genus","flavobacterium","luteimonas",1,"Af"
"Genus","flavobacterium","rhodoplanes",1,"Af"
"Genus","flavobacterium","planctomyces",1,"Am"
"Genus","flavobacterium","geobacter",1,"Aw"
"Genus","flavobacterium","hyphomicrobium",1,"Aw"
"Genus","flavobacterium","niabella",1,"Cfb"
"Genus","flavobacterium","janthinobacterium",2,"Cfb/Dwc"
"Genus","flavobacterium","opitutus",1,"Dfa"
"Genus","flavobacterium","pedobacter",1,"Dfa"
"Genus","flavobacterium","streptomyces",1,"Dfc"
"Genus","flavobacterium","turneriella",1,"Dfc"
"Genus","flavobacterium","kaistobacter",1,"Dwb"
"Genus","flavobacterium","pseudomonas",1,"EF"
"Genus","flavobacterium","gemmata",1,"ET"
"Genus","gemmata","streptomyces",2,"Af/BSh"
"Genus","gemmata","opitutus",1,"Aw"
"Genus","gemmata","steroidobacter",2,"BSk/Cwb"
"Genus","gemmata","unassigned",1,"BWh"
"Genus","gemmata","pilimelia",1,"Cfa"
"Genus","gemmata","rhodoplanes",1,"Cwb"
"Genus","gemmata","mycobacterium",1,"Dfa"
"Genus","gemmata","gemmata",1,"Dfb"
"Genus","gemmata","turneriella",1,"Dwb"
"Genus","gemmata","luteolibacter",1,"ET"
"Genus","geobacter","rhizobium",1,"Cfa"
"Genus","geobacter","unassigned",2,"Cfa/Csb"
"Genus","geobacter","hylemonella",1,"Dfa"
"Genus","geobacter","rhodoplanes",2,"Dfa/Dwc"
"Genus","geobacter","opitutus",1,"Dfc"
"Genus","geobacter","pseudomonas",1,"EF"
"Genus","hylemonella","methylibium",1,"Am"
"Genus","hylemonella","lysobacter",1,"Aw"
"Genus","hylemonella","rhodoplanes",1,"Cfb"
"Genus","hylemonella","planctomyces",1,"Cwb"
"Genus","hylemonella","luteolibacter",1,"Dfb"
"Genus","hylemonella","unassigned",1,"EF"
"Genus","hyphomicrobium","rhodoplanes",1,"Af"
"Genus","hyphomicrobium","pedomicrobium",2,"Af/Csb"
"Genus","hyphomicrobium","turneriella",1,"Aw"
"Genus","hyphomicrobium","rhizobium",1,"Cwb"
"Genus","hyphomicrobium","pseudonocardia",1,"Dfa"
"Genus","hyphomicrobium","opitutus",1,"EF"
"Genus","janthinobacterium","rhodoplanes",2,"Af/Csb"
"Genus","janthinobacterium","unassigned",3,"BSh/Cwb/Dwb"
"Genus","janthinobacterium","kaistobacter",1,"Cfb"
"Genus","janthinobacterium","phenylobacterium",1,"Csb"
"Genus","janthinobacterium","sphingomonas",2,"Csb/Dfc"
"Genus","janthinobacterium","pedobacter",1,"Dfa"
"Genus","janthinobacterium","methylibium",1,"Dwb"
"Genus","janthinobacterium","rhizobium",1,"Dwb"
"Genus","janthinobacterium","luteimonas",1,"Dwc"
"Genus","janthinobacterium","opitutus",1,"Dwc"
"Genus","kaistobacter","lysobacter",1,"BSh"
"Genus","kaistobacter","methylibium",1,"BSh"
"Genus","kaistobacter","phenylobacterium",1,"BSh"
"Genus","kaistobacter","mycobacterium",3,"BSh/BSk/Csa"
"Genus","kaistobacter","pseudomonas",2,"BSh/Dfb"
"Genus","kaistobacter","pedobacter",2,"BSk/Cfb"
"Genus","kaistobacter","nitrospira",1,"Cfb"
"Genus","kaistobacter","pseudonocardia",2,"Cfb/Dfc"
"Genus","kaistobacter","rhodoplanes",2,"Cfb/EF"
"Genus","kaistobacter","pilimelia",1,"Csb"
"Genus","kaistobacter","opitutus",1,"Cwb"
"Genus","kaistobacter","rhizobium",1,"Dfc"
"Genus","kaistobacter","kaistobacter",1,"Dwc"
"Genus","luteimonas","methylibium",1,"Af"
"Genus","luteimonas","rhizobium",1,"Am"
"Genus","luteimonas","rhodoplanes",2,"Am/Cfb"
"Genus","luteimonas","nitrospira",2,"Aw/Cwb"
"Genus","luteimonas","steroidobacter",1,"BSh"
"Genus","luteimonas","unassigned",2,"BWh/BWk"
"Genus","luteimonas","phenylobacterium",1,"Cfb"
"Genus","luteimonas","pseudomonas",1,"Dfc"
"Genus","luteolibacter","pedobacter",2,"Am/Cfa"
"Genus","luteolibacter","pseudomonas",2,"Am/Dfa"
"Genus","luteolibacter","rhizobium",1,"BSh"
"Genus","luteolibacter","pseudonocardia",1,"Csb"
"Genus","luteolibacter","mycobacterium",1,"Dfa"
"Genus","luteolibacter","methylibium",1,"Dfc"
"Genus","luteolibacter","opitutus",1,"EF"
"Genus","lysobacter","pilimelia",1,"Aw"
"Genus","lysobacter","rhodoplanes",1,"Aw"
"Genus","lysobacter","mycobacterium",1,"BSh"
"Genus","lysobacter","pedobacter",1,"BSk"
"Genus","lysobacter","pseudonocardia",1,"Csb"
"Genus","lysobacter","steroidobacter",1,"Dfb"
"Genus","lysobacter","unassigned",1,"Dwb"
"Genus","lysobacter","pseudomonas",1,"ET"
"Genus","methylibium","pseudomonas",2,"BSh/ET"
"Genus","methylibium","pilimelia",1,"BSk"
"Genus","methylibium","opitutus",2,"BSk/Cwb"
"Genus","methylibium","turneriella",1,"Cfa"
"Genus","methylibium","sphingomonas",2,"Cfa/ET"
"Genus","methylibium","phenylobacterium",1,"Cwb"
"Genus","methylibium","niabella",1,"Dfb"
"Genus","methylibium","rhodoplanes",1,"Dfb"
"Genus","methylibium","pedomicrobium",1,"Dwb"
"Genus","mycobacterium","steroidobacter",2,"Af/Cfa"
"Genus","mycobacterium","pedobacter",2,"Af/Cfb"
"Genus","mycobacterium","opitutus",2,"Aw/BSk"
"Genus","mycobacterium","phenylobacterium",2,"BSk/Dfa"
"Genus","mycobacterium","unassigned",2,"BWh/Csa"
"Genus","mycobacterium","pseudonocardia",1,"Cfb"
"Genus","mycobacterium","mycobacterium",2,"Cfb/Dwc"
"Genus","mycobacterium","pilimelia",1,"Dwc"
"Genus","mycobacterium","rhodoplanes",1,"Dwc"
"Genus","niabella","pedobacter",1,"BSh"
"Genus","niabella","pedomicrobium",1,"Cfb"
"Genus","niabella","turneriella",1,"Csb"
"Genus","niabella","unassigned",1,"Dwc"
"Genus","niabella","rhizobium",1,"ET"
"Genus","nitrospira","pseudonocardia",1,"Cfa"
"Genus","nitrospira","unassigned",2,"Cfa/Cfb"
"Genus","nitrospira","steroidobacter",1,"Cfb"
"Genus","nitrospira","turneriella",1,"Cfb"
"Genus","opitutus","phenylobacterium",2,"Aw/BSk"
"Genus","opitutus","rhodoplanes",2,"Aw/Dfa"
"Genus","opitutus","steroidobacter",1,"BSk"
"Genus","opitutus","unassigned",1,"BWk"
"Genus","opitutus","rhizobium",2,"Csa/Dwb"
"Genus","opitutus","pedobacter",1,"Dfb"
"Genus","pedobacter","unassigned",2,"Aw/BSk"
"Genus","pedobacter","pilimelia",1,"BWh"
"Genus","pedobacter","pedobacter",1,"Dfa"
"Genus","pedobacter","pseudomonas",1,"Dfa"
"Genus","pedobacter","rhizobium",2,"Dfa/Dfb"
"Genus","pedobacter","phenylobacterium",1,"Dfb"
"Genus","pedobacter","rhodoplanes",1,"Dfb"
"Genus","pedobacter","sphingomonas",1,"Dwc"
"Genus","pedomicrobium","unassigned",1,"BSk"
"Genus","pedomicrobium","pseudonocardia",1,"Dfa"
"Genus","pedomicrobium","pilimelia",1,"ET"
"Genus","pedomicrobium","rhodoplanes",1,"ET"
"Genus","phenylobacterium","unassigned",1,"BWh"
"Genus","phenylobacterium","steroidobacter",1,"Dwc"
"Genus","pilimelia","unassigned",1,"BWh"
"Genus","pilimelia","steroidobacter",2,"Cfa/Dwb"
"Genus","pilimelia","pseudonocardia",2,"Dfa/Dwc"
"Genus","pilimelia","rhodoplanes",2,"Dfa/ET"
"Genus","planctomyces","unassigned",2,"Af/Dwb"
"Genus","planctomyces","rhodoplanes",1,"Aw"
"Genus","planctomyces","rhizobium",1,"Dfc"
"Genus","pseudomonas","pseudonocardia",1,"Am"
"Genus","pseudomonas","streptomyces",1,"Am"
"Genus","pseudomonas","turneriella",1,"Am"
"Genus","pseudomonas","rhizobium",1,"Aw"
"Genus","pseudomonas","unassigned",2,"BSh/EF"
"Genus","pseudomonas","rhodoplanes",1,"EF"
"Genus","pseudomonas","sphingomonas",1,"ET"
"Genus","pseudonocardia","streptomyces",1,"BWh"
"Genus","pseudonocardia","rhodoplanes",2,"Csa/Dfa"
"Genus","pseudonocardia","steroidobacter",1,"Dfb"
"Genus","rhizobium","rhodoplanes",2,"Csb/Dfb"
"Genus","rhizobium","sphingomonas",2,"Csb/Dfc"
"Genus","rhodoplanes","steroidobacter",2,"BSk/EF"
"Genus","rhodoplanes","turneriella",1,"Dwc"
"Genus","rhodoplanes","rhodoplanes",1,"EF"
"Genus","rhodoplanes","unassigned",1,"EF"
"Genus","rhodoplanes","sphingomonas",1,"ET"
"Genus","sphingomonas","unassigned",1,"Dfb"
"Genus","steroidobacter","unassigned",2,"Am/BWk"
"Genus","turneriella","unassigned",1,"Aw"
"Species","bowmanii","unassigned",3,"Af/Cwb/EF"
"Species","bowmanii","succinicans",2,"BSk/EF"
"Species","bowmanii","psychrolactophilus",1,"Cfb"
"Species","bowmanii","foraminis",2,"Dfc/Dwb"
"Species","cereus","unassigned",2,"BSh/Csa"
"Species","cereus","viridiflava",1,"Csb"
"Species","cereus","psychrolactophilus",1,"Dwc"
"Species","exiguus","psychrolactophilus",2,"BSh/ET"
"Species","exiguus","unassigned",2,"BWh/Cwb"
"Species","exiguus","foraminis",1,"Cfa"
"Species","exiguus","henricii",2,"Csa/Dfb"
"Species","foraminis","psychrolactophilus",1,"BSk"
"Species","foraminis","mirabilis",1,"Cfa"
"Species","foraminis","unassigned",1,"Csb"
"Species","henricii","unassigned",1,"BWk"
"Species","henricii","mirabilis",1,"Csb"
"Species","henricii","succinicans",2,"Dfa/EF"
"Species","henricii","viridiflava",1,"EF"
"Species","mirabilis","viridiflava",1,"Am"
"Species","mirabilis","unassigned",1,"BWh"
"Species","mirabilis","psychrolactophilus",1,"Dwc"
"Species","psychrolactophilus","unassigned",1,"Am"
"Species","succinicans","viridiflava",2,"Dfa/EF"
"Species","unassigned","unassigned",2,"Cfb/Dwc"
"Species","unassigned","viridiflava",1,"EF"
