"ClimateZone","level","from","to","x","n","n1","n2","pvalue","p.adj"
"Aw","Class","acidobacteriia","methylacidiphilae",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Class","acidobacteriia","pedosphaerae",2,919,49,12159,0.724415384077282,0.76387395595623
"Aw","Class","acidobacteriia","saprospirae",2,919,46,12162,0.683477693435752,0.728914594291836
"Aw","Class","acidobacteriia","solibacteres",7,919,77,12131,0.221530080901979,0.310317118117001
"Aw","Class","acidobacteriia","spartobacteria",2,919,33,12175,0.457125278973103,0.530966142851824
"Aw","Class","acidobacteriia","sphingobacteriia",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Class","acidobacteriia","thermoleophilia",5,919,45,12163,0.119421854984671,0.2010629776651
"Aw","Class","acidobacteriia","tk10",2,919,8,12200,0.0178694715411029,0.0617430248024673
"Aw","Class","actinobacteria","actinobacteria",5,919,66,12142,0.378126651823739,0.459709338628598
"Aw","Class","actinobacteria","alphaproteobacteria",11,919,169,12039,0.62647407402397,0.678938222745874
"Aw","Class","actinobacteria","bacilli",5,919,26,12182,0.0111740100094762,0.0473347142661562
"Aw","Class","actinobacteria","betaproteobacteria",3,919,46,12162,0.459389181062971,0.533038556906203
"Aw","Class","actinobacteria","chloracidobacteria",3,919,46,12162,0.459389181062971,0.533038556906203
"Aw","Class","actinobacteria","deltaproteobacteria",8,919,71,12137,0.0841120982314952,0.159117064274494
"Aw","Class","actinobacteria","gammaproteobacteria",2,919,44,12164,0.653760929518401,0.702752945518684
"Aw","Class","actinobacteria","gemmatimonadetes",3,919,28,12180,0.155763116328873,0.242075489321179
"Aw","Class","actinobacteria","nitrospira",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Class","actinobacteria","opitutae",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Class","actinobacteria","pedosphaerae",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Class","actinobacteria","phycisphaerae",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Class","actinobacteria","planctomycetia",2,919,39,12169,0.571012770039963,0.631612498326428
"Aw","Class","actinobacteria","saprospirae",2,919,40,12168,0.58850908114749,0.646679163346774
"Aw","Class","actinobacteria","solibacteres",3,919,38,12170,0.320127347600492,0.406574415559662
"Aw","Class","actinobacteria","spartobacteria",2,919,12,12196,0.0560319785320048,0.122677133609806
"Aw","Class","actinobacteria","sphingobacteriia",1,919,17,12191,0.369855494936268,0.453423903324339
"Aw","Class","actinobacteria","thermoleophilia",9,919,85,12123,0.10487860775407,0.181932289682706
"Aw","Class","actinobacteria","tk10",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Class","actinobacteria","unassigned",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Class","alphaproteobacteria","alphaproteobacteria",30,919,477,11731,0.830477637675056,0.853468232614084
"Aw","Class","alphaproteobacteria","bacilli",5,919,28,12180,0.0160843881025519,0.0578212032566607
"Aw","Class","alphaproteobacteria","betaproteobacteria",14,919,270,11938,0.917980268981654,0.929354660069619
"Aw","Class","alphaproteobacteria","c6",2,919,19,12189,0.168015384952526,0.255331914331574
"Aw","Class","alphaproteobacteria","chloracidobacteria",16,919,197,12011,0.314162554255715,0.400178075657394
"Aw","Class","alphaproteobacteria","chloroplast",1,919,19,12189,0.424406653139894,0.502522561237178
"Aw","Class","alphaproteobacteria","cytophagia",4,919,36,12172,0.130548418042011,0.214254434279813
"Aw","Class","alphaproteobacteria","da052",2,919,13,12195,0.068893475769047,0.140269731858053
"Aw","Class","alphaproteobacteria","deltaproteobacteria",18,919,263,11945,0.609172388661589,0.664334295617074
"Aw","Class","alphaproteobacteria","ellin6529",4,919,58,12150,0.445172564992476,0.52001796294727
"Aw","Class","alphaproteobacteria","fimbriimonadia",2,919,11,12197,0.0444437087105681,0.106973335680933
"Aw","Class","alphaproteobacteria","flavobacteriia",2,919,20,12188,0.187304152934134,0.27448440488009
"Aw","Class","alphaproteobacteria","gammaproteobacteria",24,919,227,11981,0.035136355491911,0.0903924638584924
"Aw","Class","alphaproteobacteria","gemmatimonadetes",8,919,116,12092,0.512914629677772,0.581503268090675
"Aw","Class","alphaproteobacteria","leptospirae",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Class","alphaproteobacteria","methylacidiphilae",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Class","alphaproteobacteria","nitrospira",2,919,61,12147,0.847852645888336,0.868059453419336
"Aw","Class","alphaproteobacteria","opitutae",4,919,39,12169,0.166719335023863,0.25426643573774
"Aw","Class","alphaproteobacteria","pauc37f",5,919,29,12179,0.0190244415278416,0.063905560537296
"Aw","Class","alphaproteobacteria","pedosphaerae",10,919,106,12102,0.173219057663109,0.258919850518222
"Aw","Class","alphaproteobacteria","phycisphaerae",2,919,32,12176,0.436873882195482,0.51349641176478
"Aw","Class","alphaproteobacteria","planctomycetia",15,919,143,12065,0.0713795194053799,0.141755490223862
"Aw","Class","alphaproteobacteria","rb25",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Class","alphaproteobacteria","saprospirae",16,919,212,11996,0.429653346512934,0.506611628443519
"Aw","Class","alphaproteobacteria","solibacteres",13,919,201,12007,0.658741892853669,0.707240571342026
"Aw","Class","alphaproteobacteria","spartobacteria",6,919,66,12142,0.226708276375003,0.316137220275343
"Aw","Class","alphaproteobacteria","sphingobacteriia",11,919,91,12117,0.0397117682501298,0.100488661563819
"Aw","Class","alphaproteobacteria","thermoleophilia",8,919,143,12065,0.758217765328171,0.793344238072188
"Aw","Class","alphaproteobacteria","tk10",1,919,22,12186,0.501297196400151,0.571012210045631
"Aw","Class","alphaproteobacteria","unassigned",3,919,39,12169,0.337659691894964,0.423325441482156
"Aw","Class","alphaproteobacteria","zetaproteobacteria",2,919,13,12195,0.068893475769047,0.140269731858053
"Aw","Class","bacilli","bacilli",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Class","bacilli","chloracidobacteria",2,919,15,12193,0.0981209518111064,0.176446221252295
"Aw","Class","bacilli","deltaproteobacteria",1,919,16,12192,0.341804220170622,0.427197113130864
"Aw","Class","bacilli","gammaproteobacteria",1,919,17,12191,0.369855494936268,0.453423903324339
"Aw","Class","bacilli","opitutae",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","bacilli","pedosphaerae",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","bacilli","saprospirae",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Class","bacilli","solibacteres",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Aw","Class","bacilli","thermoleophilia",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Class","betaproteobacteria","betaproteobacteria",6,919,124,12084,0.833866121120592,0.856158710535791
"Aw","Class","betaproteobacteria","c6",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Class","betaproteobacteria","chloracidobacteria",5,919,89,12119,0.669417444811772,0.717177655876244
"Aw","Class","betaproteobacteria","deltaproteobacteria",6,919,120,12088,0.808207740267561,0.834647249986351
"Aw","Class","betaproteobacteria","ellin6529",3,919,26,12182,0.12760772572984,0.210715828458983
"Aw","Class","betaproteobacteria","gammaproteobacteria",9,919,113,12095,0.34488063671442,0.429663685832719
"Aw","Class","betaproteobacteria","gemmatimonadetes",4,919,44,12164,0.234266883866836,0.323643632017606
"Aw","Class","betaproteobacteria","leptospirae",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Class","betaproteobacteria","methylacidiphilae",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","betaproteobacteria","nitrospira",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Class","betaproteobacteria","pauc37f",3,919,16,12192,0.0279727265228109,0.0801577621754842
"Aw","Class","betaproteobacteria","pedosphaerae",1,919,37,12171,0.778751500091412,0.810757651687924
"Aw","Class","betaproteobacteria","planctomycetia",3,919,42,12166,0.390309409226976,0.472116425172523
"Aw","Class","betaproteobacteria","saprospirae",8,919,109,12099,0.437248254830347,0.513641124216804
"Aw","Class","betaproteobacteria","solibacteres",2,919,49,12159,0.724415384077282,0.76387395595623
"Aw","Class","betaproteobacteria","sphingobacteriia",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Class","betaproteobacteria","thermoleophilia",1,919,46,12162,0.870854966917285,0.888064275838318
"Aw","Class","betaproteobacteria","unassigned",1,919,18,12190,0.397418098593855,0.478106450188552
"Aw","Class","c6","cytophagia",2,919,4,12204,0.00160546180998955,0.0153000785871388
"Aw","Class","c6","deltaproteobacteria",3,919,14,12194,0.0173465916532676,0.0605640950307214
"Aw","Class","c6","gammaproteobacteria",2,919,10,12198,0.034192528986748,0.0896848585375022
"Aw","Class","chloracidobacteria","chloracidobacteria",4,919,74,12134,0.663515204640003,0.711448789381767
"Aw","Class","chloracidobacteria","da052",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","chloracidobacteria","deltaproteobacteria",5,919,67,12141,0.391900359165931,0.473347477288242
"Aw","Class","chloracidobacteria","ellin6529",3,919,22,12186,0.0788054256679029,0.152700399329529
"Aw","Class","chloracidobacteria","gammaproteobacteria",5,919,63,12145,0.336926136678806,0.422660107335165
"Aw","Class","chloracidobacteria","gemmatimonadetes",9,919,62,12146,0.0166552603931807,0.0588780233793288
"Aw","Class","chloracidobacteria","leptospirae",2,919,2,12206,0,0
"Aw","Class","chloracidobacteria","pauc37f",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Class","chloracidobacteria","pedosphaerae",3,919,21,12187,0.0683767966882736,0.140269731858053
"Aw","Class","chloracidobacteria","planctomycetia",3,919,35,12173,0.268120272602577,0.357122319301563
"Aw","Class","chloracidobacteria","saprospirae",6,919,100,12108,0.634655879824374,0.685843114945064
"Aw","Class","chloracidobacteria","solibacteres",8,919,54,12154,0.0184515126958671,0.0624086472432453
"Aw","Class","chloracidobacteria","spartobacteria",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Class","chloracidobacteria","sphingobacteriia",3,919,29,12179,0.170635056194995,0.256044753030084
"Aw","Class","chloracidobacteria","thermoleophilia",4,919,41,12167,0.192781097835579,0.280748918673937
"Aw","Class","chloracidobacteria","tk10",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Class","chloracidobacteria","unassigned",2,919,10,12198,0.034192528986748,0.0896848585375022
"Aw","Class","chloroplast","chloroplast",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","chloroplast","deltaproteobacteria",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Class","chloroplast","phycisphaerae",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","chloroplast","saprospirae",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","cytophagia","da052",1,919,1,12207,0,0
"Aw","Class","cytophagia","deltaproteobacteria",2,919,17,12191,0.131419659428273,0.214254434279813
"Aw","Class","cytophagia","flavobacteriia",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","cytophagia","gammaproteobacteria",6,919,36,12172,0.0162776545999929,0.0578212032566607
"Aw","Class","cytophagia","nitrospira",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Class","cytophagia","pauc37f",1,919,1,12207,0,0
"Aw","Class","cytophagia","pedosphaerae",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Class","cytophagia","rb25",1,919,1,12207,0,0
"Aw","Class","cytophagia","saprospirae",2,919,18,12190,0.149354665675572,0.234410882060305
"Aw","Class","cytophagia","thermoleophilia",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","da052","flavobacteriia",1,919,1,12207,0,0
"Aw","Class","da052","pauc37f",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Class","da052","rb25",1,919,1,12207,0,0
"Aw","Class","deltaproteobacteria","deltaproteobacteria",7,919,93,12115,0.401304941074626,0.48121947898071
"Aw","Class","deltaproteobacteria","ellin6529",1,919,18,12190,0.397418098593855,0.478106450188552
"Aw","Class","deltaproteobacteria","flavobacteriia",2,919,9,12199,0.0253257401002982,0.0764727239115526
"Aw","Class","deltaproteobacteria","gammaproteobacteria",8,919,109,12099,0.437248254830347,0.513641124216804
"Aw","Class","deltaproteobacteria","gemmatimonadetes",2,919,43,12165,0.638171124350305,0.688971844074803
"Aw","Class","deltaproteobacteria","leptospirae",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","deltaproteobacteria","nitrospira",4,919,52,12156,0.353622875576961,0.43842502901791
"Aw","Class","deltaproteobacteria","opitutae",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Class","deltaproteobacteria","pauc37f",3,919,23,12185,0.0899739957226113,0.166631840078276
"Aw","Class","deltaproteobacteria","pedosphaerae",5,919,41,12167,0.0844707720920141,0.159147731211334
"Aw","Class","deltaproteobacteria","phycisphaerae",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Class","deltaproteobacteria","planctomycetia",2,919,53,12155,0.772408579203983,0.805210219411595
"Aw","Class","deltaproteobacteria","rb25",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Class","deltaproteobacteria","saprospirae",5,919,86,12122,0.636384632405155,0.687354785700436
"Aw","Class","deltaproteobacteria","solibacteres",4,919,40,12168,0.179572521525388,0.266589357140889
"Aw","Class","deltaproteobacteria","spartobacteria",1,919,35,12173,0.751686035518643,0.787696645292641
"Aw","Class","deltaproteobacteria","sphingobacteriia",2,919,27,12181,0.332326812883545,0.418480926774854
"Aw","Class","deltaproteobacteria","thermoleophilia",6,919,50,12158,0.0790749741224254,0.153151483694235
"Aw","Class","deltaproteobacteria","verrucomicrobiae",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","ellin6529","gammaproteobacteria",3,919,21,12187,0.0683767966882736,0.140269731858053
"Aw","Class","ellin6529","gemmatimonadetes",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","ellin6529","leptospirae",1,919,1,12207,0,0
"Aw","Class","ellin6529","planctomycetia",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Aw","Class","ellin6529","rb25",2,919,3,12205,0.000425305204699633,0.00517066896566994
"Aw","Class","ellin6529","sphingobacteriia",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","fimbriimonadia","gammaproteobacteria",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","fimbriimonadia","unassigned",1,919,1,12207,0,0
"Aw","Class","flavobacteriia","pauc37f",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Class","flavobacteriia","saprospirae",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Class","flavobacteriia","spartobacteria",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","flavobacteriia","sphingobacteriia",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","flavobacteriia","verrucomicrobiae",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","gammaproteobacteria","gammaproteobacteria",6,919,72,12136,0.29744418561956,0.385550951544196
"Aw","Class","gammaproteobacteria","gemmatimonadetes",1,919,22,12186,0.501297196400151,0.571012210045631
"Aw","Class","gammaproteobacteria","nitrospira",3,919,25,12183,0.114410241460121,0.195268267935418
"Aw","Class","gammaproteobacteria","pauc37f",1,919,27,12181,0.61377358118005,0.668477394871215
"Aw","Class","gammaproteobacteria","pedosphaerae",1,919,30,12178,0.671378712242777,0.718252774897341
"Aw","Class","gammaproteobacteria","phycisphaerae",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Class","gammaproteobacteria","saprospirae",10,919,72,12136,0.0181725823997346,0.0621330409008969
"Aw","Class","gammaproteobacteria","solibacteres",3,919,36,12172,0.285316754422648,0.373637622777867
"Aw","Class","gammaproteobacteria","sphingobacteriia",3,919,34,12174,0.251119920491664,0.340519592804674
"Aw","Class","gammaproteobacteria","thermoleophilia",4,919,50,12158,0.3230902910996,0.409495017264705
"Aw","Class","gammaproteobacteria","unassigned",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","gammaproteobacteria","zetaproteobacteria",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","gemmatimonadetes","gemmatimonadetes",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Class","gemmatimonadetes","nitrospira",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Class","gemmatimonadetes","pauc37f",2,919,8,12200,0.0178694715411029,0.0617430248024673
"Aw","Class","gemmatimonadetes","pedosphaerae",1,919,16,12192,0.341804220170622,0.427197113130864
"Aw","Class","gemmatimonadetes","phycisphaerae",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","gemmatimonadetes","planctomycetia",4,919,19,12189,0.0114213731666017,0.0481100449686424
"Aw","Class","gemmatimonadetes","saprospirae",6,919,56,12152,0.125660670039058,0.208098564154101
"Aw","Class","gemmatimonadetes","solibacteres",9,919,39,12169,0.00047242952257287,0.00564072727954484
"Aw","Class","gemmatimonadetes","spartobacteria",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Class","leptospirae","pedosphaerae",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Class","leptospirae","planctomycetia",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Class","leptospirae","solibacteres",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Class","leptospirae","thermoleophilia",1,919,1,12207,0,0
"Aw","Class","nitrospira","nitrospira",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Class","nitrospira","pauc37f",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","nitrospira","pedosphaerae",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Class","nitrospira","saprospirae",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Class","nitrospira","thermoleophilia",2,919,15,12193,0.0981209518111064,0.176446221252295
"Aw","Class","nitrospira","zetaproteobacteria",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","opitutae","phycisphaerae",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","opitutae","planctomycetia",3,919,13,12195,0.0131603210751974,0.0534098895924829
"Aw","Class","opitutae","sphingobacteriia",1,919,19,12189,0.424406653139894,0.502522561237178
"Aw","Class","opitutae","thermoleophilia",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","opitutae","unassigned",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","pauc37f","pedosphaerae",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Aw","Class","pauc37f","planctomycetia",2,919,6,12202,0.00715408133177231,0.0349484840674035
"Aw","Class","pauc37f","saprospirae",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Class","pauc37f","solibacteres",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","pauc37f","spartobacteria",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Class","pauc37f","thermoleophilia",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","pedosphaerae","pedosphaerae",1,919,18,12190,0.397418098593855,0.478106450188552
"Aw","Class","pedosphaerae","saprospirae",3,919,27,12181,0.141406050545998,0.226761213248095
"Aw","Class","pedosphaerae","solibacteres",3,919,35,12173,0.268120272602577,0.357122319301563
"Aw","Class","pedosphaerae","spartobacteria",1,919,19,12189,0.424406653139894,0.502522561237178
"Aw","Class","pedosphaerae","sphingobacteriia",1,919,16,12192,0.341804220170622,0.427197113130864
"Aw","Class","pedosphaerae","thermoleophilia",2,919,18,12190,0.149354665675572,0.234410882060305
"Aw","Class","pedosphaerae","verrucomicrobiae",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","pedosphaerae","zetaproteobacteria",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Class","phycisphaerae","saprospirae",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","phycisphaerae","solibacteres",2,919,12,12196,0.0560319785320048,0.122677133609806
"Aw","Class","phycisphaerae","sphingobacteriia",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Class","phycisphaerae","thermoleophilia",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Class","planctomycetia","planctomycetia",7,919,63,12145,0.0990278547886034,0.17731187921543
"Aw","Class","planctomycetia","saprospirae",2,919,23,12185,0.247998288510873,0.337301956172928
"Aw","Class","planctomycetia","solibacteres",5,919,37,12171,0.056088725481626,0.122785247744647
"Aw","Class","planctomycetia","sphingobacteriia",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Class","planctomycetia","thermoleophilia",1,919,23,12185,0.525420901913416,0.592137633069156
"Aw","Class","rb25","saprospirae",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","rb25","unassigned",1,919,1,12207,0,0
"Aw","Class","saprospirae","solibacteres",2,919,60,12148,0.839785653650747,0.861225395113268
"Aw","Class","saprospirae","spartobacteria",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Class","saprospirae","sphingobacteriia",1,919,38,12170,0.791289776026514,0.820684337428283
"Aw","Class","saprospirae","thermoleophilia",2,919,40,12168,0.58850908114749,0.646679163346774
"Aw","Class","saprospirae","tk10",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Class","solibacteres","solibacteres",3,919,34,12174,0.251119920491664,0.340519592804674
"Aw","Class","solibacteres","spartobacteria",3,919,19,12189,0.0498308295318197,0.112804599570334
"Aw","Class","solibacteres","sva0725",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Class","solibacteres","thermoleophilia",1,919,27,12181,0.61377358118005,0.668477394871215
"Aw","Class","spartobacteria","spartobacteria",1,919,30,12178,0.671378712242777,0.718252774897341
"Aw","Class","spartobacteria","thermoleophilia",5,919,24,12184,0.00742969296250928,0.0361571159997386
"Aw","Class","thermoleophilia","thermoleophilia",2,919,51,12157,0.749330991585969,0.785426296551059
"Aw","Class","thermoleophilia","unassigned",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Class","tk10","tk10",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","1","burkholderiales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","1","nitrospirales",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Order","1","pedosphaerales",2,919,11,12197,0.0444437087105681,0.106973335680933
"Aw","Order","1","sediment",5,919,42,12166,0.0926071769354117,0.169066421156565
"Aw","Order","107","cytophagales",2,919,4,12204,0.00160546180998955,0.0153000785871388
"Aw","Order","107","htcc2188",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","107","mnd1",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Order","107","mvs",6,919,91,12117,0.533294773648939,0.599794688743624
"Aw","Order","11","24",3,919,66,12142,0.742176308089006,0.779593817949808
"Aw","Order","15","15",1,919,24,12184,0.548743153622446,0.61286859317736
"Aw","Order","15","acidimicrobiales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","15","acidobacteriales",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Order","15","actinomycetales",2,919,21,12187,0.20712537897511,0.294595598323845
"Aw","Order","15","b97",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","15","ccu21",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Order","15","chthoniobacterales",1,919,17,12191,0.369855494936268,0.453423903324339
"Aw","Order","15","flavobacteriales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","15","iii1",26,919,456,11752,0.925588868303702,0.935841803349088
"Aw","Order","18","acidobacteriales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","18","actinomycetales",4,919,14,12194,0.00269464463002189,0.0224011654330199
"Aw","Order","18","chthoniobacterales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","18","ds",4,919,130,12078,0.971653422703113,0.976209511931542
"Aw","Order","20","32",9,919,139,12069,0.606386636194157,0.662466569580141
"Aw","Order","44","87",1,919,1,12207,0,0
"Aw","Order","44","is",3,919,77,12131,0.841193067150584,0.862406571734896
"Aw","Order","57","acidobacteriales",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Order","57","bq2",3,919,62,12146,0.696193147547387,0.740107620595691
"Aw","Order","84","burkholderiales",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Order","84","ellin6067",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","84","gaiellales",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Order","84","htcc2188",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","84","i",7,919,137,12071,0.818707420227544,0.843139652786698
"Aw","Order","87","burkholderiales",1,919,1,12207,0,0
"Aw","Order","87","kd8",6,919,65,12143,0.215517069641035,0.304530223531432
"Aw","Order","acidimicrobiales","b97",1,919,1,12207,0,0
"Aw","Order","acidimicrobiales","bacillales",1,919,1,12207,0,0
"Aw","Order","acidimicrobiales","rhizobiales",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","acidimicrobiales","saprospirales",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","acidimicrobiales","unassigned",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","acidobacteriales","acidobacteriales",5,919,41,12167,0.0844707720920141,0.159147731211334
"Aw","Order","acidobacteriales","actinomycetales",4,919,27,12181,0.0482673580369306,0.111950876721603
"Aw","Order","acidobacteriales","b07_wmsp1",2,919,8,12200,0.0178694715411029,0.0617430248024673
"Aw","Order","acidobacteriales","bacillales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","acidobacteriales","ccu21",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","acidobacteriales","chthoniobacterales",2,919,33,12175,0.457125278973103,0.530966142851824
"Aw","Order","acidobacteriales","cytophagales",2,919,6,12202,0.00715408133177231,0.0349484840674035
"Aw","Order","acidobacteriales","ellin329",2,919,20,12188,0.187304152934134,0.27448440488009
"Aw","Order","acidobacteriales","gaiellales",2,919,19,12189,0.168015384952526,0.255331914331574
"Aw","Order","acidobacteriales","htcc2188",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","acidobacteriales","leptospirales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","acidobacteriales","myxococcales",2,919,26,12182,0.31111339484604,0.397824170716823
"Aw","Order","acidobacteriales","n1423wl",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","acidobacteriales","pedosphaerales",2,919,49,12159,0.724415384077282,0.76387395595623
"Aw","Order","acidobacteriales","rb41",5,919,23,12185,0.00594366041879413,0.0318754607015639
"Aw","Order","acidobacteriales","rhizobiales",6,919,60,12148,0.16294336047203,0.250363194353595
"Aw","Order","acidobacteriales","rhodospirillales",3,919,20,12188,0.0587123663900827,0.126501773912862
"Aw","Order","acidobacteriales","saprospirales",2,919,46,12162,0.683477693435752,0.728914594291836
"Aw","Order","acidobacteriales","solibacterales",7,919,77,12131,0.221530080901979,0.310317118117001
"Aw","Order","acidobacteriales","solirubrobacterales",3,919,26,12182,0.12760772572984,0.210715828458983
"Aw","Order","acidobacteriales","sphingobacteriales",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","acidobacteriales","unassigned",5,919,67,12141,0.391900359165931,0.473347477288242
"Aw","Order","acidobacteriales","xanthomonadales",1,919,14,12194,0.284667802615946,0.373462647304415
"Aw","Order","actinomycetales","actinomycetales",5,919,66,12142,0.378126651823739,0.459709338628598
"Aw","Order","actinomycetales","b07_wmsp1",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","actinomycetales","bacillales",5,919,26,12182,0.0111740100094762,0.0473347142661562
