ClimateZone	nTaxa	Average path length	Transitivity	Modularity	Density	Run
Am	114	0.398629570792939	0.191275167785235	0.836480248617322	0.0192516689954976	11
Aw	114	0.340158240509335	0.0737704918032787	0.829669712103445	0.0186306474149977	11
BSh	114	0.572608741764635	0.151515151515152	0.86002055538325	0.0166123272783729	11
BSk	114	0.30758363915678	0.166666666666667	0.847387158945566	0.0206489675516224	11
BWh	114	0.799612473410129	0.141176470588235	0.922250366608488	0.0119546654246235	11
BWk	114	0.617940794217796	0.136363636363636	0.915484896863372	0.0102468560782487	11
Cfa	114	0.218487637899426	0.188284518828452	0.845170533764736	0.0172333488588728	11
Cfb	114	0.2909950633147	0.217665615141956	0.860820480130352	0.0214252445272473	11
Csa	114	0.275115726787581	0	0.911100941112083	0.00652072659524918	11
Csb	114	0.552310049737046	0.0494505494505495	0.835509265211272	0.0167675826734979	11
Cwb	114	0.850594925161956	0.127118644067797	0.894326000978268	0.0128861977953734	11
Dfa	114	0.259588130010439	0.129186602870813	0.824543785242696	0.015836050302748	11
Dfb	114	0.505089827270697	0.162162162162162	0.876879583596802	0.015836050302748	11
Dfc	114	0.395980127925919	0.195876288659794	0.822584689489053	0.0201832013662475	11
Dwb	114	0.546001336330853	0.0731707317073171	0.881233191049623	0.0131967085856234	11
Dwc	114	0.210322265834565	0.058252427184466	0.877174792924931	0.0130414531904984	11
EF	114	0.368472869146351	0.136363636363636	0.780487919250758	0.0260829063809967	11
ET	114	0.44614580529653	0.113013698630137	0.819552377387011	0.0203384567613725	11
Af	114	0.457227165323561	0.122950819672131	0.87109564643289	0.0194069243906226	12
Am	114	0.590176989580863	0.168	0.832227672511402	0.0186306474149977	12
Aw	114	0.443701047321164	0.129310344827586	0.825851697800281	0.0173886042539978	12
BSh	114	1.15692947720379	0.0612244897959184	0.867274397275487	0.0127309424002484	12
BSk	114	0.398085463383294	0.194945848375451	0.868230006780492	0.0189411582052476	12
BWh	114	0.737771629751495	0.126315789473684	0.905764664491969	0.0125756870051234	12
BWk	114	0.282167192728007	0.06	0.922298890833495	0.00838379133674895	12
Cfa	114	0.285854249504906	0.207142857142857	0.822516082098231	0.0226672876882472	12
Cfb	114	0.213230324576301	0.173228346456693	0.801845318377522	0.0222015215028722	12
Csa	114	0.203923763878249	0.0588235294117647	0.903755666232412	0.00884955752212389	12
Csb	114	0.706577101555676	0.10880829015544	0.862212955537252	0.0169228380686229	12
Cwb	114	0.516125860980251	0.131868131868132	0.876295300811017	0.015680794907623	12
Dfa	114	0.353091915159009	0.0201342281879195	0.827070709644163	0.0141282409563732	12
Dfb	114	0.383162736343402	0.0576923076923077	0.8830276155364	0.0152150287222481	12
Dfc	114	0.433940367192565	0.358333333333333	0.840571559560461	0.0218910107126223	12
Dwb	114	0.398199196343505	0.0810810810810811	0.903811336197883	0.0133519639807483	12
Dwc	114	0.513627509121525	0.104651162790698	0.831822039886633	0.0147492625368732	12
EF	114	0.471434046587172	0.103723404255319	0.785404726533511	0.0231330538736221	12
ET	114	0.453531570732824	0.195439739413681	0.806439674966861	0.0197174351808725	12
Af	114	0.403372151999702	0.104529616724739	0.822968752076154	0.0208042229467474	13
Am	114	0.353841065291264	0.160714285714286	0.817932974395148	0.024219841639497	13
Aw	114	0.388852103230122	0.0595238095238095	0.830255829456087	0.0190964136003726	13
BSh	114	0.776650364268599	0.142857142857143	0.887512264746995	0.0150597733271231	13
BSk	114	0.76063132224965	0.114832535885167	0.86715919607535	0.0180096258344978	13
BWh	114	0.86063160263237	0.0625	0.903569222688095	0.0125756870051234	13
BWk	114	0.366720178303789	0.142857142857143	0.914037067327123	0.0096258344977488	13
Cfa	114	0.237615360428043	0.182795698924731	0.850195856879634	0.0198726905759975	13
Cfb	114	0.402017360447428	0.185983827493261	0.825102084298008	0.0217357553174973	13
Csa	114	0.21895437077327	0	0.916175682090077	0.00791802515137401	13
Csb	114	0.287083448803745	0.121771217712177	0.830047981697836	0.0184753920198727	13
Cwb	114	0.530067078386975	0.119205298013245	0.855799641833876	0.0141282409563732	13
Dfa	114	0.230357387103647	0.0911854103343465	0.784198937965825	0.0190964136003726	13
Dfb	114	0.49884901452467	0.182432432432432	0.875830797111914	0.0147492625368732	13
Dfc	114	0.364772277551525	0.1625	0.834409297142911	0.0181648812296227	13
Dwb	114	0.53043363537855	0.0867052023121387	0.851204241960897	0.0149045179319981	13
Dwc	114	0.30624013715869	0.111524163568773	0.773605141149102	0.0172333488588728	13
EF	114	0.429357342392312	0.198795180722892	0.811380546358347	0.0263934171712467	13
ET	114	0.800565719109761	0.120603015075377	0.857811323314051	0.0183201366247477	13
Af	114	0.389554939132684	0.15929203539823	0.823526576379119	0.0214252445272473	14
Am	114	0.241067975777244	0.172413793103448	0.828309663864125	0.0211147337369974	14
Aw	114	0.297254306905721	0.167763157894737	0.838106531467168	0.0201832013662475	14
BSh	114	0.822899963912976	0.0670391061452514	0.87696589672236	0.015991305697873	14
BSk	114	0.618899423144349	0.0975609756097561	0.856265989095857	0.0194069243906226	14
BWh	114	0.81008747494628	0.161290322580645	0.90781612966516	0.0125756870051234	14
BWk	114	0.393354449645259	0.157894736842105	0.906066413640522	0.0105573668684987	14
Cfa	114	0.254293719588132	0.274553571428571	0.782834704140506	0.0217357553174973	14
Cfb	114	0.239532914672693	0.167763157894737	0.818049700368849	0.0203384567613725	14
Csa	114	0.206552071295602	0	0.93721471111678	0.00916006831237386	14
Csb	114	0.609318808358777	0.140625	0.860838473596691	0.0198726905759975	14
Cwb	114	0.675451493671003	0.177966101694915	0.870167473615703	0.0127309424002484	14
Dfa	114	0.295587939790379	0.129807692307692	0.819393431836782	0.016301816488123	14
Dfb	114	0.653594694690157	0.117073170731707	0.844679170524909	0.0170780934637479	14
Dfc	114	0.309645332676347	0.233644859813084	0.810872474058721	0.0204937121564974	14
Dwb	114	0.726855346426245	0.0703125	0.870591092338843	0.0135072193758733	14
Dwc	114	0.390979666466102	0.186440677966102	0.866294370408109	0.0147492625368732	14
EF	114	0.614191804612227	0.183673469387755	0.852474604869413	0.0206489675516224	14
ET	114	0.408646123261471	0.102272727272727	0.810990724564238	0.0197174351808725	14
Af	114	0.286587048831057	0.134920634920635	0.78119248531745	0.0223567768979972	15
Am	114	0.230390152488618	0.135593220338983	0.814290839646782	0.0214252445272473	15
Aw	114	0.27922283866817	0.123595505617978	0.780333654258588	0.0189411582052476	15
BSh	114	1.10088324573906	0.119205298013245	0.84647758736681	0.0145940071417482	15
BSk	114	0.543351549577669	0.147540983606557	0.828787148192017	0.0187859028101227	15
BWh	114	0.786791475379716	0.0697674418604651	0.890121551330077	0.0116441546343735	15
BWk	114	0.264978061949346	0.0697674418604651	0.947157146296045	0.00947057910262382	15
Cfa	114	0.202552685206344	0.234042553191489	0.858386838915031	0.0189411582052476	15
Cfb	114	0.374396732713098	0.163636363636364	0.852090627302922	0.0198726905759975	15
Csa	114	0.518214983561923	0.0434782608695652	0.892789096108705	0.00978108989287378	15
Csb	114	0.511882164975162	0.0615384615384615	0.870512758799848	0.016301816488123	15
Cwb	114	0.639607485078221	0.0283018867924528	0.878353710614118	0.0130414531904984	15
Dfa	114	0.639082193380914	0.116279069767442	0.848316753812252	0.0125756870051234	15
Dfb	114	0.841482715847415	0.161434977578475	0.847104243046827	0.0180096258344978	15
Dfc	114	0.489982570246042	0.120481927710843	0.743086711059296	0.0184753920198727	15
Dwb	114	0.747100294147406	0.0759493670886076	0.875083553385438	0.015991305697873	15
Dwc	114	0.457329503465721	0.183962264150943	0.788897904268977	0.016301816488123	15
EF	114	0.420702971618473	0.159420289855072	0.797813212048044	0.024219841639497	15
ET	114	0.400738098626701	0.134948096885813	0.810807808727837	0.0200279459711225	15
Af	114	0.386172631120183	0.196551724137931	0.842146766415889	0.0201832013662475	16
Am	114	0.388828985378576	0.0774193548387097	0.799279392665518	0.0201832013662475	16
Aw	114	0.222114772453062	0.153638814016173	0.839124110915008	0.0222015215028722	16
BSh	114	0.845092238387822	0.0634920634920635	0.867843149506963	0.016301816488123	16
BSk	114	0.282859382618075	0.12200956937799	0.809232687260089	0.0226672876882472	16
BWh	114	0.637082043818488	0.16304347826087	0.914623690905993	0.0121099208197485	16
BWk	114	0.35601893953338	0.06	0.947190362421807	0.0096258344977488	16
Cfa	114	0.365749377792686	0.227848101265823	0.798453238275009	0.0164570718832479	16
Cfb	114	0.264051478931791	0.131707317073171	0.83373684799771	0.023754075454122	16
Csa	114	0.53227530704887	0.046875	0.896086041603115	0.00931532370749884	16
Csb	114	1.11974028796134	0.0903614457831325	0.876774491464305	0.015991305697873	16
Cwb	114	0.616120821622513	0.104166666666667	0.859961329211443	0.0150597733271231	16
Dfa	114	0.619408085444522	0.13953488372093	0.857924957598071	0.0145940071417482	16
Dfb	114	0.560804473734658	0.158490566037736	0.849733993463791	0.0180096258344978	16
Dfc	114	0.311286791036361	0.183823529411765	0.813382318392318	0.0228225430833722	16
Dwb	114	0.867557403045171	0.105633802816901	0.893018867037341	0.0147492625368732	16
Dwc	114	0.207424043612946	0.136929460580913	0.845617362733978	0.0176991150442478	16
EF	114	0.635942024048294	0.16751269035533	0.842909463772459	0.023909330849247	16
ET	114	0.459771584200642	0.116731517509728	0.830985523510227	0.0183201366247477	16
Af	114	0.343123959872849	0.148051948051948	0.813238724703548	0.0222015215028722	17
Am	114	0.28251799426793	0.166204986149584	0.813538674858343	0.0220462661077472	17
Aw	114	0.282056326568496	0.111428571428571	0.794659842711749	0.0214252445272473	17
BSh	114	0.691394656714338	0.0461538461538462	0.884396851991256	0.0145940071417482	17
BSk	114	0.311476897855145	0.12037037037037	0.865003803810133	0.0206489675516224	17
BWh	114	0.648386746361457	0.0705882352941176	0.924649741438994	0.0125756870051234	17
BWk	114	0.561728728074139	0.0789473684210526	0.918683450816847	0.0116441546343735	17
Cfa	114	0.400789660613278	0.131868131868132	0.875149441364391	0.016146561092998	17
Cfb	114	0.354084061077724	0.200607902735562	0.833445587359367	0.0200279459711225	17
Csa	114	0.390885707020194	0	0.919631149753028	0.00822853594162397	17
Csb	114	0.597965096610805	0.150837988826816	0.856667023938242	0.0152150287222481	17
Cwb	114	0.352202797572408	0.024	0.903039464252178	0.0139729855612483	17
Dfa	114	0.233941821983041	0.145161290322581	0.794279610592186	0.0166123272783729	17
Dfb	114	0.561032493746697	0.0471204188481675	0.865618045188881	0.015991305697873	17
Dfc	114	0.406822348372779	0.102439024390244	0.832020457769736	0.0170780934637479	17
Dwb	114	0.675464904914631	0.055045871559633	0.902584769966023	0.0138177301661233	17
Dwc	114	0.257822621416782	0.159695817490494	0.815165566096495	0.0178543704393728	17
EF	114	0.341183057507673	0.126760563380282	0.820532367226077	0.0251513740102469	17
ET	114	0.355220786769278	0.146529562982005	0.820927811018809	0.0234435646638721	17
Af	114	0.303502337213869	0.113013698630137	0.808724520092154	0.0200279459711225	18
Am	114	0.325491411014014	0.150943396226415	0.794942226677917	0.0194069243906226	18
Aw	114	0.444567434729362	0.0933333333333333	0.824136922710402	0.0183201366247477	18
BSh	114	0.832963774634415	0.160427807486631	0.862473179318059	0.0170780934637479	18
BSk	114	0.453737478415141	0.123134328358209	0.865368209002099	0.0198726905759975	18
BWh	114	0.533540794584466	0.104651162790698	0.900885206436177	0.0117994100294985	18
BWk	114	0.340662426768141	0.0526315789473684	0.917074508857543	0.0096258344977488	18
Cfa	114	0.242361516280234	0.305172413793103	0.690606350724602	0.0226672876882472	18
Cfb	114	0.426129058785927	0.175675675675676	0.806991409387459	0.0180096258344978	18
Csa	114	0.259740197445928	0.117647058823529	0.919383973108908	0.00900481291724888	18
Csb	114	0.324076096142443	0.146739130434783	0.866367450620663	0.0149045179319981	18
Cwb	114	0.599248832882594	0.0681818181818182	0.885258249854726	0.0136624747709983	18
Dfa	114	0.240070820377346	0.158823529411765	0.797218489318961	0.0142834963514982	18
Dfb	114	0.315369005374535	0.135338345864662	0.88386544004178	0.0145940071417482	18
Dfc	114	0.353414070751657	0.142857142857143	0.870058208389042	0.0169228380686229	18
