"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Modularity","value","Dfc","Dwc",100,100,5681,0.096,0.111,"ns"
"Modularity","value","Dfc","EF",100,100,7773,1.25e-11,2.18e-11,"****"
"Modularity","value","Dfc","ET",100,100,6247,0.002,0.003,"**"
"Modularity","value","Dwb","Dwc",100,100,8973,2.83e-22,6.91e-22,"****"
"Modularity","value","Dwb","EF",100,100,9739,5.33e-31,2.17e-30,"****"
"Modularity","value","Dwb","ET",100,100,9260,2.29e-25,6.32e-25,"****"
"Modularity","value","Dwc","EF",100,100,7180,1.01e-07,1.56e-07,"****"
"Modularity","value","Dwc","ET",100,100,5480,0.241,0.261,"ns"
"Modularity","value","EF","ET",100,100,3099,3.42e-06,5e-06,"****"
"Transitivity","value","Af","Am",100,100,5988,0.016,0.02,"*"
"Transitivity","value","Af","Aw",100,100,6546,0.000159,0.000234,"***"
"Transitivity","value","Af","BSh",100,100,7453,2.07e-09,4.6e-09,"****"
"Transitivity","value","Af","BSk",100,100,5248,0.545,0.579,"ns"
"Transitivity","value","Af","BWh",100,100,6122,0.006,0.008,"**"
"Transitivity","value","Af","BWk",100,100,8353,2.5e-16,9.72e-16,"****"
"Transitivity","value","Af","Cfa",100,100,1910,4.39e-14,1.36e-13,"****"
"Transitivity","value","Af","Cfb",100,100,2636,7.7e-09,1.59e-08,"****"
"Transitivity","value","Af","Csa",100,100,9127.5,5.26e-24,5.62e-23,"****"
"Transitivity","value","Af","Csb",100,100,6872.5,4.78e-06,8.26e-06,"****"
"Transitivity","value","Af","Cwb",100,100,6710,2.95e-05,4.59e-05,"****"
"Transitivity","value","Af","Dfa",100,100,5259.5,0.527,0.563,"ns"
"Transitivity","value","Af","Dfb",100,100,7438,2.59e-09,5.61e-09,"****"
"Transitivity","value","Af","Dfc",100,100,3185.5,9.32e-06,1.55e-05,"****"
"Transitivity","value","Af","Dwb",100,100,7513.5,8.24e-10,1.88e-09,"****"
"Transitivity","value","Af","Dwc",100,100,4837,0.691,0.72,"ns"
"Transitivity","value","Af","EF",100,100,2936.5,4.64e-07,8.92e-07,"****"
"Transitivity","value","Af","ET",100,100,4928.5,0.862,0.883,"ns"
"Transitivity","value","Am","Aw",100,100,5698,0.088,0.102,"ns"
"Transitivity","value","Am","BSh",100,100,6762,1.68e-05,2.72e-05,"****"
"Transitivity","value","Am","BSk",100,100,4190.5,0.048,0.058,"ns"
"Transitivity","value","Am","BWh",100,100,5193,0.638,0.673,"ns"
"Transitivity","value","Am","BWk",100,100,7883.5,1.82e-12,5.19e-12,"****"
"Transitivity","value","Am","Cfa",100,100,1417.5,2.09e-18,1.02e-17,"****"
"Transitivity","value","Am","Cfb",100,100,1781.5,3.75e-15,1.34e-14,"****"
"Transitivity","value","Am","Csa",100,100,8933,6.05e-22,4.5e-21,"****"
"Transitivity","value","Am","Csb",100,100,6015,0.013,0.017,"*"
"Transitivity","value","Am","Cwb",100,100,5953.5,0.02,0.025,"*"
"Transitivity","value","Am","Dfa",100,100,4400.5,0.143,0.162,"ns"
"Transitivity","value","Am","Dfb",100,100,6761.5,1.69e-05,2.72e-05,"****"
"Transitivity","value","Am","Dfc",100,100,2281,3.09e-11,8.26e-11,"****"
"Transitivity","value","Am","Dwb",100,100,6867,5.1e-06,8.63e-06,"****"
"Transitivity","value","Am","Dwc",100,100,3928.5,0.009,0.011,"*"
"Transitivity","value","Am","EF",100,100,1987,1.83e-13,5.59e-13,"****"
"Transitivity","value","Am","ET",100,100,3833,0.004,0.006,"**"
"Transitivity","value","Aw","BSh",100,100,6134.5,0.006,0.007,"**"
"Transitivity","value","Aw","BSk",100,100,3557.5,0.000426,0.000612,"***"
"Transitivity","value","Aw","BWh",100,100,4532,0.253,0.283,"ns"
"Transitivity","value","Aw","BWk",100,100,7386.5,5.46e-09,1.14e-08,"****"
"Transitivity","value","Aw","Cfa",100,100,1127.5,3.05e-21,2.17e-20,"****"
"Transitivity","value","Aw","Cfb",100,100,1402,1.49e-18,7.72e-18,"****"
"Transitivity","value","Aw","Csa",100,100,8556.5,3.13e-18,1.49e-17,"****"
"Transitivity","value","Aw","Csb",100,100,5309.5,0.45,0.487,"ns"
"Transitivity","value","Aw","Cwb",100,100,5277.5,0.499,0.537,"ns"
"Transitivity","value","Aw","Dfa",100,100,3818.5,0.004,0.005,"**"
"Transitivity","value","Aw","Dfb",100,100,6034.5,0.012,0.015,"*"
"Transitivity","value","Aw","Dfc",100,100,1895.5,3.34e-14,1.06e-13,"****"
"Transitivity","value","Aw","Dwb",100,100,6203,0.003,0.004,"**"
"Transitivity","value","Aw","Dwc",100,100,3344.5,5.26e-05,8.1e-05,"****"
"Transitivity","value","Aw","EF",100,100,1586.5,7.47e-17,3.19e-16,"****"
"Transitivity","value","Aw","ET",100,100,3261,2.16e-05,3.42e-05,"****"
"Transitivity","value","BSh","BSk",100,100,2565,2.71e-09,5.79e-09,"****"
"Transitivity","value","BSh","BWh",100,100,3471.5,0.000189,0.000276,"***"
"Transitivity","value","BSh","BWk",100,100,6366.5,0.000839,0.001,"**"
"Transitivity","value","BSh","Cfa",100,100,762,4.02e-25,6.25e-24,"****"
"Transitivity","value","BSh","Cfb",100,100,941.5,3.57e-23,3.39e-22,"****"
"Transitivity","value","BSh","Csa",100,100,7663,6.95e-11,1.8e-10,"****"
"Transitivity","value","BSh","Csb",100,100,4209.5,0.054,0.064,"ns"
"Transitivity","value","BSh","Cwb",100,100,4230.5,0.06,0.071,"ns"
"Transitivity","value","BSh","Dfa",100,100,2969,7e-07,1.3e-06,"****"
"Transitivity","value","BSh","Dfb",100,100,4881.5,0.773,0.801,"ns"
"Transitivity","value","BSh","Dfc",100,100,1274.5,8.89e-20,4.9e-19,"****"
"Transitivity","value","BSh","Dwb",100,100,5025,0.952,0.963,"ns"
"Transitivity","value","BSh","Dwc",100,100,2444.5,4.29e-10,1.03e-09,"****"
"Transitivity","value","BSh","EF",100,100,1008.5,1.82e-22,1.48e-21,"****"
"Transitivity","value","BSh","ET",100,100,2368.5,1.29e-10,3.2e-10,"****"
"Transitivity","value","BSk","BWh",100,100,5936.5,0.022,0.028,"*"
"Transitivity","value","BSk","BWk",100,100,8379.5,1.46e-16,6.09e-16,"****"
"Transitivity","value","BSk","Cfa",100,100,1622,1.55e-16,6.31e-16,"****"
"Transitivity","value","BSk","Cfb",100,100,2147,3.17e-12,8.89e-12,"****"
"Transitivity","value","BSk","Csa",100,100,9219,5.22e-25,7.44e-24,"****"
"Transitivity","value","BSk","Csb",100,100,6761,1.7e-05,2.72e-05,"****"
"Transitivity","value","BSk","Cwb",100,100,6599,9.39e-05,0.000141,"***"
"Transitivity","value","BSk","Dfa",100,100,4993.5,0.988,0.994,"ns"
"Transitivity","value","BSk","Dfb",100,100,7417,3.54e-09,7.47e-09,"****"
"Transitivity","value","BSk","Dfc",100,100,2756,4.21e-08,8.57e-08,"****"
"Transitivity","value","BSk","Dwb",100,100,7516,7.93e-10,1.83e-09,"****"
"Transitivity","value","BSk","Dwc",100,100,4592,0.319,0.352,"ns"
"Transitivity","value","BSk","EF",100,100,2454.5,5.02e-10,1.19e-09,"****"
"Transitivity","value","BSk","ET",100,100,4563,0.286,0.318,"ns"
"Transitivity","value","BWh","BWk",100,100,7638,1.14e-10,2.87e-10,"****"
"Transitivity","value","BWh","Cfa",100,100,1258,6.12e-20,3.61e-19,"****"
"Transitivity","value","BWh","Cfb",100,100,1633,1.94e-16,7.71e-16,"****"
"Transitivity","value","BWh","Csa",100,100,8693.5,1.53e-19,8.18e-19,"****"
"Transitivity","value","BWh","Csb",100,100,5797,0.052,0.062,"ns"
"Transitivity","value","BWh","Cwb",100,100,5703.5,0.086,0.1,"ns"
"Transitivity","value","BWh","Dfa",100,100,4187,0.047,0.058,"ns"
"Transitivity","value","BWh","Dfb",100,100,6447,0.000409,0.000593,"***"
"Transitivity","value","BWh","Dfc",100,100,2177.5,5.37e-12,1.48e-11,"****"
"Transitivity","value","BWh","Dwb",100,100,6606.5,8.7e-05,0.000132,"***"
"Transitivity","value","BWh","Dwc",100,100,3746,0.002,0.003,"**"
"Transitivity","value","BWh","EF",100,100,1857,1.61e-14,5.4e-14,"****"
"Transitivity","value","BWh","ET",100,100,3740.5,0.002,0.003,"**"
"Transitivity","value","BWk","Cfa",100,100,474,1.91e-28,6.53e-27,"****"
"Transitivity","value","BWk","Cfb",100,100,527.5,8.13e-28,2.32e-26,"****"
"Transitivity","value","BWk","Csa",100,100,6291,0.001,0.002,"**"
"Transitivity","value","BWk","Csb",100,100,2967.5,6.78e-07,1.27e-06,"****"
"Transitivity","value","BWk","Cwb",100,100,3019,1.29e-06,2.35e-06,"****"
"Transitivity","value","BWk","Dfa",100,100,2032.5,4.08e-13,1.22e-12,"****"
"Transitivity","value","BWk","Dfb",100,100,3444,0.000143,0.000213,"***"
"Transitivity","value","BWk","Dfc",100,100,778,5.76e-25,7.58e-24,"****"
"Transitivity","value","BWk","Dwb",100,100,3659.5,0.001,0.001,"**"
"Transitivity","value","BWk","Dwc",100,100,1567.5,4.88e-17,2.14e-16,"****"
"Transitivity","value","BWk","EF",100,100,576.5,3.02e-27,7.38e-26,"****"
"Transitivity","value","BWk","ET",100,100,1490.5,9.68e-18,4.36e-17,"****"
"Transitivity","value","Cfa","Cfb",100,100,6391.5,0.000677,0.000957,"***"
"Transitivity","value","Cfa","Csa",100,100,9746,3.29e-31,2.81e-29,"****"
"Transitivity","value","Cfa","Csb",100,100,8957,4.15e-22,3.23e-21,"****"
"Transitivity","value","Cfa","Cwb",100,100,8839,6.66e-21,4.56e-20,"****"
"Transitivity","value","Cfa","Dfa",100,100,8136,1.84e-14,6.05e-14,"****"
"Transitivity","value","Cfa","Dfb",100,100,9271.5,1.7e-25,3.15e-24,"****"
"Transitivity","value","Cfa","Dfc",100,100,6726,2.49e-05,3.91e-05,"****"
"Transitivity","value","Cfa","Dwb",100,100,9268.5,1.84e-25,3.15e-24,"****"
"Transitivity","value","Cfa","Dwc",100,100,7951,5.63e-13,1.66e-12,"****"
"Transitivity","value","Cfa","EF",100,100,7041,6.17e-07,1.17e-06,"****"
"Transitivity","value","Cfa","ET",100,100,8161.5,1.13e-14,3.86e-14,"****"
"Transitivity","value","Cfb","Csa",100,100,9790,9.28e-32,1.59e-29,"****"
"Transitivity","value","Cfb","Csb",100,100,8730.5,7.95e-20,4.53e-19,"****"
"Transitivity","value","Cfb","Cwb",100,100,8542.5,4.95e-18,2.29e-17,"****"
"Transitivity","value","Cfb","Dfa",100,100,7458.5,1.9e-09,4.28e-09,"****"
"Transitivity","value","Cfb","Dfb",100,100,9115,8.88e-24,8.93e-23,"****"
"Transitivity","value","Cfb","Dfc",100,100,5568.5,0.165,0.186,"ns"
"Transitivity","value","Cfb","Dwb",100,100,9154,3.36e-24,3.83e-23,"****"
"Transitivity","value","Cfb","Dwc",100,100,7231.5,5e-08,1.01e-07,"****"
"Transitivity","value","Cfb","EF",100,100,5625.5,0.127,0.145,"ns"
"Transitivity","value","Cfb","ET",100,100,7450.5,2.15e-09,4.71e-09,"****"
"Transitivity","value","Csa","Csb",100,100,1775,2.86e-15,1.04e-14,"****"
"Transitivity","value","Csa","Cwb",100,100,1840.5,1.02e-14,3.56e-14,"****"
"Transitivity","value","Csa","Dfa",100,100,1197.5,1.29e-20,8.48e-20,"****"
"Transitivity","value","Csa","Dfb",100,100,2060.5,6.19e-13,1.79e-12,"****"
"Transitivity","value","Csa","Dfc",100,100,352.5,5.38e-30,2.3e-28,"****"
"Transitivity","value","Csa","Dwb",100,100,2333.5,6.49e-11,1.71e-10,"****"
"Transitivity","value","Csa","Dwc",100,100,810,1.09e-24,1.33e-23,"****"
"Transitivity","value","Csa","EF",100,100,280,6.92e-31,3.94e-29,"****"
"Transitivity","value","Csa","ET",100,100,716,9.81e-26,2.1e-24,"****"
"Transitivity","value","Csb","Cwb",100,100,5003,0.995,0.995,"ns"
"Transitivity","value","Csb","Dfa",100,100,3577,0.000509,0.000725,"***"
"Transitivity","value","Csb","Dfb",100,100,5721,0.078,0.092,"ns"
"Transitivity","value","Csb","Dfc",100,100,1692,6.39e-16,2.38e-15,"****"
"Transitivity","value","Csb","Dwb",100,100,5888,0.03,0.037,"*"
"Transitivity","value","Csb","Dwc",100,100,3075.5,2.59e-06,4.57e-06,"****"
"Transitivity","value","Csb","EF",100,100,1409.5,1.76e-18,8.85e-18,"****"
"Transitivity","value","Csb","ET",100,100,3032.5,1.54e-06,2.77e-06,"****"
"Transitivity","value","Cwb","Dfa",100,100,3653,0.001,0.001,"**"
"Transitivity","value","Cwb","Dfb",100,100,5673,0.1,0.115,"ns"
"Transitivity","value","Cwb","Dfc",100,100,1890.5,3.04e-14,9.81e-14,"****"
"Transitivity","value","Cwb","Dwb",100,100,5807.5,0.049,0.059,"ns"
"Transitivity","value","Cwb","Dwc",100,100,3221,1.39e-05,2.29e-05,"****"
"Transitivity","value","Cwb","EF",100,100,1648.5,2.66e-16,1.01e-15,"****"
"Transitivity","value","Cwb","ET",100,100,3147,6e-06,1.01e-05,"****"
"Transitivity","value","Dfa","Dfb",100,100,7006,9.57e-07,1.76e-06,"****"
"Transitivity","value","Dfa","Dfc",100,100,3065,2.28e-06,4.06e-06,"****"
"Transitivity","value","Dfa","Dwb",100,100,7135.5,1.82e-07,3.58e-07,"****"
"Transitivity","value","Dfa","Dwc",100,100,4650.5,0.394,0.432,"ns"
"Transitivity","value","Dfa","EF",100,100,2901,2.94e-07,5.71e-07,"****"
"Transitivity","value","Dfa","ET",100,100,4656.5,0.402,0.438,"ns"
"Transitivity","value","Dfb","Dfc",100,100,1256.5,5.93e-20,3.61e-19,"****"
"Transitivity","value","Dfb","Dwb",100,100,5190,0.643,0.675,"ns"
"Transitivity","value","Dfb","Dwc",100,100,2462.5,5.68e-10,1.33e-09,"****"
"Transitivity","value","Dfb","EF",100,100,959,5.47e-23,4.92e-22,"****"
"Transitivity","value","Dfb","ET",100,100,2355,1.04e-10,2.65e-10,"****"
"Transitivity","value","Dfc","Dwb",100,100,8775.5,2.87e-20,1.82e-19,"****"
"Transitivity","value","Dfc","Dwc",100,100,6646.5,5.77e-05,8.81e-05,"****"
"Transitivity","value","Dfc","EF",100,100,4887,0.783,0.807,"ns"
"Transitivity","value","Dfc","ET",100,100,6892.5,3.78e-06,6.6e-06,"****"
"Transitivity","value","Dwb","Dwc",100,100,2413,2.62e-10,6.4e-10,"****"
"Transitivity","value","Dwb","EF",100,100,973.5,7.79e-23,6.66e-22,"****"
"Transitivity","value","Dwb","ET",100,100,2271.5,2.64e-11,7.17e-11,"****"
"Transitivity","value","Dwc","EF",100,100,3128.5,4.84e-06,8.28e-06,"****"
"Transitivity","value","Dwc","ET",100,100,5057,0.89,0.906,"ns"
"Transitivity","value","EF","ET",100,100,7176,1.06e-07,2.11e-07,"****"
