"No. of Samples","No. of ESVs","Freq of Samples","Freq. of ESVs","cumsumFreq ESVs"
1633,3,0.381631,1.8e-05,0.998105
1634,1,0.381865,6e-06,0.998111
1636,1,0.382332,6e-06,0.998117
1638,3,0.3828,1.8e-05,0.998135
1640,3,0.383267,1.8e-05,0.998153
1642,1,0.383735,6e-06,0.998159
1648,2,0.385137,1.2e-05,0.998171
1650,2,0.385604,1.2e-05,0.998183
1651,1,0.385838,6e-06,0.998189
1653,1,0.386305,6e-06,0.998195
1654,1,0.386539,6e-06,0.998201
1655,1,0.386773,6e-06,0.998207
1657,1,0.38724,6e-06,0.998213
1663,2,0.388642,1.2e-05,0.998225
1666,1,0.389343,6e-06,0.998231
1668,1,0.389811,6e-06,0.998237
1669,3,0.390044,1.8e-05,0.998255
1670,1,0.390278,6e-06,0.998261
1672,1,0.390746,6e-06,0.998267
1673,1,0.390979,6e-06,0.998273
1675,1,0.391447,6e-06,0.998279
1677,1,0.391914,6e-06,0.998285
1679,1,0.392381,6e-06,0.998291
1683,1,0.393316,6e-06,0.998297
1684,1,0.39355,6e-06,0.998303
1687,1,0.394251,6e-06,0.998309
1689,1,0.394718,6e-06,0.998315
1690,2,0.394952,1.2e-05,0.998327
1693,2,0.395653,1.2e-05,0.998339
1696,1,0.396354,6e-06,0.998345
1698,1,0.396822,6e-06,0.998351
1702,1,0.397756,6e-06,0.998357
1704,1,0.398224,6e-06,0.998363
1705,1,0.398458,6e-06,0.998369
1708,1,0.399159,6e-06,0.998375
1709,1,0.399392,6e-06,0.998381
1711,1,0.39986,6e-06,0.998387
1715,1,0.400795,6e-06,0.998393
1717,1,0.401262,6e-06,0.998399
1718,1,0.401496,6e-06,0.998405
1719,1,0.401729,6e-06,0.998411
1720,2,0.401963,1.2e-05,0.998423
1722,2,0.40243,1.2e-05,0.998435
1725,1,0.403132,6e-06,0.998441
1731,3,0.404534,1.8e-05,0.998459
1733,1,0.405001,6e-06,0.998465
1736,1,0.405702,6e-06,0.998471
1737,1,0.405936,6e-06,0.998477
1745,1,0.407806,6e-06,0.998483
1746,1,0.408039,6e-06,0.998489
1747,1,0.408273,6e-06,0.998495
1750,1,0.408974,6e-06,0.998501
1754,1,0.409909,6e-06,0.998507
1757,1,0.41061,6e-06,0.998513
1761,1,0.411545,6e-06,0.998519
1762,1,0.411778,6e-06,0.998525
1764,1,0.412246,6e-06,0.998531
1767,1,0.412947,6e-06,0.998537
1768,3,0.413181,1.8e-05,0.998555
1771,3,0.413882,1.8e-05,0.998573
1774,1,0.414583,6e-06,0.998579
1775,1,0.414817,6e-06,0.998585
1778,1,0.415518,6e-06,0.998591
1779,2,0.415751,1.2e-05,0.998603
1780,1,0.415985,6e-06,0.998609
1782,1,0.416452,6e-06,0.998615
1784,1,0.41692,6e-06,0.998621
1788,1,0.417855,6e-06,0.998627
1792,1,0.418789,6e-06,0.998633
1793,1,0.419023,6e-06,0.998639
1794,1,0.419257,6e-06,0.998645
1796,1,0.419724,6e-06,0.998651
1797,2,0.419958,1.2e-05,0.998663
1798,1,0.420192,6e-06,0.998669
1800,2,0.420659,1.2e-05,0.998681
1804,1,0.421594,6e-06,0.998687
1807,1,0.422295,6e-06,0.998693
1808,1,0.422529,6e-06,0.998699
1810,1,0.422996,6e-06,0.998705
1815,1,0.424165,6e-06,0.998711
1816,1,0.424398,6e-06,0.998717
1818,2,0.424866,1.2e-05,0.998729
1819,2,0.425099,1.2e-05,0.998741
1822,1,0.4258,6e-06,0.998747
1823,1,0.426034,6e-06,0.998753
1825,1,0.426502,6e-06,0.998759
1831,2,0.427904,1.2e-05,0.998771
1832,1,0.428137,6e-06,0.998777
1834,1,0.428605,6e-06,0.998783
1835,1,0.428839,6e-06,0.998789
1836,1,0.429072,6e-06,0.998795
1842,1,0.430474,6e-06,0.998801
1849,1,0.43211,6e-06,0.998807
1851,1,0.432578,6e-06,0.998813
1852,1,0.432811,6e-06,0.998819
1855,1,0.433513,6e-06,0.998825
1859,1,0.434447,6e-06,0.998831
1860,1,0.434681,6e-06,0.998837
1863,1,0.435382,6e-06,0.998843
1864,1,0.435616,6e-06,0.998849
1865,1,0.435849,6e-06,0.998855
1866,1,0.436083,6e-06,0.998861
1871,2,0.437252,1.2e-05,0.998873
1873,1,0.437719,6e-06,0.998879
1874,1,0.437953,6e-06,0.998885
1879,1,0.439121,6e-06,0.998891
1885,1,0.440523,6e-06,0.998897
1892,2,0.442159,1.2e-05,0.998909
1898,2,0.443562,1.2e-05,0.998921
1901,1,0.444263,6e-06,0.998927
1902,1,0.444496,6e-06,0.998933
1905,1,0.445197,6e-06,0.998939
1908,2,0.445899,1.2e-05,0.998951
1909,1,0.446132,6e-06,0.998957
1915,2,0.447534,1.2e-05,0.998969
1916,1,0.447768,6e-06,0.998975
1917,1,0.448002,6e-06,0.998981
1918,1,0.448236,6e-06,0.998987
1919,1,0.448469,6e-06,0.998993
1921,3,0.448937,1.8e-05,0.999011
1928,1,0.450573,6e-06,0.999017
1939,1,0.453143,6e-06,0.999023
1947,1,0.455013,6e-06,0.999029
1949,1,0.45548,6e-06,0.999035
1951,2,0.455948,1.2e-05,0.999047
1958,1,0.457584,6e-06,0.999053
1959,1,0.457817,6e-06,0.999059
1963,1,0.458752,6e-06,0.999065
1969,1,0.460154,6e-06,0.999071
1972,1,0.460855,6e-06,0.999077
1976,1,0.46179,6e-06,0.999083
1979,1,0.462491,6e-06,0.999089
1981,1,0.462959,6e-06,0.999095
1985,1,0.463893,6e-06,0.999101
1990,1,0.465062,6e-06,0.999107
1991,1,0.465296,6e-06,0.999113
1992,2,0.465529,1.2e-05,0.999125
2001,1,0.467633,6e-06,0.999131
2005,1,0.468567,6e-06,0.999137
2008,1,0.469269,6e-06,0.999143
2012,1,0.470203,6e-06,0.999149
2015,1,0.470904,6e-06,0.999155
2032,3,0.474877,1.8e-05,0.999173
2035,2,0.475578,1.2e-05,0.999185
2039,1,0.476513,6e-06,0.999191
2041,1,0.476981,6e-06,0.999197
2043,1,0.477448,6e-06,0.999203
2044,1,0.477682,6e-06,0.999209
2047,1,0.478383,6e-06,0.999215
2048,1,0.478616,6e-06,0.999221
2050,1,0.479084,6e-06,0.999227
2056,1,0.480486,6e-06,0.999233
2057,1,0.48072,6e-06,0.999239
2060,3,0.481421,1.8e-05,0.999257
2061,2,0.481655,1.2e-05,0.999269
2062,1,0.481888,6e-06,0.999275
2066,2,0.482823,1.2e-05,0.999287
2067,1,0.483057,6e-06,0.999293
2071,1,0.483992,6e-06,0.999299
2073,1,0.484459,6e-06,0.999305
2079,1,0.485861,6e-06,0.999311
2080,1,0.486095,6e-06,0.999317
2083,1,0.486796,6e-06,0.999323
2090,1,0.488432,6e-06,0.999329
2092,1,0.488899,6e-06,0.999335
2095,1,0.4896,6e-06,0.999341
2099,1,0.490535,6e-06,0.999347
2102,1,0.491236,6e-06,0.999353
2107,1,0.492405,6e-06,0.999359
2108,1,0.492638,6e-06,0.999365
2115,1,0.494274,6e-06,0.999371
2117,1,0.494742,6e-06,0.999377
2118,1,0.494975,6e-06,0.999383
2121,1,0.495677,6e-06,0.999389
2122,1,0.49591,6e-06,0.999395
2128,1,0.497312,6e-06,0.999401
2129,1,0.497546,6e-06,0.999407
2135,1,0.498948,6e-06,0.999413
2138,1,0.499649,6e-06,0.999419
2142,1,0.500584,6e-06,0.999425
2143,1,0.500818,6e-06,0.999431
2144,1,0.501052,6e-06,0.999437
2156,1,0.503856,6e-06,0.999443
2159,1,0.504557,6e-06,0.999449
2160,1,0.504791,6e-06,0.999455
2162,1,0.505258,6e-06,0.999461
2167,1,0.506427,6e-06,0.999467
2178,1,0.508997,6e-06,0.999473
2181,1,0.509699,6e-06,0.999479
2184,1,0.5104,6e-06,0.999485
2185,1,0.510633,6e-06,0.999491
2189,2,0.511568,1.2e-05,0.999503
2196,1,0.513204,6e-06,0.999509
2198,1,0.513671,6e-06,0.999515
2199,1,0.513905,6e-06,0.999521
2205,1,0.515307,6e-06,0.999527
2214,1,0.517411,6e-06,0.999533
2223,1,0.519514,6e-06,0.999539
2234,2,0.522085,1.2e-05,0.999551
2237,1,0.522786,6e-06,0.999557
2243,1,0.524188,6e-06,0.999563
2247,1,0.525123,6e-06,0.999569
2248,2,0.525356,1.2e-05,0.999581
2249,1,0.52559,6e-06,0.999587
2250,1,0.525824,6e-06,0.999593
2261,1,0.528394,6e-06,0.999599
2265,1,0.529329,6e-06,0.999605
2276,1,0.5319,6e-06,0.999611
2282,1,0.533302,6e-06,0.999617
2296,1,0.536574,6e-06,0.999623
2297,1,0.536808,6e-06,0.999629
2301,1,0.537742,6e-06,0.999635
2303,1,0.53821,6e-06,0.999641
2309,1,0.539612,6e-06,0.999647
2315,1,0.541014,6e-06,0.999653
2319,2,0.541949,1.2e-05,0.999665
2321,1,0.542416,6e-06,0.999671
2324,1,0.543118,6e-06,0.999677
2325,1,0.543351,6e-06,0.999683
2328,1,0.544052,6e-06,0.999689
2330,1,0.54452,6e-06,0.999695
2333,1,0.545221,6e-06,0.999701
2339,1,0.546623,6e-06,0.999707
2343,1,0.547558,6e-06,0.999713
2346,1,0.548259,6e-06,0.999719
2355,1,0.550362,6e-06,0.999725
2357,1,0.55083,6e-06,0.999731
2359,1,0.551297,6e-06,0.999737
2361,1,0.551764,6e-06,0.999743
2364,1,0.552466,6e-06,0.999749
2375,1,0.555036,6e-06,0.999755
2384,1,0.55714,6e-06,0.999761
2391,1,0.558775,6e-06,0.999767
2397,1,0.560178,6e-06,0.999773
2400,1,0.560879,6e-06,0.999779
2416,1,0.564618,6e-06,0.999785
2430,1,0.56789,6e-06,0.999791
2445,1,0.571395,6e-06,0.999797
2467,2,0.576537,1.2e-05,0.999809
2479,1,0.579341,6e-06,0.999815
2500,1,0.584249,6e-06,0.999821
2501,1,0.584482,6e-06,0.999827
2504,1,0.585183,6e-06,0.999833
2506,1,0.585651,6e-06,0.999839
2536,1,0.592662,6e-06,0.999845
2543,1,0.594298,6e-06,0.999851
2556,1,0.597336,6e-06,0.999857
2579,1,0.602711,6e-06,0.999863
2595,1,0.60645,6e-06,0.999869
2596,1,0.606684,6e-06,0.999875
2604,1,0.608553,6e-06,0.999881
2605,1,0.608787,6e-06,0.999887
2615,1,0.611124,6e-06,0.999893
2622,1,0.61276,6e-06,0.999899
2626,1,0.613695,6e-06,0.999905
2636,1,0.616032,6e-06,0.999911
2638,1,0.616499,6e-06,0.999917
2641,1,0.6172,6e-06,0.999923
2645,1,0.618135,6e-06,0.999929
2647,1,0.618602,6e-06,0.999935
2654,1,0.620238,6e-06,0.999941
2661,1,0.621874,6e-06,0.999947
2675,1,0.625146,6e-06,0.999953
2683,1,0.627016,6e-06,0.999959
2699,1,0.630755,6e-06,0.999965
2702,1,0.631456,6e-06,0.999971
2705,1,0.632157,6e-06,0.999977
2721,1,0.635896,6e-06,0.999983
2726,1,0.637065,6e-06,0.999989
2735,1,0.639168,6e-06,0.999995
2742,1,0.640804,6e-06,1.000001
2746,1,0.641739,6e-06,1.000007
2869,1,0.670484,6e-06,1.000013
2900,1,0.677728,6e-06,1.000019
2908,2,0.679598,1.2e-05,1.000031
2911,1,0.680299,6e-06,1.000037
2994,2,0.699696,1.2e-05,1.000049
3030,2,0.708109,1.2e-05,1.000061
3060,1,0.71512,6e-06,1.000067
3063,1,0.715821,6e-06,1.000073
3088,1,0.721664,6e-06,1.000079
3099,1,0.724235,6e-06,1.000085
3123,2,0.729843,1.2e-05,1.000097
3191,1,0.745735,6e-06,1.000103
3202,1,0.748306,6e-06,1.000109
3206,1,0.74924,6e-06,1.000115
3214,1,0.75111,6e-06,1.000121
3228,1,0.754382,6e-06,1.000127
3290,1,0.768871,6e-06,1.000133
3407,1,0.796214,6e-06,1.000139
3443,1,0.804627,6e-06,1.000145
3458,1,0.808133,6e-06,1.000151
3613,1,0.844356,6e-06,1.000157
3623,1,0.846693,6e-06,1.000163
3815,1,0.891563,6e-06,1.000169
3832,1,0.895536,6e-06,1.000175
3992,1,0.932928,6e-06,1.000181
