"Cluster","level","name","N","Freq"
"2","Genus","Steroidobacter",1,0.0021
"2","Genus","Iamia",1,0.0021
"2","Genus","Paenibacillus",1,0.0021
"2","Genus","Aetherobacter",1,0.0021
"2","Genus","Pedomicrobium",1,0.0021
"2","Genus","Haliangium",1,0.0021
"2","Genus","Oryzihumus",1,0.0021
"2","Genus","Pelobacter",1,0.0021
"2","Genus","Niabella",1,0.0021
"2","Genus","Gemmatimonas",1,0.0021
"2","Genus","Bdellovibrio",1,0.0021
"2","Genus","Hyphomicrobium",1,0.0021
"2","Species","unassigned",479,0.9897
"2","Species","koreensis",1,0.0021
"2","Species","bifermentans",1,0.0021
"2","Species","succinicans",1,0.0021
"2","Species","fasciculatus",1,0.0021
"2","Species","leptocrescens",1,0.0021
"3","Kingdom","Bacteria",625,1
"3","Phylum","Proteobacteria",200,0.32
"3","Phylum","Planctomycetes",105,0.168
"3","Phylum","Actinobacteria",96,0.1536
"3","Phylum","Acidobacteria",78,0.1248
"3","Phylum","Chloroflexi",27,0.0432
"3","Phylum","Verrucomicrobia",25,0.04
"3","Phylum","Gemmatimonadetes",19,0.0304
"3","Phylum","Bacteroidetes",15,0.024
"3","Phylum","unassigned",11,0.0176
"3","Phylum","Armatimonadetes",9,0.0144
"3","Phylum","Elusimicrobia",8,0.0128
"3","Phylum","WS3",6,0.0096
"3","Phylum","Firmicutes",6,0.0096
"3","Phylum","Nitrospirae",5,0.008
"3","Phylum","AD3",5,0.008
"3","Phylum","Cyanobacteria",3,0.0048
"3","Phylum","Chlorobi",2,0.0032
"3","Phylum","TM7",1,0.0016
"3","Phylum","FCPU426",1,0.0016
"3","Phylum","Fibrobacteres",1,0.0016
"3","Phylum","Spirochaetes",1,0.0016
"3","Phylum","TM6",1,0.0016
"3","Class","Deltaproteobacteria",93,0.1488
"3","Class","Planctomycetia",66,0.1056
"3","Class","Alphaproteobacteria",53,0.0848
"3","Class","Thermoleophilia",45,0.072
"3","Class","Actinobacteria",34,0.0544
"3","Class","unassigned",34,0.0544
"3","Class","Acidobacteriia",26,0.0416
"3","Class","Betaproteobacteria",25,0.04
"3","Class","Phycisphaerae",22,0.0352
"3","Class","Solibacteres",17,0.0272
"3","Class","Gemmatimonadetes",15,0.024
"3","Class","Pedosphaerae",15,0.024
"3","Class","Acidimicrobiia",14,0.0224
"3","Class","Gammaproteobacteria",14,0.0224
"3","Class","Acidobacteria-5",10,0.016
"3","Class","TK10",9,0.0144
"3","Class","Elusimicrobia",8,0.0128
"3","Class","Fimbriimonadia",8,0.0128
"3","Class","Spartobacteria",7,0.0112
"3","Class","DA052",7,0.0112
"3","Class","Anaerolineae",7,0.0112
"3","Class","Chloracidobacteria",6,0.0096
"3","Class","Saprospirae",6,0.0096
"3","Class","Ktedonobacteria",6,0.0096
"3","Class","PRR-12",6,0.0096
"3","Class","OM190",6,0.0096
"3","Class","Sphingobacteriia",6,0.0096
"3","Class","Nitrospira",5,0.008
"3","Class","Bacilli",5,0.008
"3","Class","iii1-8",4,0.0064
"3","Class","ABS-6",4,0.0064
"3","Class","Gemm-1",3,0.0048
"3","Class","Acidobacteria-6",3,0.0048
"3","Class","Pla4",3,0.0048
"3","Class","4C0d-2",3,0.0048
"3","Class","MB-A2-108",3,0.0048
"3","Class","BD7-11",3,0.0048
"3","Class","Opitutae",3,0.0048
"3","Class","vadinHA49",2,0.0032
"3","Class","Sva0725",2,0.0032
"3","Class","Ellin6529",2,0.0032
"3","Class","Cytophagia",2,0.0032
"3","Class","Gemm-2",1,0.0016
"3","Class","SC3",1,0.0016
"3","Class","Fibrobacteria",1,0.0016
"3","Class","SJA-28",1,0.0016
"3","Class","Clostridia",1,0.0016
"3","Class","S085",1,0.0016
"3","Class","C0119",1,0.0016
"3","Class","Spirochaetes",1,0.0016
"3","Class","SJA-4",1,0.0016
"3","Class","Chthonomonadetes",1,0.0016
"3","Class","JG37-AG-4",1,0.0016
"3","Class","Chloroflexi",1,0.0016
"3","Class","TM1",1,0.0016
"3","Order","unassigned",104,0.1664
"3","Order","Myxococcales",67,0.1072
"3","Order","Gemmatales",45,0.072
"3","Order","Actinomycetales",34,0.0544
"3","Order","Gaiellales",27,0.0432
"3","Order","Acidobacteriales",26,0.0416
"3","Order","WD2101",18,0.0288
"3","Order","Pirellulales",18,0.0288
"3","Order","Solirubrobacterales",18,0.0288
"3","Order","Solibacterales",17,0.0272
"3","Order","Pedosphaerales",15,0.024
"3","Order","Acidimicrobiales",14,0.0224
"3","Order","Rhizobiales",14,0.0224
"3","Order","Syntrophobacterales",13,0.0208
"3","Order","Rhodospirillales",11,0.0176
"3","Order","Xanthomonadales",11,0.0176
"3","Order","Burkholderiales",9,0.0144
"3","Order","Fimbriimonadales",8,0.0128
"3","Order","Chthoniobacterales",7,0.0112
"3","Order","Ellin6513",7,0.0112
"3","Order","B07_WMSP1",7,0.0112
"3","Order","Saprospirales",6,0.0096
"3","Order","Sediment-1",6,0.0096
"3","Order","Caulobacterales",6,0.0096
"3","Order","Sphingobacteriales",6,0.0096
"3","Order","Nitrospirales",5,0.008
"3","Order","MND1",5,0.008
"3","Order","SBR1031",5,0.008
"3","Order","Bacillales",5,0.008
"3","Order","Bdellovibrionales",5,0.008
"3","Order","Sphingomonadales",5,0.008
"3","Order","Ellin329",4,0.0064
"3","Order","agg27",4,0.0064
"3","Order","JG30-KF-AS9",3,0.0048
"3","Order","FAC88",3,0.0048
"3","Order","SC-I-84",3,0.0048
"3","Order","Ellin5290",3,0.0048
"3","Order","IIb",3,0.0048
"3","Order","MLE1-12",3,0.0048
"3","Order","0319-7L14",3,0.0048
"3","Order","Gemmatimonadales",3,0.0048
"3","Order","Opitutales",3,0.0048
"3","Order","PK29",2,0.0032
"3","Order","Sva0725",2,0.0032
"3","Order","Ktedonobacterales",2,0.0032
"3","Order","Pla1",2,0.0032
"3","Order","CL500-15",2,0.0032
"3","Order","Planctomycetales",2,0.0032
"3","Order","32-20",2,0.0032
"3","Order","A21b",2,0.0032
"3","Order","AKYG885",2,0.0032
"3","Order","Elusimicrobiales",2,0.0032
"3","Order","Cytophagales",2,0.0032
"3","Order","RB41",2,0.0032
"3","Order","DH61",1,0.0016
"3","Order","p04_C01",1,0.0016
"3","Order","iii1-15",1,0.0016
"3","Order","N1423WL",1,0.0016
"3","Order","258ds10",1,0.0016
"3","Order","DS-18",1,0.0016
"3","Order","B97",1,0.0016
"3","Order","Rhodobacterales",1,0.0016
"3","Order","MIZ46",1,0.0016
"3","Order","Clostridiales",1,0.0016
"3","Order","CCU21",1,0.0016
"3","Order","11-24",1,0.0016
"3","Order","DS-100",1,0.0016
"3","Order","Spirochaetales",1,0.0016
"3","Order","NB1-j",1,0.0016
"3","Order","SJA-36",1,0.0016
"3","Order","Phycisphaerales",1,0.0016
"3","Order","Thermogemmatisporales",1,0.0016
"3","Order","H39",1,0.0016
"3","Order","A31",1,0.0016
"3","Order","Chthonomonadales",1,0.0016
"3","Order","Roseiflexales",1,0.0016
"3","Family","unassigned",286,0.4576
"3","Family","Gemmataceae",35,0.056
"3","Family","Gaiellaceae",24,0.0384
"3","Family","Koribacteraceae",22,0.0352
"3","Family","Pirellulaceae",18,0.0288
"3","Family","Solibacteraceae",14,0.0224
"3","Family","Polyangiaceae",12,0.0192
"3","Family","Haliangiaceae",10,0.016
"3","Family","Isosphaeraceae",10,0.016
"3","Family","Syntrophobacteraceae",10,0.016
"3","Family","Rhodospirillaceae",8,0.0128
"3","Family","Fimbriimonadaceae",8,0.0128
"3","Family","Chthoniobacteraceae",7,0.0112
"3","Family","EB1017",7,0.0112
"3","Family","Myxococcaceae",7,0.0112
"3","Family","Ellin517",7,0.0112
"3","Family","Micromonosporaceae",7,0.0112
"3","Family","Chitinophagaceae",6,0.0096
"3","Family","Hyphomicrobiaceae",6,0.0096
"3","Family","Caulobacteraceae",6,0.0096
"3","Family","Conexibacteraceae",6,0.0096
"3","Family","Burkholderiaceae",5,0.008
"3","Family","A4b",5,0.008
"3","Family","PRR-10",5,0.008
"3","Family","Bdellovibrionaceae",5,0.008
"3","Family","Sinobacteraceae",5,0.008
"3","Family","Xanthomonadaceae",5,0.008
"3","Family","Ellin515",5,0.008
"3","Family","0319-6A21",4,0.0064
"3","Family","Acidobacteriaceae",4,0.0064
"3","Family","Sphingomonadaceae",4,0.0064
"3","Family","Streptomycetaceae",3,0.0048
"3","Family","Nannocystaceae",3,0.0048
"3","Family","Mycobacteriaceae",3,0.0048
"3","Family","Acetobacteraceae",3,0.0048
"3","Family","Nocardioidaceae",3,0.0048
"3","Family","Opitutaceae",3,0.0048
"3","Family","Oxalobacteraceae",2,0.0032
"3","Family","Paenibacillaceae",2,0.0032
"3","Family","Ktedonobacteraceae",2,0.0032
"3","Family","Patulibacteraceae",2,0.0032
"3","Family","Planctomycetaceae",2,0.0032
"3","Family","EB1003",2,0.0032
"3","Family","Iamiaceae",2,0.0032
"3","Family","Cytophagaceae",2,0.0032
"3","Family","Xanthobacteraceae",1,0.0016
"3","Family","Phyllobacteriaceae",1,0.0016
"3","Family","Solirubrobacteraceae",1,0.0016
"3","Family","Actinosynnemataceae",1,0.0016
"3","Family","Hyphomonadaceae",1,0.0016
"3","Family","auto67_4W",1,0.0016
"3","Family","Rhizobiaceae",1,0.0016
"3","Family","Alicyclobacillaceae",1,0.0016
"3","Family","0319-6G20",1,0.0016
"3","Family","Comamonadaceae",1,0.0016
"3","Family","Clostridiaceae",1,0.0016
"3","Family","Ellin5301",1,0.0016
"3","Family","5B-12",1,0.0016
"3","Family","Dolo_23",1,0.0016
"3","Family","Erythrobacteraceae",1,0.0016
"3","Family","Spirochaetaceae",1,0.0016
"3","Family","AKIW874",1,0.0016
"3","Family","Ellin6075",1,0.0016
"3","Family","Frankiaceae",1,0.0016
"3","Family","Thermogemmatisporaceae",1,0.0016
"3","Family","S47",1,0.0016
"3","Family","Geodermatophilaceae",1,0.0016
"3","Family","Chthonomonadaceae",1,0.0016
"3","Family","Leptospirillaceae",1,0.0016
"3","Family","Sphingobacteriaceae",1,0.0016
"3","Family","Pseudonocardiaceae",1,0.0016
"3","Family","Kouleothrixaceae",1,0.0016
"3","Family","Bacillaceae",1,0.0016
"3","Genus","unassigned",510,0.816
"3","Genus","Gemmata",11,0.0176
"3","Genus","Candidatus Solibacter",10,0.016
"3","Genus","A17",8,0.0128
"3","Genus","Fimbriimonas",8,0.0128
"3","Genus","Candidatus Koribacter",7,0.0112
"3","Genus","DA101",5,0.008
"3","Genus","Bdellovibrio",5,0.008
"3","Genus","Burkholderia",4,0.0064
"3","Genus","Rhodoplanes",4,0.0064
"3","Genus","Pirellula",3,0.0048
"3","Genus","Kaistobacter",3,0.0048
"3","Genus","Nannocystis",3,0.0048
"3","Genus","Mycobacterium",3,0.0048
"3","Genus","Streptomyces",2,0.0032
"3","Genus","Paenibacillus",2,0.0032
"3","Genus","Phenylobacterium",2,0.0032
"3","Genus","Planctomyces",2,0.0032
"3","Genus","Chondromyces",2,0.0032
"3","Genus","Candidatus Xiphinematobacter",1,0.0016
"3","Genus","Salinispora",1,0.0016
"3","Genus","Streptacidiphilus",1,0.0016
"3","Genus","Labrys",1,0.0016
"3","Genus","Mesorhizobium",1,0.0016
"3","Genus","Actinoalloteichus",1,0.0016
"3","Genus","Corallococcus",1,0.0016
"3","Genus","Flavisolibacter",1,0.0016
"3","Genus","Telmatospirillum",1,0.0016
"3","Genus","Hyphomicrobium",1,0.0016
"3","Genus","Rhizobium",1,0.0016
"3","Genus","Alicyclobacillus",1,0.0016
"3","Genus","FFCH10602",1,0.0016
"3","Genus","Pilimelia",1,0.0016
"3","Genus","Nostocoida",1,0.0016
"3","Genus","Clostridium",1,0.0016
"3","Genus","Haliangium",1,0.0016
"3","Genus","Dactylosporangium",1,0.0016
"3","Genus","Rhodopila",1,0.0016
"3","Genus","Spirochaeta",1,0.0016
"3","Genus","Catellatospora",1,0.0016
"3","Genus","Iamia",1,0.0016
"3","Genus","Nocardioides",1,0.0016
"3","Genus","Singulisphaera",1,0.0016
"3","Genus","Pedomicrobium",1,0.0016
"3","Genus","Edaphobacter",1,0.0016
"3","Genus","Opitutus",1,0.0016
"3","Genus","Novosphingobium",1,0.0016
"3","Genus","Conexibacter",1,0.0016
"3","Genus","Bacillus",1,0.0016
"3","Genus","Chthoniobacter",1,0.0016
"3","Species","unassigned",616,0.9856
"3","Species","lanatus",1,0.0016
"3","Species","exiguus",1,0.0016
"3","Species","limicola",1,0.0016
"3","Species","globiformis",1,0.0016
"3","Species","aurantia",1,0.0016
"3","Species","bryophila",1,0.0016
"3","Species","curdlanolyticus",1,0.0016
"3","Species","cereus",1,0.0016
"3","Species","celatum",1,0.0016
"4","Kingdom","Bacteria",24,1
"4","Phylum","Proteobacteria",12,0.5
"4","Phylum","Acidobacteria",10,0.4167
"4","Phylum","Actinobacteria",2,0.0833
"4","Class","Acidobacteria-6",8,0.3333
"4","Class","Alphaproteobacteria",6,0.25
"4","Class","Deltaproteobacteria",5,0.2083
"4","Class","Acidimicrobiia",1,0.0417
"4","Class","Betaproteobacteria",1,0.0417
"4","Class","Thermoleophilia",1,0.0417
"4","Class","Sva0725",1,0.0417
"4","Class","iii1-8",1,0.0417
"4","Order","iii1-15",7,0.2917
"4","Order","Rhizobiales",4,0.1667
"4","Order","Myxococcales",3,0.125
"4","Order","Syntrophobacterales",2,0.0833
"4","Order","Acidimicrobiales",1,0.0417
"4","Order","Ellin6067",1,0.0417
"4","Order","Gaiellales",1,0.0417
"4","Order","Sva0725",1,0.0417
"4","Order","Rhodobacterales",1,0.0417
"4","Order","unassigned",1,0.0417
"4","Order","32-20",1,0.0417
"4","Order","CCU21",1,0.0417
"4","Family","unassigned",14,0.5833
"4","Family","Hyphomicrobiaceae",4,0.1667
"4","Family","Syntrophobacteraceae",2,0.0833
"4","Family","EB1017",1,0.0417
"4","Family","Haliangiaceae",1,0.0417
"4","Family","Gaiellaceae",1,0.0417
"4","Family","Hyphomonadaceae",1,0.0417
"4","Genus","unassigned",20,0.8333
"4","Genus","Rhodoplanes",2,0.0833
"4","Genus","Pedomicrobium",1,0.0417
"4","Genus","Devosia",1,0.0417
"4","Species","unassigned",24,1
"5","Kingdom","Bacteria",367,1
"5","Phylum","Proteobacteria",115,0.3134
"5","Phylum","Bacteroidetes",50,0.1362
"5","Phylum","Actinobacteria",44,0.1199
"5","Phylum","Acidobacteria",38,0.1035
"5","Phylum","Planctomycetes",23,0.0627
"5","Phylum","Verrucomicrobia",23,0.0627
"5","Phylum","Chloroflexi",18,0.049
"5","Phylum","Gemmatimonadetes",15,0.0409
"5","Phylum","unassigned",14,0.0381
"5","Phylum","Firmicutes",6,0.0163
"5","Phylum","Elusimicrobia",4,0.0109
"5","Phylum","Fibrobacteres",3,0.0082
"5","Phylum","Nitrospirae",2,0.0054
"5","Phylum","Cyanobacteria",2,0.0054
"5","Phylum","WS3",2,0.0054
"5","Phylum","FBP",2,0.0054
"5","Phylum","Chlorobi",2,0.0054
"5","Phylum","Chlamydiae",1,0.0027
"5","Phylum","TM6",1,0.0027
"5","Phylum","TM7",1,0.0027
"5","Phylum","Armatimonadetes",1,0.0027
"5","Class","Alphaproteobacteria",36,0.0981
"5","Class","Deltaproteobacteria",32,0.0872
"5","Class","Betaproteobacteria",26,0.0708
"5","Class","unassigned",26,0.0708
"5","Class","Gammaproteobacteria",16,0.0436
"5","Class","Thermoleophilia",16,0.0436
"5","Class","Acidimicrobiia",15,0.0409
"5","Class","Saprospirae",15,0.0409
"5","Class","Gemmatimonadetes",14,0.0381
"5","Class","Cytophagia",13,0.0354
"5","Class","Actinobacteria",12,0.0327
"5","Class","Planctomycetia",11,0.03
"5","Class","Sphingobacteriia",10,0.0272
"5","Class","Solibacteres",10,0.0272
"5","Class","Spartobacteria",9,0.0245
"5","Class","Pedosphaerae",9,0.0245
"5","Class","Flavobacteriia",9,0.0245
"5","Class","Phycisphaerae",8,0.0218
"5","Class","Acidobacteria-6",8,0.0218
"5","Class","Chloracidobacteria",8,0.0218
"5","Class","Acidobacteria-5",6,0.0163
"5","Class","Anaerolineae",6,0.0163
"5","Class","Elusimicrobia",4,0.0109
"5","Class","Bacilli",4,0.0109
"5","Class","TK10",4,0.0109
"5","Class","Fibrobacteria",3,0.0082
"5","Class","Verrucomicrobiae",3,0.0082
"5","Class","Ellin6529",2,0.0054
"5","Class","vadinHA49",2,0.0054
"5","Class","Nitrospira",2,0.0054
"5","Class","Clostridia",2,0.0054
"5","Class","P2-11E",2,0.0054
"5","Class","Sva0725",2,0.0054
"5","Class","PRR-12",2,0.0054
"5","Class","S085",2,0.0054
"5","Class","Acidobacteriia",2,0.0054
"5","Class","Opitutae",2,0.0054
"5","Class","SJA-28",2,0.0054
"5","Class","Chloroflexi",1,0.0027
"5","Class","C0119",1,0.0027
"5","Class","Nostocophycideae",1,0.0027
"5","Class","Gemm-1",1,0.0027
"5","Class","Pla4",1,0.0027
"5","Class","4C0d-2",1,0.0027
"5","Class","Chlamydiia",1,0.0027
"5","Class","OM190",1,0.0027
"5","Class","SJA-4",1,0.0027
"5","Class","SC3",1,0.0027
"5","Class","RB25",1,0.0027
"5","Class","Chthonomonadetes",1,0.0027
"5","Order","unassigned",75,0.2044
"5","Order","Acidimicrobiales",15,0.0409
"5","Order","Myxococcales",15,0.0409
"5","Order","Saprospirales",15,0.0409
"5","Order","Cytophagales",13,0.0354
"5","Order","Actinomycetales",12,0.0327
"5","Order","Sphingobacteriales",10,0.0272
"5","Order","Solirubrobacterales",10,0.0272
"5","Order","Solibacterales",10,0.0272
"5","Order","Chthoniobacterales",9,0.0245
"5","Order","Rhizobiales",9,0.0245
"5","Order","Pedosphaerales",9,0.0245
"5","Order","Flavobacteriales",9,0.0245
"5","Order","Burkholderiales",8,0.0218
"5","Order","SC-I-84",8,0.0218
"5","Order","Rhodospirillales",7,0.0191
"5","Order","Xanthomonadales",7,0.0191
"5","Order","Pirellulales",7,0.0191
"5","Order","Gaiellales",6,0.0163
"5","Order","Caulobacterales",6,0.0163
"5","Order","Sphingomonadales",6,0.0163
"5","Order","WD2101",6,0.0163
"5","Order","RB41",6,0.0163
"5","Order","Legionellales",5,0.0136
"5","Order","Ellin5290",5,0.0136
"5","Order","MIZ46",4,0.0109
"5","Order","AKYG885",4,0.0109
"5","Order","SBR1031",3,0.0082
"5","Order","iii1-15",3,0.0082
"5","Order","258ds10",3,0.0082
"5","Order","Bacillales",3,0.0082
"5","Order","FAC88",3,0.0082
"5","Order","C114",3,0.0082
"5","Order","Verrucomicrobiales",3,0.0082
"5","Order","CCU21",3,0.0082
"5","Order","p04_C01",2,0.0054
"5","Order","Nitrospirales",2,0.0054
"5","Order","Bdellovibrionales",2,0.0054
"5","Order","Gemmatales",2,0.0054
"5","Order","Clostridiales",2,0.0054
"5","Order","Ellin329",2,0.0054
"5","Order","A21b",2,0.0054
"5","Order","Planctomycetales",2,0.0054
"5","Order","Sva0725",2,0.0054
"5","Order","Sediment-1",2,0.0054
"5","Order","Ellin6067",2,0.0054
"5","Order","Acidobacteriales",2,0.0054
"5","Order","Gemmatimonadales",2,0.0054
"5","Order","Pseudomonadales",2,0.0054
"5","Order","IIb",1,0.0027
"5","Order","Roseiflexales",1,0.0027
"5","Order","Turicibacterales",1,0.0027
"5","Order","Nostocales",1,0.0027
"5","Order","Rhodobacterales",1,0.0027
"5","Order","S-70",1,0.0027
"5","Order","SM1D11",1,0.0027
"5","Order","Chlamydiales",1,0.0027
"5","Order","KD8-87",1,0.0027
"5","Order","Syntrophobacterales",1,0.0027
"5","Order","agg27",1,0.0027
"5","Order","IS-44",1,0.0027
"5","Order","DS-100",1,0.0027
"5","Order","Opitutales",1,0.0027
"5","Order","PK29",1,0.0027
"5","Order","MND1",1,0.0027
"5","Order","SJA-22",1,0.0027
"5","Order","Cerasicoccales",1,0.0027
"5","Order","H39",1,0.0027
"5","Family","unassigned",179,0.4877
"5","Family","Chitinophagaceae",11,0.03
"5","Family","Cytophagaceae",11,0.03
"5","Family","Chthoniobacteraceae",9,0.0245
"5","Family","Flavobacteriaceae",7,0.0191
"5","Family","Pirellulaceae",7,0.0191
"5","Family","Caulobacteraceae",6,0.0163
"5","Family","Xanthomonadaceae",5,0.0136
"5","Family","Coxiellaceae",5,0.0136
"5","Family","Gaiellaceae",5,0.0136
"5","Family","Solibacteraceae",5,0.0136
"5","Family","Comamonadaceae",5,0.0136
"5","Family","Haliangiaceae",5,0.0136
"5","Family","Sphingomonadaceae",4,0.0109
"5","Family","EB1017",4,0.0109
"5","Family","Rhodospirillaceae",3,0.0082
"5","Family","C111",3,0.0082
"5","Family","Microbacteriaceae",3,0.0082
"5","Family","Hyphomicrobiaceae",3,0.0082
"5","Family","auto67_4W",3,0.0082
"5","Family","Pseudonocardiaceae",3,0.0082
"5","Family","Acetobacteraceae",3,0.0082
"5","Family","Saprospiraceae",3,0.0082
"5","Family","Verrucomicrobiaceae",3,0.0082
"5","Family","Ellin6075",3,0.0082
"5","Family","Oxalobacteraceae",2,0.0054
"5","Family","RB40",2,0.0054
"5","Family","Nitrospiraceae",2,0.0054
"5","Family","Sinobacteraceae",2,0.0054
"5","Family","Flammeovirgaceae",2,0.0054
"5","Family","Clostridiaceae",2,0.0054
"5","Family","Erythrobacteraceae",2,0.0054
"5","Family","Sphingobacteriaceae",2,0.0054
"5","Family","Dolo_23",2,0.0054
"5","Family","EB1003",2,0.0054
"5","Family","Planctomycetaceae",2,0.0054
"5","Family","Ellin517",2,0.0054
"5","Family","PRR-10",2,0.0054
"5","Family","Acidobacteriaceae",2,0.0054
"5","Family","5B-12",2,0.0054
"5","Family","A4b",2,0.0054
"5","Family","Patulibacteraceae",1,0.0027
"5","Family","oc28",1,0.0027
"5","Family","Weeksellaceae",1,0.0027
"5","Family","OM27",1,0.0027
"5","Family","Myxococcaceae",1,0.0027
"5","Family","Cryomorphaceae",1,0.0027
"5","Family","R4-41B",1,0.0027
"5","Family","Bacteriovoracaceae",1,0.0027
"5","Family","Gemmataceae",1,0.0027
"5","Family","Nocardiaceae",1,0.0027
"5","Family","Bacillaceae",1,0.0027
"5","Family","Kouleothrixaceae",1,0.0027
"5","Family","Isosphaeraceae",1,0.0027
"5","Family","Bradyrhizobiaceae",1,0.0027
"5","Family","Turicibacteraceae",1,0.0027
"5","Family","Conexibacteraceae",1,0.0027
"5","Family","Nostocaceae",1,0.0027
"5","Family","Frankiaceae",1,0.0027
"5","Family","Hyphomonadaceae",1,0.0027
"5","Family","Nakamurellaceae",1,0.0027
"5","Family","Alicyclobacillaceae",1,0.0027
"5","Family","Bdellovibrionaceae",1,0.0027
"5","Family","Syntrophobacteraceae",1,0.0027
"5","Family","Paenibacillaceae",1,0.0027
"5","Family","Beijerinckiaceae",1,0.0027
"5","Family","Iamiaceae",1,0.0027
"5","Family","Opitutaceae",1,0.0027
"5","Family","Gemmatimonadaceae",1,0.0027
"5","Family","Moraxellaceae",1,0.0027
"5","Family","Nocardioidaceae",1,0.0027
"5","Family","Intrasporangiaceae",1,0.0027
"5","Family","Rhodobiaceae",1,0.0027
"5","Family","Pseudomonadaceae",1,0.0027
"5","Family","Cerasicoccaceae",1,0.0027
"5","Family","Ellin5301",1,0.0027
"5","Family","Solirubrobacteraceae",1,0.0027
"5","Family","Alcaligenaceae",1,0.0027
"5","Genus","unassigned",286,0.7793
"5","Genus","Flavobacterium",7,0.0191
"5","Genus","DA101",5,0.0136
"5","Genus","Candidatus Solibacter",4,0.0109
"5","Genus","Pirellula",4,0.0109
"5","Genus","Pseudonocardia",3,0.0082
"5","Genus","Dyadobacter",3,0.0082
"5","Genus","Janthinobacterium",2,0.0054
"5","Genus","Dokdonella",2,0.0054
"5","Genus","Rhodoplanes",2,0.0054
"5","Genus","Nitrospira",2,0.0054
"5","Genus","Cytophaga",2,0.0054
"5","Genus","Roseivirga",2,0.0054
"5","Genus","Luteolibacter",2,0.0054
"5","Genus","Planctomyces",2,0.0054
"5","Genus","Aquicella",2,0.0054
"5","Genus","Phenylobacterium",2,0.0054
"5","Genus","Microbacterium",1,0.0027
"5","Genus","Chryseobacterium",1,0.0027
"5","Genus","Asticcacaulis",1,0.0027
"5","Genus","Peredibacter",1,0.0027
"5","Genus","Gemmata",1,0.0027
"5","Genus","Rhodococcus",1,0.0027
"5","Genus","Bacillus",1,0.0027
"5","Genus","Bosea",1,0.0027
"5","Genus","Turicibacter",1,0.0027
"5","Genus","Nostoc",1,0.0027
"5","Genus","Stenotrophomonas",1,0.0027
"5","Genus","Pedobacter",1,0.0027
"5","Genus","Alicyclobacillus",1,0.0027
"5","Genus","Bdellovibrio",1,0.0027
"5","Genus","Clostridium",1,0.0027
"5","Genus","Chthoniobacter",1,0.0027
"5","Genus","Ellin506",1,0.0027
"5","Genus","Sphingobium",1,0.0027
"5","Genus","Paenibacillus",1,0.0027
"5","Genus","Caulobacter",1,0.0027
"5","Genus","Methylibium",1,0.0027
"5","Genus","Hylemonella",1,0.0027
"5","Genus","Kaistobacter",1,0.0027
"5","Genus","Iamia",1,0.0027
"5","Genus","Novosphingobium",1,0.0027
"5","Genus","Edaphobacter",1,0.0027
"5","Genus","Paucibacter",1,0.0027
"5","Genus","Rickettsiella",1,0.0027
"5","Genus","Gemmatimonas",1,0.0027
"5","Genus","Phycicoccus",1,0.0027
"5","Genus","Afifella",1,0.0027
"5","Genus","Pseudomonas",1,0.0027
"5","Genus","Mycoplana",1,0.0027
"5","Genus","Emticicia",1,0.0027
"5","Genus","Achromobacter",1,0.0027
"5","Species","unassigned",356,0.97
"5","Species","succinicans",3,0.0082
"5","Species","biprosthecium",1,0.0027
"5","Species","starrii",1,0.0027
"5","Species","thermoamylovorans",1,0.0027
"5","Species","genosp.",1,0.0027
"5","Species","cryoconitis",1,0.0027
"5","Species","henricii",1,0.0027
"5","Species","modestum",1,0.0027
"5","Species","viridiflava",1,0.0027
"6","Kingdom","Bacteria",739,1
"6","Phylum","Proteobacteria",217,0.2936
"6","Phylum","Acidobacteria",128,0.1732
"6","Phylum","Actinobacteria",89,0.1204
"6","Phylum","Verrucomicrobia",56,0.0758
"6","Phylum","Bacteroidetes",52,0.0704
"6","Phylum","Planctomycetes",29,0.0392
"6","Phylum","Chloroflexi",28,0.0379
"6","Phylum","Elusimicrobia",21,0.0284
"6","Phylum","unassigned",20,0.0271
"6","Phylum","Gemmatimonadetes",19,0.0257
"6","Phylum","Firmicutes",14,0.0189
"6","Phylum","Chlamydiae",11,0.0149
"6","Phylum","Armatimonadetes",11,0.0149
"6","Phylum","AD3",8,0.0108
"6","Phylum","Chlorobi",6,0.0081
"6","Phylum","TM6",4,0.0054
"6","Phylum","Cyanobacteria",4,0.0054
"6","Phylum","FBP",4,0.0054
"6","Phylum","Fibrobacteres",3,0.0041
"6","Phylum","TM7",3,0.0041
"6","Phylum","OD1",3,0.0041
"6","Phylum","WPS-2",2,0.0027
"6","Phylum","FCPU426",2,0.0027
"6","Phylum","Spirochaetes",1,0.0014
"6","Phylum","WS3",1,0.0014
"6","Phylum","BRC1",1,0.0014
"6","Phylum","Nitrospirae",1,0.0014
"6","Phylum","OP3",1,0.0014
"6","Class","Alphaproteobacteria",89,0.1204
"6","Class","Deltaproteobacteria",74,0.1001
"6","Class","unassigned",60,0.0812
"6","Class","Acidobacteriia",45,0.0609
"6","Class","Solibacteres",37,0.0501
"6","Class","Thermoleophilia",31,0.0419
"6","Class","Actinobacteria",29,0.0392
"6","Class","Acidimicrobiia",25,0.0338
"6","Class","Gammaproteobacteria",22,0.0298
"6","Class","Betaproteobacteria",21,0.0284
"6","Class","Elusimicrobia",21,0.0284
"6","Class","Pedosphaerae",20,0.0271
"6","Class","Sphingobacteriia",19,0.0257
