"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Transitivity","value","Aw","Cfb",100,100,8797,1.75e-20,3.34e-20,"****"
"Transitivity","value","Aw","Csa",100,100,53,1.25e-33,2.92e-33,"****"
"Transitivity","value","Aw","Csb",100,100,8146,1.52e-14,2.46e-14,"****"
"Transitivity","value","Aw","Dfa",100,100,8225,3.31e-15,5.52e-15,"****"
"Transitivity","value","Aw","Dfb",100,100,8407,8.55e-17,1.55e-16,"****"
"Transitivity","value","Aw","Dfc",100,100,7721,2.99e-11,4.42e-11,"****"
"Transitivity","value","Aw","Dwb",100,100,3559,0.000432,0.000547,"***"
"Transitivity","value","Aw","Dwc",100,100,5093,0.821,0.821,"ns"
"Transitivity","value","Aw","EF",100,100,11,3.56e-34,9.92e-34,"****"
"Transitivity","value","Aw","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Cfa",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Cfb",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Csa",100,100,9985,4.02e-34,1.03e-33,"****"
"Transitivity","value","BSk","Csb",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Dfa",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Dfb",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Dfc",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Dwb",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","Dwc",100,100,10000,2.56e-34,8.95e-34,"****"
"Transitivity","value","BSk","EF",100,100,9828,4.12e-32,9.01e-32,"****"
"Transitivity","value","BSk","ET",100,100,1898,3.5e-14,5.57e-14,"****"
"Transitivity","value","Cfa","Cfb",100,100,5365,0.373,0.392,"ns"
"Transitivity","value","Cfa","Csa",100,100,6,3.07e-34,8.95e-34,"****"
"Transitivity","value","Cfa","Csb",100,100,4517,0.238,0.255,"ns"
"Transitivity","value","Cfa","Dfa",100,100,4673,0.425,0.442,"ns"
"Transitivity","value","Cfa","Dfb",100,100,5615,0.133,0.147,"ns"
"Transitivity","value","Cfa","Dfc",100,100,4053,0.021,0.024,"*"
"Transitivity","value","Cfa","Dwb",100,100,1079,9.77e-22,2.01e-21,"****"
"Transitivity","value","Cfa","Dwc",100,100,1670,4.11e-16,7.19e-16,"****"
"Transitivity","value","Cfa","EF",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Cfa","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Cfb","Csa",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Cfb","Csb",100,100,4139,0.035,0.041,"*"
"Transitivity","value","Cfb","Dfa",100,100,4269,0.074,0.084,"ns"
"Transitivity","value","Cfb","Dfb",100,100,5322,0.432,0.445,"ns"
"Transitivity","value","Cfb","Dfc",100,100,3640.5,0.000898,0.001,"**"
"Transitivity","value","Cfb","Dwb",100,100,671.5,3.89e-26,8.34e-26,"****"
"Transitivity","value","Cfb","Dwc",100,100,1158,6.22e-21,1.23e-20,"****"
"Transitivity","value","Cfb","EF",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Cfb","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Csa","Csb",100,100,9988,3.67e-34,9.92e-34,"****"
"Transitivity","value","Csa","Dfa",100,100,9996,2.89e-34,8.95e-34,"****"
"Transitivity","value","Csa","Dfb",100,100,9987,3.78e-34,9.92e-34,"****"
"Transitivity","value","Csa","Dfc",100,100,9987,3.78e-34,9.92e-34,"****"
"Transitivity","value","Csa","Dwb",100,100,9888,7.14e-33,1.6e-32,"****"
"Transitivity","value","Csa","Dwc",100,100,9968,6.68e-34,1.59e-33,"****"
"Transitivity","value","Csa","EF",100,100,2419,2.88e-10,4.14e-10,"****"
"Transitivity","value","Csa","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Csb","Dfa",100,100,5145,0.724,0.738,"ns"
"Transitivity","value","Csb","Dfb",100,100,6049,0.01,0.012,"*"
"Transitivity","value","Csb","Dfc",100,100,4483,0.207,0.224,"ns"
"Transitivity","value","Csb","Dwb",100,100,1164,7.14e-21,1.39e-20,"****"
"Transitivity","value","Csb","Dwc",100,100,1832,9.99e-15,1.64e-14,"****"
"Transitivity","value","Csb","EF",100,100,1,2.64e-34,8.95e-34,"****"
"Transitivity","value","Csb","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Dfa","Dfb",100,100,5876,0.032,0.038,"*"
"Transitivity","value","Dfa","Dfc",100,100,4354,0.115,0.128,"ns"
"Transitivity","value","Dfa","Dwb",100,100,1071,8.08e-22,1.7e-21,"****"
"Transitivity","value","Dfa","Dwc",100,100,1746,1.87e-15,3.17e-15,"****"
"Transitivity","value","Dfa","EF",100,100,1,2.64e-34,8.95e-34,"****"
"Transitivity","value","Dfa","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Dfb","Dfc",100,100,3546,0.000383,0.00049,"***"
"Transitivity","value","Dfb","Dwb",100,100,1091,1.3e-21,2.62e-21,"****"
"Transitivity","value","Dfb","Dwc",100,100,1596,9.09e-17,1.62e-16,"****"
"Transitivity","value","Dfb","EF",100,100,3,2.8e-34,8.95e-34,"****"
"Transitivity","value","Dfb","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Dfc","Dwb",100,100,1475,7.2e-18,1.33e-17,"****"
"Transitivity","value","Dfc","Dwc",100,100,2251,1.87e-11,2.8e-11,"****"
"Transitivity","value","Dfc","EF",100,100,1,2.64e-34,8.95e-34,"****"
"Transitivity","value","Dfc","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Dwb","Dwc",100,100,6591,0.000102,0.000134,"***"
"Transitivity","value","Dwb","EF",100,100,20,4.67e-34,1.17e-33,"****"
"Transitivity","value","Dwb","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","Dwc","EF",100,100,6,3.07e-34,8.95e-34,"****"
"Transitivity","value","Dwc","ET",100,100,0,2.56e-34,8.95e-34,"****"
"Transitivity","value","EF","ET",100,100,59,1.49e-33,3.4e-33,"****"
