"Cluster","level","name","N","Freq"
"1","Genus","DA101",2,0.0093
"1","Genus","Rhodoplanes",1,0.0047
"1","Genus","Sphingobium",1,0.0047
"1","Genus","Candidatus Solibacter",1,0.0047
"1","Genus","Catellatospora",1,0.0047
"1","Genus","Steroidobacter",1,0.0047
"1","Genus","Pirellula",1,0.0047
"1","Genus","Opitutus",1,0.0047
"1","Genus","Chondromyces",1,0.0047
"1","Genus","Hyphomicrobium",1,0.0047
"1","Genus","Sediminibacterium",1,0.0047
"1","Genus","Alicyclobacillus",1,0.0047
"1","Genus","Methylibium",1,0.0047
"1","Genus","Flavobacterium",1,0.0047
"1","Genus","Pilimelia",1,0.0047
"1","Genus","Bradyrhizobium",1,0.0047
"1","Genus","Nostocoida",1,0.0047
"1","Species","unassigned",214,0.9953
"1","Species","limicola",1,0.0047
"2","Kingdom","Bacteria",287,1
"2","Phylum","Proteobacteria",90,0.3136
"2","Phylum","Acidobacteria",62,0.216
"2","Phylum","Bacteroidetes",31,0.108
"2","Phylum","Actinobacteria",31,0.108
"2","Phylum","Verrucomicrobia",28,0.0976
"2","Phylum","Gemmatimonadetes",9,0.0314
"2","Phylum","Elusimicrobia",8,0.0279
"2","Phylum","Chloroflexi",7,0.0244
"2","Phylum","Firmicutes",6,0.0209
"2","Phylum","Planctomycetes",6,0.0209
"2","Phylum","AD3",2,0.007
"2","Phylum","unassigned",2,0.007
"2","Phylum","Armatimonadetes",2,0.007
"2","Phylum","Chlorobi",1,0.0035
"2","Phylum","TM7",1,0.0035
"2","Phylum","OD1",1,0.0035
"2","Class","Alphaproteobacteria",41,0.1429
"2","Class","Deltaproteobacteria",22,0.0767
"2","Class","Solibacteres",21,0.0732
"2","Class","Acidobacteriia",21,0.0732
"2","Class","Betaproteobacteria",17,0.0592
"2","Class","Pedosphaerae",16,0.0557
"2","Class","Thermoleophilia",13,0.0453
"2","Class","Saprospirae",11,0.0383
"2","Class","unassigned",11,0.0383
"2","Class","Sphingobacteriia",11,0.0383
"2","Class","Actinobacteria",11,0.0383
"2","Class","Gemmatimonadetes",9,0.0314
"2","Class","Gammaproteobacteria",8,0.0279
"2","Class","Elusimicrobia",8,0.0279
"2","Class","Acidimicrobiia",7,0.0244
"2","Class","Chloracidobacteria",6,0.0209
"2","Class","Spartobacteria",5,0.0174
"2","Class","Acidobacteria-6",4,0.0139
"2","Class","TK10",4,0.0139
"2","Class","Bacteroidia",4,0.0139
"2","Class","Clostridia",3,0.0105
"2","Class","iii1-8",3,0.0105
"2","Class","Bacilli",3,0.0105
"2","Class","Phycisphaerae",3,0.0105
"2","Class","DA052",3,0.0105
"2","Class","Planctomycetia",3,0.0105
"2","Class","Methylacidiphilae",3,0.0105
"2","Class","Opitutae",2,0.007
"2","Class","Ellin6529",2,0.007
"2","Class","Acidobacteria-5",2,0.007
"2","Class","JG37-AG-4",1,0.0035
"2","Class","ABS-6",1,0.0035
"2","Class","Chthonomonadetes",1,0.0035
"2","Class","Armatimonadia",1,0.0035
"2","Class","TM1",1,0.0035
"2","Class","Holophagae",1,0.0035
"2","Class","Gitt-GS-136",1,0.0035
"2","Class","SC3",1,0.0035
"2","Class","SM2F11",1,0.0035
"2","Class","Cytophagia",1,0.0035
"2","Order","unassigned",33,0.115
"2","Order","Solibacterales",21,0.0732
"2","Order","Acidobacteriales",21,0.0732
"2","Order","Pedosphaerales",16,0.0557
"2","Order","Rhodospirillales",15,0.0523
"2","Order","Rhizobiales",13,0.0453
"2","Order","Saprospirales",11,0.0383
"2","Order","Sphingobacteriales",11,0.0383
"2","Order","Actinomycetales",11,0.0383
"2","Order","Myxococcales",10,0.0348
"2","Order","Solirubrobacterales",7,0.0244
"2","Order","Acidimicrobiales",7,0.0244
"2","Order","FAC88",7,0.0244
"2","Order","Xanthomonadales",6,0.0209
"2","Order","Gaiellales",6,0.0209
"2","Order","Burkholderiales",6,0.0209
"2","Order","RB41",6,0.0209
"2","Order","Ellin329",5,0.0174
"2","Order","Chthoniobacterales",5,0.0174
"2","Order","Desulfuromonadales",5,0.0174
"2","Order","Caulobacterales",4,0.0139
"2","Order","Bacteroidales",4,0.0139
"2","Order","Clostridiales",3,0.0105
"2","Order","Bacillales",3,0.0105
"2","Order","iii1-15",3,0.0105
"2","Order","Ellin6513",3,0.0105
"2","Order","Ellin5290",3,0.0105
"2","Order","B07_WMSP1",3,0.0105
"2","Order","SC-I-84",2,0.007
"2","Order","CPla-3",2,0.007
"2","Order","MIZ46",2,0.007
"2","Order","Opitutales",2,0.007
"2","Order","Bdellovibrionales",2,0.007
"2","Order","S-BQ2-57",2,0.007
"2","Order","Sphingomonadales",2,0.007
"2","Order","A21b",2,0.007
"2","Order","MND1",1,0.0035
"2","Order","DS-18",1,0.0035
"2","Order","AKYG885",1,0.0035
"2","Order","SJA-36",1,0.0035
"2","Order","Chthonomonadales",1,0.0035
"2","Order","Legionellales",1,0.0035
"2","Order","Gemmatimonadales",1,0.0035
"2","Order","N1423WL",1,0.0035
"2","Order","FW68",1,0.0035
"2","Order","Planctomycetales",1,0.0035
"2","Order","Gemmatales",1,0.0035
"2","Order","KD8-87",1,0.0035
"2","Order","IIb",1,0.0035
"2","Order","Holophagales",1,0.0035
"2","Order","Syntrophobacterales",1,0.0035
"2","Order","32-20",1,0.0035
"2","Order","Pirellulales",1,0.0035
"2","Order","Methylacidiphilales",1,0.0035
"2","Order","MBNT15",1,0.0035
"2","Order","IS-44",1,0.0035
"2","Order","Rhodobacterales",1,0.0035
"2","Order","WD2101",1,0.0035
"2","Order","Cytophagales",1,0.0035
"2","Family","unassigned",116,0.4042
"2","Family","Koribacteraceae",12,0.0418
"2","Family","Chitinophagaceae",9,0.0314
"2","Family","Solibacteraceae",9,0.0314
"2","Family","Rhodospirillaceae",9,0.0314
"2","Family","Acidobacteriaceae",9,0.0314
"2","Family","Sphingobacteriaceae",8,0.0279
"2","Family","auto67_4W",6,0.0209
"2","Family","Acetobacteraceae",6,0.0209
"2","Family","Gaiellaceae",5,0.0174
"2","Family","Chthoniobacteraceae",5,0.0174
"2","Family","Mycobacteriaceae",5,0.0174
"2","Family","Geobacteraceae",5,0.0174
"2","Family","Xanthomonadaceae",4,0.0139
"2","Family","Pedosphaeraceae",4,0.0139
"2","Family","Caulobacteraceae",4,0.0139
"2","Family","Hyphomicrobiaceae",4,0.0139
"2","Family","EB1017",3,0.0105
"2","Family","Ellin6075",3,0.0105
"2","Family","FFCH4570",3,0.0105
"2","Family","Methylocystaceae",3,0.0105
"2","Family","Bradyrhizobiaceae",3,0.0105
"2","Family","Ellin515",2,0.007
"2","Family","Paenibacillaceae",2,0.007
"2","Family","Clostridiaceae",2,0.007
"2","Family","Opitutaceae",2,0.007
"2","Family","Comamonadaceae",2,0.007
"2","Family","Sphingomonadaceae",2,0.007
"2","Family","Oxalobacteraceae",2,0.007
"2","Family","EB1003",2,0.007
"2","Family","0319-6G20",2,0.007
"2","Family","Sinobacteraceae",2,0.007
"2","Family","Conexibacteraceae",2,0.007
"2","Family","Peptococcaceae",1,0.0035
"2","Family","Myxococcaceae",1,0.0035
"2","Family","Polyangiaceae",1,0.0035
"2","Family","Phyllobacteriaceae",1,0.0035
"2","Family","Dolo_23",1,0.0035
"2","Family","Chthonomonadaceae",1,0.0035
"2","Family","Burkholderiaceae",1,0.0035
"2","Family","Microbacteriaceae",1,0.0035
"2","Family","Coxiellaceae",1,0.0035
"2","Family","Ellin5301",1,0.0035
"2","Family","Ellin517",1,0.0035
"2","Family","Planctomycetaceae",1,0.0035
"2","Family","Isosphaeraceae",1,0.0035
"2","Family","Bdellovibrionaceae",1,0.0035
"2","Family","SB-1",1,0.0035
"2","Family","Holophagaceae",1,0.0035
"2","Family","GZKB119",1,0.0035
"2","Family","Porphyromonadaceae",1,0.0035
"2","Family","Syntrophobacteraceae",1,0.0035
"2","Family","C111",1,0.0035
"2","Family","Intrasporangiaceae",1,0.0035
"2","Family","Pirellulaceae",1,0.0035
"2","Family","Bacteriovoracaceae",1,0.0035
"2","Family","Hyphomonadaceae",1,0.0035
"2","Family","Iamiaceae",1,0.0035
"2","Family","Rhizobiaceae",1,0.0035
"2","Family","Nannocystaceae",1,0.0035
"2","Family","Cytophagaceae",1,0.0035
"2","Family","Haliangiaceae",1,0.0035
"2","Family","Streptomycetaceae",1,0.0035
"2","Genus","unassigned",220,0.7666
"2","Genus","Candidatus Solibacter",9,0.0314
"2","Genus","Mycobacterium",5,0.0174
"2","Genus","Pedosphaera",4,0.0139
"2","Genus","Geobacter",4,0.0139
"2","Genus","DA101",3,0.0105
"2","Genus","Rhodoplanes",3,0.0105
"2","Genus","Bradyrhizobium",3,0.0105
"2","Genus","Candidatus Koribacter",3,0.0105
"2","Genus","Clostridium",2,0.007
"2","Genus","Phenylobacterium",2,0.007
"2","Genus","Opitutus",2,0.007
"2","Genus","Flavisolibacter",2,0.007
"2","Genus","Desulfosporosinus",1,0.0035
"2","Genus","Myxococcus",1,0.0035
"2","Genus","Paenibacillus",1,0.0035
"2","Genus","Aminobacter",1,0.0035
"2","Genus","Hyphomicrobium",1,0.0035
"2","Genus","Burkholderia",1,0.0035
"2","Genus","Salinibacterium",1,0.0035
"2","Genus","Edaphobacter",1,0.0035
"2","Genus","Rickettsiella",1,0.0035
"2","Genus","Planctomyces",1,0.0035
"2","Genus","Bdellovibrio",1,0.0035
"2","Genus","Geothrix",1,0.0035
"2","Genus","Paludibacter",1,0.0035
"2","Genus","Dokdonella",1,0.0035
"2","Genus","Candidatus Xiphinematobacter",1,0.0035
"2","Genus","Janthinobacterium",1,0.0035
"2","Genus","Sphingomonas",1,0.0035
"2","Genus","Herminiimonas",1,0.0035
"2","Genus","Cohnella",1,0.0035
"2","Genus","Iamia",1,0.0035
"2","Genus","Rhizobium",1,0.0035
"2","Genus","Conexibacter",1,0.0035
"2","Genus","Sporocytophaga",1,0.0035
"2","Genus","Pedobacter",1,0.0035
"2","Genus","Streptacidiphilus",1,0.0035
"2","Species","unassigned",282,0.9826
"2","Species","bowmanii",2,0.007
"2","Species","meridiei",1,0.0035
"2","Species","bryophila",1,0.0035
"2","Species","celatum",1,0.0035
"3","Kingdom","Bacteria",220,1
"3","Phylum","Proteobacteria",75,0.3409
"3","Phylum","Actinobacteria",42,0.1909
"3","Phylum","Acidobacteria",41,0.1864
"3","Phylum","Bacteroidetes",17,0.0773
"3","Phylum","Verrucomicrobia",11,0.05
"3","Phylum","Gemmatimonadetes",9,0.0409
"3","Phylum","Firmicutes",8,0.0364
"3","Phylum","Chloroflexi",6,0.0273
"3","Phylum","Planctomycetes",6,0.0273
"3","Phylum","unassigned",2,0.0091
"3","Phylum","Fibrobacteres",1,0.0045
"3","Phylum","AD3",1,0.0045
"3","Phylum","Nitrospirae",1,0.0045
"3","Class","Deltaproteobacteria",24,0.1091
"3","Class","Betaproteobacteria",23,0.1045
"3","Class","Thermoleophilia",20,0.0909
"3","Class","Alphaproteobacteria",16,0.0727
"3","Class","Acidobacteriia",14,0.0636
"3","Class","Actinobacteria",14,0.0636
"3","Class","Gammaproteobacteria",12,0.0545
"3","Class","Solibacteres",11,0.05
"3","Class","Gemmatimonadetes",9,0.0409
"3","Class","Saprospirae",8,0.0364
"3","Class","Chloracidobacteria",8,0.0364
"3","Class","Acidimicrobiia",8,0.0364
"3","Class","Spartobacteria",7,0.0318
"3","Class","Bacilli",6,0.0273
"3","Class","unassigned",6,0.0273
"3","Class","Acidobacteria-6",5,0.0227
"3","Class","Phycisphaerae",5,0.0227
"3","Class","Pedosphaerae",3,0.0136
"3","Class","Cytophagia",3,0.0136
"3","Class","Clostridia",2,0.0091
"3","Class","iii1-8",2,0.0091
"3","Class","Ellin6529",2,0.0091
"3","Class","Flavobacteriia",2,0.0091
"3","Class","TK10",2,0.0091
"3","Class","Fibrobacteria",1,0.0045
"3","Class","Opitutae",1,0.0045
"3","Class","ABS-6",1,0.0045
"3","Class","Nitrospira",1,0.0045
"3","Class","Sphingobacteriia",1,0.0045
"3","Class","vadinHA49",1,0.0045
"3","Class","Chloroflexi",1,0.0045
"3","Class","Acidobacteria-5",1,0.0045
"3","Order","unassigned",20,0.0909
"3","Order","Myxococcales",18,0.0818
"3","Order","Acidobacteriales",14,0.0636
"3","Order","Actinomycetales",14,0.0636
"3","Order","Solibacterales",11,0.05
"3","Order","Solirubrobacterales",10,0.0455
"3","Order","Gaiellales",10,0.0455
"3","Order","Saprospirales",8,0.0364
"3","Order","Burkholderiales",8,0.0364
"3","Order","Acidimicrobiales",8,0.0364
"3","Order","Chthoniobacterales",7,0.0318
"3","Order","Bacillales",6,0.0273
"3","Order","RB41",6,0.0273
"3","Order","SC-I-84",6,0.0273
"3","Order","Xanthomonadales",6,0.0273
"3","Order","Rhodospirillales",5,0.0227
"3","Order","WD2101",5,0.0227
"3","Order","Rhizobiales",5,0.0227
"3","Order","Sphingomonadales",3,0.0136
"3","Order","CCU21",3,0.0136
"3","Order","MND1",3,0.0136
"3","Order","Gemmatimonadales",3,0.0136
"3","Order","Pedosphaerales",3,0.0136
"3","Order","Cytophagales",3,0.0136
"3","Order","Ellin329",3,0.0136
"3","Order","HTCC2188",2,0.0091
"3","Order","Syntrophobacterales",2,0.0091
"3","Order","Ellin5290",2,0.0091
"3","Order","Clostridiales",2,0.0091
"3","Order","Desulfuromonadales",2,0.0091
"3","Order","iii1-15",2,0.0091
"3","Order","Flavobacteriales",2,0.0091
"3","Order","B07_WMSP1",2,0.0091
"3","Order","258ds10",1,0.0045
"3","Order","Opitutales",1,0.0045
"3","Order","32-20",1,0.0045
"3","Order","DS-100",1,0.0045
"3","Order","Pseudomonadales",1,0.0045
"3","Order","PK29",1,0.0045
"3","Order","Spirobacillales",1,0.0045
"3","Order","MIZ46",1,0.0045
"3","Order","Nitrospirales",1,0.0045
"3","Order","Rhodocyclales",1,0.0045
"3","Order","Sphingobacteriales",1,0.0045
"3","Order","DS-18",1,0.0045
"3","Order","N1423WL",1,0.0045
"3","Order","Enterobacteriales",1,0.0045
"3","Order","DH61",1,0.0045
"3","Order","Roseiflexales",1,0.0045
"3","Family","unassigned",89,0.4045
"3","Family","Koribacteraceae",10,0.0455
"3","Family","Chitinophagaceae",8,0.0364
"3","Family","Gaiellaceae",8,0.0364
"3","Family","Chthoniobacteraceae",7,0.0318
"3","Family","Xanthomonadaceae",6,0.0273
"3","Family","Myxococcaceae",5,0.0227
"3","Family","Ellin6075",5,0.0227
"3","Family","EB1017",5,0.0227
"3","Family","Solibacteraceae",4,0.0182
"3","Family","Haliangiaceae",4,0.0182
"3","Family","Comamonadaceae",4,0.0182
"3","Family","Acidobacteriaceae",4,0.0182
"3","Family","Sphingomonadaceae",3,0.0136
"3","Family","Rhodospirillaceae",3,0.0136
"3","Family","Ellin5301",3,0.0136
"3","Family","Cytophagaceae",3,0.0136
"3","Family","Conexibacteraceae",3,0.0136
"3","Family","Pseudonocardiaceae",3,0.0136
"3","Family","HTCC2089",2,0.0091
"3","Family","Clostridiaceae",2,0.0091
"3","Family","Bacillaceae",2,0.0091
"3","Family","Hyphomicrobiaceae",2,0.0091
"3","Family","Alicyclobacillaceae",2,0.0091
"3","Family","Nocardioidaceae",2,0.0091
"3","Family","Frankiaceae",2,0.0091
"3","Family","Oxalobacteraceae",2,0.0091
"3","Family","Intrasporangiaceae",2,0.0091
"3","Family","Syntrophobacteraceae",1,0.0045
"3","Family","Planococcaceae",1,0.0045
"3","Family","Opitutaceae",1,0.0045
"3","Family","Moraxellaceae",1,0.0045
"3","Family","Acetobacteraceae",1,0.0045
"3","Family","Iamiaceae",1,0.0045
"3","Family","Paenibacillaceae",1,0.0045
"3","Family","Streptomycetaceae",1,0.0045
"3","Family","Geodermatophilaceae",1,0.0045
"3","Family","Methylocystaceae",1,0.0045
"3","Family","Pelobacteraceae",1,0.0045
"3","Family","RB40",1,0.0045
"3","Family","Nitrospiraceae",1,0.0045
"3","Family","Micrococcaceae",1,0.0045
"3","Family","Geobacteraceae",1,0.0045
"3","Family","Weeksellaceae",1,0.0045
"3","Family","Phyllobacteriaceae",1,0.0045
"3","Family","C111",1,0.0045
"3","Family","Rhodocyclaceae",1,0.0045
"3","Family","Enterobacteriaceae",1,0.0045
"3","Family","Ellin517",1,0.0045
"3","Family","Rhizobiaceae",1,0.0045
"3","Family","Flavobacteriaceae",1,0.0045
"3","Family","Kouleothrixaceae",1,0.0045
"3","Family","Mycobacteriaceae",1,0.0045
"3","Genus","unassigned",167,0.7591
"3","Genus","DA101",5,0.0227
"3","Genus","Candidatus Koribacter",3,0.0136
"3","Genus","Kaistobacter",2,0.0091
"3","Genus","Candidatus Solibacter",2,0.0091
"3","Genus","Bacillus",2,0.0091
"3","Genus","Rhodoplanes",2,0.0091
"3","Genus","Alicyclobacillus",2,0.0091
"3","Genus","Edaphobacter",2,0.0091
"3","Genus","Pseudonocardia",2,0.0091
"3","Genus","SMB53",1,0.0045
"3","Genus","Ellin506",1,0.0045
"3","Genus","Methylibium",1,0.0045
"3","Genus","Cytophaga",1,0.0045
"3","Genus","Opitutus",1,0.0045
"3","Genus","Acinetobacter",1,0.0045
"3","Genus","Clostridium",1,0.0045
"3","Genus","Kribbella",1,0.0045
"3","Genus","Hylemonella",1,0.0045
"3","Genus","Roseomonas",1,0.0045
"3","Genus","Iamia",1,0.0045
"3","Genus","Paenibacillus",1,0.0045
"3","Genus","Streptomyces",1,0.0045
"3","Genus","Nocardioides",1,0.0045
"3","Genus","Adhaeribacter",1,0.0045
"3","Genus","Pelobacter",1,0.0045
"3","Genus","Chthoniobacter",1,0.0045
"3","Genus","Dokdonella",1,0.0045
"3","Genus","Amycolatopsis",1,0.0045
"3","Genus","Arthrobacter",1,0.0045
"3","Genus","Geobacter",1,0.0045
"3","Genus","Chryseobacterium",1,0.0045
"3","Genus","Paucibacter",1,0.0045
"3","Genus","Mesorhizobium",1,0.0045
"3","Genus","Terracoccus",1,0.0045
"3","Genus","Zoogloea",1,0.0045
"3","Genus","Flavisolibacter",1,0.0045
"3","Genus","Rhizobium",1,0.0045
"3","Genus","Flavobacterium",1,0.0045
"3","Genus","Stenotrophomonas",1,0.0045
"3","Genus","Mycobacterium",1,0.0045
"3","Species","unassigned",215,0.9773
"3","Species","rhizosphaerae",1,0.0045
"3","Species","butyricum",1,0.0045
"3","Species","modestum",1,0.0045
"3","Species","mirabilis",1,0.0045
"3","Species","foraminis",1,0.0045
"4","Kingdom","Bacteria",199,1
"4","Phylum","Proteobacteria",64,0.3216
"4","Phylum","Actinobacteria",33,0.1658
"4","Phylum","Bacteroidetes",32,0.1608
"4","Phylum","Acidobacteria",23,0.1156
"4","Phylum","Verrucomicrobia",17,0.0854
"4","Phylum","Chloroflexi",11,0.0553
"4","Phylum","Gemmatimonadetes",4,0.0201
"4","Phylum","Planctomycetes",3,0.0151
"4","Phylum","Nitrospirae",3,0.0151
"4","Phylum","FBP",3,0.0151
"4","Phylum","Chlorobi",3,0.0151
"4","Phylum","Fibrobacteres",1,0.005
"4","Phylum","Cyanobacteria",1,0.005
"4","Phylum","Spirochaetes",1,0.005
"4","Class","Alphaproteobacteria",33,0.1658
"4","Class","Saprospirae",21,0.1055
"4","Class","Actinobacteria",18,0.0905
"4","Class","Betaproteobacteria",16,0.0804
"4","Class","Chloracidobacteria",10,0.0503
"4","Class","Spartobacteria",8,0.0402
"4","Class","Acidimicrobiia",8,0.0402
"4","Class","Gammaproteobacteria",8,0.0402
"4","Class","Acidobacteria-6",7,0.0352
"4","Class","Deltaproteobacteria",7,0.0352
"4","Class","Thermoleophilia",7,0.0352
"4","Class","Verrucomicrobiae",6,0.0302
"4","Class","Ellin6529",4,0.0201
"4","Class","unassigned",4,0.0201
"4","Class","Flavobacteriia",4,0.0201
"4","Class","Sphingobacteriia",4,0.0201
"4","Class","Gemmatimonadetes",3,0.0151
"4","Class","Nitrospira",3,0.0151
"4","Class","Solibacteres",3,0.0151
"4","Class","SJA-28",3,0.0151
"4","Class","Phycisphaerae",2,0.0101
"4","Class","Pedosphaerae",2,0.0101
"4","Class","Cytophagia",2,0.0101
"4","Class","Acidobacteria-5",2,0.0101
"4","Class","Anaerolineae",2,0.0101
"4","Class","Chloroflexi",2,0.0101
"4","Class","Acidobacteriia",1,0.005
"4","Class","S085",1,0.005
"4","Class","Fibrobacteria",1,0.005
"4","Class","Chloroplast",1,0.005
"4","Class","Gemm-1",1,0.005
"4","Class","Leptospirae",1,0.005
"4","Class","TK10",1,0.005
"4","Class","Planctomycetia",1,0.005
"4","Class","Gitt-GS-136",1,0.005
"4","Class","Opitutae",1,0.005
"4","Order","unassigned",23,0.1156
"4","Order","Saprospirales",21,0.1055
"4","Order","Actinomycetales",18,0.0905
"4","Order","Rhizobiales",13,0.0653
"4","Order","RB41",10,0.0503
"4","Order","Chthoniobacterales",8,0.0402
"4","Order","Sphingomonadales",8,0.0402
