"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Average path length","value","Dwb","EF",100,100,9992,3.26e-34,1.01e-33,"****"
"Average path length","value","Dwb","ET",100,100,9571,5.88e-29,1.29e-28,"****"
"Average path length","value","Dwc","EF",100,100,9995,2.98e-34,1.01e-33,"****"
"Average path length","value","Dwc","ET",100,100,9808,7.35e-32,1.84e-31,"****"
"Average path length","value","EF","ET",100,100,1429,2.68e-18,4.69e-18,"****"
"Density","value","Af","Am",100,100,448,9.86e-29,1.7e-28,"****"
"Density","value","Af","Aw",100,100,17.5,4.31e-34,9.05e-34,"****"
"Density","value","Af","BSk",100,100,0,2.54e-34,6.19e-34,"****"
"Density","value","Af","Cfa",100,100,5706.5,0.084,0.088,"ns"
"Density","value","Af","Cfb",100,100,5578.5,0.158,0.163,"ns"
"Density","value","Af","Csa",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Af","Csb",100,100,3124.5,4.61e-06,5.26e-06,"****"
"Density","value","Af","Dfa",100,100,1442.5,3.57e-18,4.87e-18,"****"
"Density","value","Af","Dfb",100,100,4120,0.032,0.034,"*"
"Density","value","Af","Dfc",100,100,1812.5,6.83e-15,8.96e-15,"****"
"Density","value","Af","Dwb",100,100,525.5,8.09e-28,1.35e-27,"****"
"Density","value","Af","Dwc",100,100,1107.5,1.9e-21,2.81e-21,"****"
"Density","value","Af","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Af","ET",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Am","Aw",100,100,1642.5,2.35e-16,3.12e-16,"****"
"Density","value","Am","BSk",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Am","Cfa",100,100,9681,2.74e-30,5.14e-30,"****"
"Density","value","Am","Cfb",100,100,9663.5,4.48e-30,8.25e-30,"****"
"Density","value","Am","Csa",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Am","Csb",100,100,8883,2.38e-21,3.47e-21,"****"
"Density","value","Am","Dfa",100,100,7488.5,1.21e-09,1.49e-09,"****"
"Density","value","Am","Dfb",100,100,9278.5,1.42e-25,2.29e-25,"****"
"Density","value","Am","Dfc",100,100,7743.5,2.05e-11,2.59e-11,"****"
"Density","value","Am","Dwb",100,100,5474,0.247,0.252,"ns"
"Density","value","Am","Dwc",100,100,6924.5,2.58e-06,2.98e-06,"****"
"Density","value","Am","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Am","ET",100,100,18.5,4.44e-34,9.14e-34,"****"
"Density","value","Aw","BSk",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Aw","Cfa",100,100,9994,3.05e-34,6.81e-34,"****"
"Density","value","Aw","Cfb",100,100,9974,5.55e-34,1.12e-33,"****"
"Density","value","Aw","Csa",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Aw","Csb",100,100,9884,7.99e-33,1.55e-32,"****"
"Density","value","Aw","Dfa",100,100,9528,1.9e-28,3.22e-28,"****"
"Density","value","Aw","Dfb",100,100,9937,1.67e-33,3.31e-33,"****"
"Density","value","Aw","Dfc",100,100,9594,3.1e-29,5.43e-29,"****"
"Density","value","Aw","Dwb",100,100,8666.5,3.31e-19,4.7e-19,"****"
"Density","value","Aw","Dwc",100,100,9418,3.66e-27,6e-27,"****"
"Density","value","Aw","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Aw","ET",100,100,201.5,9.63e-32,1.84e-31,"****"
"Density","value","BSk","Cfa",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","Cfb",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","Csa",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","Csb",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","Dfa",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","Dfb",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","Dfc",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","BSk","Dwb",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","BSk","Dwc",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","EF",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","BSk","ET",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Cfa","Cfb",100,100,4626.5,0.362,0.362,"ns"
"Density","value","Cfa","Csa",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Cfa","Csb",100,100,2543,1.94e-09,2.34e-09,"****"
"Density","value","Cfa","Dfa",100,100,1085.5,1.13e-21,1.7e-21,"****"
"Density","value","Cfa","Dfb",100,100,3267.5,2.31e-05,2.61e-05,"****"
"Density","value","Cfa","Dfc",100,100,1388.5,1.11e-18,1.53e-18,"****"
"Density","value","Cfa","Dwb",100,100,406,3.1e-29,5.43e-29,"****"
"Density","value","Cfa","Dwc",100,100,830,2.23e-24,3.49e-24,"****"
"Density","value","Cfa","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Cfa","ET",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Cfb","Csa",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Cfb","Csb",100,100,2528.5,1.56e-09,1.9e-09,"****"
"Density","value","Cfb","Dfa",100,100,934,2.95e-23,4.49e-23,"****"
"Density","value","Cfb","Dfb",100,100,3359,6.1e-05,6.74e-05,"****"
"Density","value","Cfb","Dfc",100,100,1339,3.74e-19,5.24e-19,"****"
"Density","value","Cfb","Dwb",100,100,374,1.28e-29,2.32e-29,"****"
"Density","value","Cfb","Dwc",100,100,862,4.98e-24,7.69e-24,"****"
"Density","value","Cfb","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Cfb","ET",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Csa","Csb",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Csa","Dfa",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Csa","Dfb",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Csa","Dfc",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Csa","Dwb",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Csa","Dwc",100,100,10000,2.54e-34,6.19e-34,"****"
"Density","value","Csa","EF",100,100,9999,2.63e-34,6.19e-34,"****"
"Density","value","Csa","ET",100,100,10000,2.55e-34,6.19e-34,"****"
"Density","value","Csb","Dfa",100,100,2882.5,2.3e-07,2.68e-07,"****"
"Density","value","Csb","Dfb",100,100,6149,0.005,0.005,"**"
"Density","value","Csb","Dfc",100,100,3307,3.54e-05,3.95e-05,"****"
"Density","value","Csb","Dwb",100,100,1326.5,2.83e-19,4.07e-19,"****"
"Density","value","Csb","Dwc",100,100,2205.5,8.65e-12,1.11e-11,"****"
"Density","value","Csb","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Csb","ET",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dfa","Dfb",100,100,8102.5,3.46e-14,4.49e-14,"****"
"Density","value","Dfa","Dfc",100,100,5407,0.321,0.324,"ns"
"Density","value","Dfa","Dwb",100,100,2882.5,2.3e-07,2.68e-07,"****"
"Density","value","Dfa","Dwc",100,100,4166.5,0.042,0.044,"*"
"Density","value","Dfa","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dfa","ET",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dfb","Dfc",100,100,2385,1.67e-10,2.09e-10,"****"
"Density","value","Dfb","Dwb",100,100,813,1.46e-24,2.32e-24,"****"
"Density","value","Dfb","Dwc",100,100,1580.5,6.56e-17,8.83e-17,"****"
"Density","value","Dfb","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dfb","ET",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dfc","Dwb",100,100,2581.5,3.45e-09,4.12e-09,"****"
"Density","value","Dfc","Dwc",100,100,3851.5,0.005,0.005,"**"
"Density","value","Dfc","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dfc","ET",100,100,2,2.71e-34,6.19e-34,"****"
"Density","value","Dwb","Dwc",100,100,6447,0.000408,0.000446,"***"
"Density","value","Dwb","EF",100,100,0,2.55e-34,6.19e-34,"****"
"Density","value","Dwb","ET",100,100,8,3.25e-34,7.11e-34,"****"
"Density","value","Dwc","EF",100,100,0,2.54e-34,6.19e-34,"****"
"Density","value","Dwc","ET",100,100,2,2.7e-34,6.19e-34,"****"
"Density","value","EF","ET",100,100,9991,3.34e-34,7.16e-34,"****"
"Modularity","value","Af","Am",100,100,9313,5.83e-26,1e-25,"****"
"Modularity","value","Af","Aw",100,100,9860,1.62e-32,3.54e-32,"****"
"Modularity","value","Af","BSk",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Af","Cfa",100,100,4618,0.351,0.369,"ns"
"Modularity","value","Af","Cfb",100,100,4382,0.131,0.14,"ns"
"Modularity","value","Af","Csa",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Af","Csb",100,100,6624,7.28e-05,8.13e-05,"****"
"Modularity","value","Af","Dfa",100,100,9148,3.91e-24,6.41e-24,"****"
"Modularity","value","Af","Dfb",100,100,6584,0.000109,0.00012,"***"
"Modularity","value","Af","Dfc",100,100,7672,6.69e-11,8.67e-11,"****"
"Modularity","value","Af","Dwb",100,100,9287,1.14e-25,1.93e-25,"****"
"Modularity","value","Af","Dwc",100,100,8293,8.63e-16,1.22e-15,"****"
"Modularity","value","Af","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Af","ET",100,100,9998,2.72e-34,7.72e-34,"****"
"Modularity","value","Am","Aw",100,100,8070,6.38e-14,8.59e-14,"****"
"Modularity","value","Am","BSk",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Am","Cfa",100,100,525,8.02e-28,1.48e-27,"****"
"Modularity","value","Am","Cfb",100,100,501,4.19e-28,8e-28,"****"
"Modularity","value","Am","Csa",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Am","Csb",100,100,1506,1.39e-17,2.06e-17,"****"
"Modularity","value","Am","Dfa",100,100,4652,0.396,0.412,"ns"
"Modularity","value","Am","Dfb",100,100,1212,2.16e-20,3.44e-20,"****"
"Modularity","value","Am","Dfc",100,100,2601,4.62e-09,5.92e-09,"****"
"Modularity","value","Am","Dwb",100,100,4822,0.665,0.671,"ns"
"Modularity","value","Am","Dwc",100,100,2902,2.98e-07,3.72e-07,"****"
"Modularity","value","Am","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Am","ET",100,100,9740,5.18e-31,1.09e-30,"****"
"Modularity","value","Aw","BSk",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Aw","Cfa",100,100,88,3.52e-33,8.21e-33,"****"
"Modularity","value","Aw","Cfb",100,100,106,5.99e-33,1.37e-32,"****"
"Modularity","value","Aw","Csa",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Aw","Csb",100,100,434,6.75e-29,1.31e-28,"****"
"Modularity","value","Aw","Dfa",100,100,1834,1.04e-14,1.44e-14,"****"
"Modularity","value","Aw","Dfb",100,100,276,8.16e-31,1.68e-30,"****"
"Modularity","value","Aw","Dfc",100,100,827,2.09e-24,3.48e-24,"****"
"Modularity","value","Aw","Dwb",100,100,1895,3.31e-14,4.51e-14,"****"
"Modularity","value","Aw","Dwc",100,100,1011,1.93e-22,3.12e-22,"****"
"Modularity","value","Aw","EF",100,100,9996,2.89e-34,7.78e-34,"****"
"Modularity","value","Aw","ET",100,100,8644,5.46e-19,8.43e-19,"****"
"Modularity","value","BSk","Cfa",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Cfb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Csa",100,100,37,7.76e-34,1.89e-33,"****"
"Modularity","value","BSk","Csb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Dfa",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Dfb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Dfc",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Dwb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","Dwc",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","EF",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","BSk","ET",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Cfa","Cfb",100,100,4764,0.565,0.576,"ns"
"Modularity","value","Cfa","Csa",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Cfa","Csb",100,100,6941,2.12e-06,2.45e-06,"****"
"Modularity","value","Cfa","Dfa",100,100,9336,3.2e-26,5.6e-26,"****"
"Modularity","value","Cfa","Dfb",100,100,6937,2.23e-06,2.55e-06,"****"
"Modularity","value","Cfa","Dfc",100,100,7926,8.8e-13,1.16e-12,"****"
"Modularity","value","Cfa","Dwb",100,100,9454,1.41e-27,2.55e-27,"****"
"Modularity","value","Cfa","Dwc",100,100,8590,1.78e-18,2.67e-18,"****"
"Modularity","value","Cfa","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Cfa","ET",100,100,9999,2.64e-34,7.7e-34,"****"
"Modularity","value","Cfb","Csa",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Cfb","Csb",100,100,7096,3.05e-07,3.77e-07,"****"
"Modularity","value","Cfb","Dfa",100,100,9352,2.11e-26,3.76e-26,"****"
"Modularity","value","Cfb","Dfb",100,100,7086,3.47e-07,4.24e-07,"****"
"Modularity","value","Cfb","Dfc",100,100,8054,8.59e-14,1.14e-13,"****"
"Modularity","value","Cfb","Dwb",100,100,9478,7.4e-28,1.39e-27,"****"
"Modularity","value","Cfb","Dwc",100,100,8619,9.45e-19,1.44e-18,"****"
"Modularity","value","Cfb","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Cfb","ET",100,100,9997,2.8e-34,7.74e-34,"****"
"Modularity","value","Csa","Csb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csa","Dfa",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csa","Dfb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csa","Dfc",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csa","Dwb",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csa","Dwc",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csa","EF",100,100,5,2.98e-34,7.82e-34,"****"
"Modularity","value","Csa","ET",100,100,0,2.56e-34,7.68e-34,"****"
"Modularity","value","Csb","Dfa",100,100,8235,2.72e-15,3.81e-15,"****"
"Modularity","value","Csb","Dfb",100,100,5027,0.948,0.948,"ns"
"Modularity","value","Csb","Dfc",100,100,6337,0.001,0.001,"**"
"Modularity","value","Csb","Dwb",100,100,8453,3.29e-17,4.8e-17,"****"
"Modularity","value","Csb","Dwc",100,100,7038,6.41e-07,7.56e-07,"****"
"Modularity","value","Csb","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Csb","ET",100,100,9965,7.31e-34,1.83e-33,"****"
"Modularity","value","Dfa","Dfb",100,100,1577,6.14e-17,8.83e-17,"****"
"Modularity","value","Dfa","Dfc",100,100,2937,4.67e-07,5.57e-07,"****"
"Modularity","value","Dfa","Dwb",100,100,5236,0.565,0.576,"ns"
"Modularity","value","Dfa","Dwc",100,100,3284,2.77e-05,3.13e-05,"****"
"Modularity","value","Dfa","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Dfa","ET",100,100,9768,2.33e-31,4.99e-31,"****"
"Modularity","value","Dfb","Dfc",100,100,6454,0.000383,0.000419,"***"
"Modularity","value","Dfb","Dwb",100,100,8757,4.37e-20,6.85e-20,"****"
"Modularity","value","Dfb","Dwc",100,100,7078,3.85e-07,4.65e-07,"****"
"Modularity","value","Dfb","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Dfb","ET",100,100,9993,3.16e-34,8.09e-34,"****"
"Modularity","value","Dfc","Dwb",100,100,7306,1.77e-08,2.24e-08,"****"
"Modularity","value","Dfc","Dwc",100,100,5540,0.187,0.198,"ns"
"Modularity","value","Dfc","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Dfc","ET",100,100,9930,2.07e-33,4.94e-33,"****"
"Modularity","value","Dwb","Dwc",100,100,2979,7.94e-07,9.26e-07,"****"
"Modularity","value","Dwb","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Dwb","ET",100,100,9722,8.64e-31,1.74e-30,"****"
"Modularity","value","Dwc","EF",100,100,10000,2.56e-34,7.68e-34,"****"
"Modularity","value","Dwc","ET",100,100,9864,1.44e-32,3.22e-32,"****"
"Modularity","value","EF","ET",100,100,391,2.06e-29,4.08e-29,"****"
"Transitivity","value","Af","Am",100,100,3977,0.013,0.02,"*"
"Transitivity","value","Af","Aw",100,100,5007,0.987,0.987,"ns"
"Transitivity","value","Af","BSk",100,100,0,2.56e-34,2.44e-33,"****"
"Transitivity","value","Af","Cfa",100,100,6129,0.006,0.01,"**"
"Transitivity","value","Af","Cfb",100,100,5701,0.087,0.114,"ns"
"Transitivity","value","Af","Csa",100,100,32,6.68e-34,4.68e-33,"****"
"Transitivity","value","Af","Csb",100,100,5081,0.844,0.869,"ns"
"Transitivity","value","Af","Dfa",100,100,6752,1.87e-05,3.85e-05,"****"
"Transitivity","value","Af","Dfb",100,100,5814,0.047,0.068,"ns"
"Transitivity","value","Af","Dfc",100,100,5761,0.063,0.09,"ns"
"Transitivity","value","Af","Dwb",100,100,5166,0.686,0.737,"ns"
"Transitivity","value","Af","Dwc",100,100,5307,0.454,0.507,"ns"
"Transitivity","value","Af","EF",100,100,264,5.8e-31,2.34e-30,"****"
"Transitivity","value","Af","ET",100,100,2380,1.55e-10,3.46e-10,"****"
"Transitivity","value","Am","Aw",100,100,5950,0.02,0.03,"*"
"Transitivity","value","Am","BSk",100,100,12,3.67e-34,3.21e-33,"****"
"Transitivity","value","Am","Cfa",100,100,6969,1.51e-06,3.17e-06,"****"
"Transitivity","value","Am","Cfb",100,100,6597,9.58e-05,0.000176,"***"
"Transitivity","value","Am","Csa",100,100,492,3.29e-28,9.87e-28,"****"
"Transitivity","value","Am","Csb",100,100,6100,0.007,0.012,"*"
"Transitivity","value","Am","Dfa",100,100,7520,7.45e-10,1.63e-09,"****"
"Transitivity","value","Am","Dfb",100,100,6697,3.4e-05,6.87e-05,"****"
"Transitivity","value","Am","Dfc",100,100,6625,7.21e-05,0.000135,"***"
"Transitivity","value","Am","Dwb",100,100,6148,0.005,0.009,"**"
"Transitivity","value","Am","Dwc",100,100,6285,0.002,0.003,"**"
"Transitivity","value","Am","EF",100,100,818,1.66e-24,4.71e-24,"****"
"Transitivity","value","Am","ET",100,100,3484,0.000213,0.000386,"***"
"Transitivity","value","Aw","BSk",100,100,0,2.56e-34,2.44e-33,"****"
"Transitivity","value","Aw","Cfa",100,100,6055,0.01,0.016,"*"
"Transitivity","value","Aw","Cfb",100,100,5720,0.079,0.106,"ns"
"Transitivity","value","Aw","Csa",100,100,89,3.63e-33,2.01e-32,"****"
"Transitivity","value","Aw","Csb",100,100,5085,0.836,0.869,"ns"
"Transitivity","value","Aw","Dfa",100,100,6655,5.29e-05,0.000105,"***"
"Transitivity","value","Aw","Dfb",100,100,5805,0.049,0.071,"ns"
