".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"degree","Am","ET",1052,831,350722.5,1.66e-13,9.46e-12,"****"
"degree","Aw","BSk",965,416,113950.5,2.7e-37,2.13e-35,"****"
"degree","Aw","Cfa",965,1438,850366,6.11e-21,4.03e-19,"****"
"degree","Aw","Cfb",965,1447,854299,1.2e-20,7.8e-19,"****"
"degree","Aw","Csa",965,459,140137,3.48e-29,2.51e-27,"****"
"degree","Aw","Csb",965,1288,727427,4.06e-12,2.27e-10,"****"
"degree","Aw","Dfa",965,1232,664179,2.29e-06,8.93e-05,"****"
"degree","Aw","Dfb",965,1356,776274.5,1.76e-14,1.04e-12,"****"
"degree","Aw","Dfc",965,1212,660642.5,1.93e-07,8.88e-06,"****"
"degree","Aw","Dwb",965,1114,577944.5,0.003,0.082,"ns"
"degree","Aw","Dwc",965,1178,632009.5,8.03e-06,0.000305,"***"
"degree","Aw","EF",965,564,201995.5,3.79e-17,2.35e-15,"****"
"degree","Aw","ET",965,831,347757.5,1.21e-06,5.2e-05,"****"
"degree","BSk","Cfa",416,1438,453426.5,5.9e-58,6.08e-56,"****"
"degree","BSk","Cfb",416,1447,455495.5,1.77e-57,1.81e-55,"****"
"degree","BSk","Csa",416,459,106193,0.004,0.106,"ns"
"degree","BSk","Csb",416,1288,401464,6.83e-53,6.63e-51,"****"
"degree","BSk","Dfa",416,1232,379431.5,8.99e-49,8.45e-47,"****"
"degree","BSk","Dfb",416,1356,424241,1.07e-54,1.05e-52,"****"
"degree","BSk","Dfc",416,1212,374357.5,2.03e-49,1.93e-47,"****"
"degree","BSk","Dwb",416,1114,339168,2.22e-44,1.95e-42,"****"
"degree","BSk","Dwc",416,1178,362130,1.05e-47,9.76e-46,"****"
"degree","BSk","EF",416,564,143512,2.2e-09,1.12e-07,"****"
"degree","BSk","ET",416,831,234420,9.75e-25,6.73e-23,"****"
"degree","Cfa","Cfb",1438,1447,1037964,0.914,1,"ns"
"degree","Cfa","Csa",1438,459,162730.5,2.98e-60,3.13e-58,"****"
"degree","Cfa","Csb",1438,1288,870883,0.007,0.171,"ns"
"degree","Cfa","Dfa",1438,1232,785034.5,3.88e-07,1.75e-05,"****"
"degree","Cfa","Dfb",1438,1356,928938.5,0.031,0.524,"ns"
"degree","Cfa","Dfc",1438,1212,784823,1.02e-05,0.000377,"***"
"degree","Cfa","Dwb",1438,1114,676237,1.42e-11,7.81e-10,"****"
"degree","Cfa","Dwc",1438,1178,744069,8.59e-08,4.12e-06,"****"
"degree","Cfa","EF",1438,564,240926,1.98e-45,1.8e-43,"****"
"degree","Cfa","ET",1438,831,399123.5,9.55e-40,7.93e-38,"****"
"degree","Cfb","Csa",1447,459,164339.5,6.26e-60,6.51e-58,"****"
"degree","Cfb","Csb",1447,1288,879117,0.011,0.231,"ns"
"degree","Cfb","Dfa",1447,1232,792278.5,6.86e-07,3.02e-05,"****"
"degree","Cfb","Dfb",1447,1356,937592,0.042,0.677,"ns"
"degree","Cfb","Dfc",1447,1212,792251.5,1.77e-05,0.00062,"***"
"degree","Cfb","Dwb",1447,1114,682119,2.45e-11,1.32e-09,"****"
"degree","Cfb","Dwc",1447,1178,750307,1.29e-07,6.06e-06,"****"
"degree","Cfb","EF",1447,564,243263.5,4.53e-45,4.03e-43,"****"
"degree","Cfb","ET",1447,831,402792,2.18e-39,1.79e-37,"****"
"degree","Csa","Csb",459,1288,436248,6.86e-52,6.59e-50,"****"
"degree","Csa","Dfa",459,1232,408579,4.24e-45,3.82e-43,"****"
"degree","Csa","Dfb",459,1356,462804.5,5.26e-55,5.21e-53,"****"
"degree","Csa","Dfc",459,1212,403678.5,4.03e-46,3.71e-44,"****"
"degree","Csa","Dwb",459,1114,362578.5,5.95e-39,4.82e-37,"****"
"degree","Csa","Dwc",459,1178,389321.5,1.3e-43,1.13e-41,"****"
"degree","Csa","EF",459,564,144934,0.000978,0.028,"*"
"degree","Csa","ET",459,831,241393.5,2.55e-15,1.53e-13,"****"
"degree","Csb","Dfa",1288,1232,750051.5,0.018,0.352,"ns"
"degree","Csb","Dfb",1288,1356,885406.5,0.536,1,"ns"
"degree","Csb","Dfc",1288,1212,748817,0.079,0.983,"ns"
"degree","Csb","Dwb",1288,1114,647450.5,3.67e-05,0.001,"**"
"degree","Csb","Dwc",1288,1178,711472.5,0.008,0.174,"ns"
"degree","Csb","EF",1288,564,228160.5,3.05e-37,2.38e-35,"****"
"degree","Csb","ET",1288,831,382367,1.1e-28,7.81e-27,"****"
"degree","Dfa","Dfb",1232,1356,894006,0.002,0.056,"ns"
"degree","Dfa","Dfc",1232,1212,756795.5,0.559,1,"ns"
"degree","Dfa","Dwb",1232,1114,657060,0.075,0.983,"ns"
"degree","Dfa","Dwc",1232,1178,721141.5,0.792,1,"ns"
"degree","Dfa","EF",1232,564,229579.5,7.16e-31,5.3e-29,"****"
"degree","Dfa","ET",1232,831,388876.5,1.85e-20,1.18e-18,"****"
"degree","Dfb","Dfc",1356,1212,775772,0.014,0.3,"ns"
"degree","Dfb","Dwb",1356,1114,670150,1.38e-06,5.8e-05,"****"
"degree","Dfb","Dwc",1356,1178,736873.5,0.000766,0.023,"*"
"degree","Dfb","EF",1356,564,235728.5,4.22e-40,3.54e-38,"****"
"degree","Dfb","ET",1356,831,394156.5,3.53e-32,2.68e-30,"****"
"degree","Dfc","Dwb",1212,1114,637301,0.02,0.363,"ns"
"degree","Dfc","Dwc",1212,1178,699606.5,0.398,1,"ns"
"degree","Dfc","EF",1212,564,223152,4.34e-32,3.26e-30,"****"
"degree","Dfc","ET",1212,831,378077,9.49e-22,6.36e-20,"****"
"degree","Dwb","Dwc",1114,1178,680464,0.125,1,"ns"
"degree","Dwb","EF",1114,564,216316,1.73e-25,1.21e-23,"****"
"degree","Dwb","ET",1114,831,369624,2.74e-14,1.59e-12,"****"
"degree","Dwc","EF",1178,564,220710,7.52e-30,5.49e-28,"****"
"degree","Dwc","ET",1178,831,374355.5,2.5e-19,1.58e-17,"****"
"degree","EF","ET",564,831,269311,2.18e-06,8.72e-05,"****"
"between","Af","Am",1257,1052,684312.5,0.147,1,"ns"
"between","Af","Aw",1257,965,644125,0.012,0.665,"ns"
"between","Af","BSk",1257,416,343412,8.33e-22,8.41e-20,"****"
"between","Af","Cfa",1257,1438,883792,0.321,1,"ns"
"between","Af","Cfb",1257,1447,891989,0.389,1,"ns"
"between","Af","Csa",1257,459,366071,1.35e-17,1.24e-15,"****"
"between","Af","Csb",1257,1288,800771,0.637,1,"ns"
"between","Af","Dfa",1257,1232,788318,0.435,1,"ns"
"between","Af","Dfb",1257,1356,832677.5,0.31,1,"ns"
"between","Af","Dfc",1257,1212,777202,0.383,1,"ns"
"between","Af","Dwb",1257,1114,715592.5,0.353,1,"ns"
"between","Af","Dwc",1257,1178,747587.5,0.677,1,"ns"
"between","Af","EF",1257,564,418026.5,9.04e-10,7.05e-08,"****"
"between","Af","ET",1257,831,574995,9.27e-05,0.006,"**"
"between","Am","Aw",1052,965,521451,0.289,1,"ns"
"between","Am","BSk",1052,416,280583,3.21e-17,2.92e-15,"****"
"between","Am","Cfa",1052,1438,713563.5,0.016,0.832,"ns"
"between","Am","Cfb",1052,1447,720393,0.022,1,"ns"
"between","Am","Csa",1052,459,298817,1.89e-13,1.61e-11,"****"
"between","Am","Csb",1052,1288,647756.5,0.068,1,"ns"
"between","Am","Dfa",1052,1232,636912,0.479,1,"ns"
"between","Am","Dfb",1052,1356,673053,0.018,0.893,"ns"
"between","Am","Dfc",1052,1212,628526.5,0.562,1,"ns"
"between","Am","Dwb",1052,1114,578566,0.611,1,"ns"
"between","Am","Dwc",1052,1178,604004.5,0.303,1,"ns"
"between","Am","EF",1052,564,339953.5,1.29e-06,9.29e-05,"****"
"between","Am","ET",1052,831,467122.5,0.01,0.582,"ns"
"between","Aw","BSk",965,416,252438,2.82e-14,2.43e-12,"****"
"between","Aw","Cfa",965,1438,635670,0.000486,0.031,"*"
"between","Aw","Cfb",965,1447,641625,0.000738,0.045,"*"
"between","Aw","Csa",965,459,268499.5,8.88e-11,7.19e-09,"****"
"between","Aw","Csb",965,1288,577452,0.004,0.226,"ns"
"between","Aw","Dfa",965,1232,568082,0.074,1,"ns"
"between","Aw","Dfb",965,1356,600107,0.000665,0.041,"*"
"between","Aw","Dfc",965,1212,560244,0.092,1,"ns"
"between","Aw","Dwb",965,1114,516268,0.12,1,"ns"
"between","Aw","Dwc",965,1178,538699.5,0.037,1,"ns"
"between","Aw","EF",965,564,304756,8.98e-05,0.006,"**"
"between","Aw","ET",965,831,417963,0.121,1,"ns"
"between","BSk","Cfa",416,1438,199892.5,5.9e-25,6.2e-23,"****"
"between","BSk","Cfb",416,1447,201842,1.16e-24,1.21e-22,"****"
"between","BSk","Csa",416,459,90806,0.211,1,"ns"
"between","BSk","Csb",416,1288,182490,1.25e-22,1.28e-20,"****"
"between","BSk","Dfa",416,1232,179802,8.23e-20,7.9e-18,"****"
"between","BSk","Dfb",416,1356,189351,3.19e-24,3.29e-22,"****"
"between","BSk","Dfc",416,1212,178013,3.41e-19,3.24e-17,"****"
"between","BSk","Dwb",416,1114,164386,2.03e-18,1.89e-16,"****"
"between","BSk","Dwc",416,1178,170500,2.61e-20,2.56e-18,"****"
"between","BSk","EF",416,564,101254,0.000246,0.016,"*"
"between","BSk","ET",416,831,135936,7.46e-10,5.89e-08,"****"
"between","Cfa","Cfb",1438,1447,1043321,0.896,1,"ns"
"between","Cfa","Csa",1438,459,425043.5,1.41e-20,1.41e-18,"****"
"between","Cfa","Csb",1438,1288,935720.5,0.638,1,"ns"
"between","Cfa","Dfa",1438,1232,921881.5,0.069,1,"ns"
"between","Cfa","Dfb",1438,1356,973262.5,0.936,1,"ns"
"between","Cfa","Dfc",1438,1212,907891.5,0.063,1,"ns"
"between","Cfa","Dwb",1438,1114,835893,0.059,1,"ns"
"between","Cfa","Dwc",1438,1178,873617,0.166,1,"ns"
"between","Cfa","EF",1438,564,486183,4.12e-12,3.46e-10,"****"
"between","Cfa","ET",1438,831,669834.5,1.5e-06,0.000106,"***"
"between","Cfb","Csa",1447,459,427039,2.41e-20,2.39e-18,"****"
"between","Cfb","Csb",1447,1288,938860,0.734,1,"ns"
"between","Cfb","Dfa",1447,1232,924534,0.096,1,"ns"
"between","Cfb","Dfb",1447,1356,976595,0.835,1,"ns"
"between","Cfb","Dfc",1447,1212,910881.5,0.085,1,"ns"
"between","Cfb","Dwb",1447,1114,838583.5,0.079,1,"ns"
"between","Cfb","Dwc",1447,1178,876634,0.207,1,"ns"
"between","Cfb","EF",1447,564,487981,8.33e-12,6.91e-10,"****"
"between","Cfb","ET",1447,831,672265,2.59e-06,0.000181,"***"
"between","Csa","Csb",459,1288,213999,1.46e-18,1.37e-16,"****"
"between","Csa","Dfa",459,1232,210769,7.6e-16,6.76e-14,"****"
"between","Csa","Dfb",459,1356,222348,5.42e-20,5.26e-18,"****"
"between","Csa","Dfc",459,1212,208683,3.01e-15,2.65e-13,"****"
"between","Csa","Dwb",459,1114,192699,1.49e-14,1.3e-12,"****"
"between","Csa","Dwc",459,1178,200206,3.22e-16,2.9e-14,"****"
"between","Csa","EF",459,564,117834.5,0.014,0.734,"ns"
"between","Csa","ET",459,831,158642,5.54e-07,4.04e-05,"****"
"between","Csb","Dfa",1288,1232,816188.5,0.212,1,"ns"
"between","Csb","Dfb",1288,1356,862658,0.589,1,"ns"
"between","Csb","Dfc",1288,1212,804070,0.192,1,"ns"
"between","Csb","Dwb",1288,1114,739930.5,0.184,1,"ns"
"between","Csb","Dwc",1288,1178,774265,0.376,1,"ns"
"between","Csb","EF",1288,564,430366.5,2.29e-10,1.83e-08,"****"
"between","Csb","ET",1288,831,592874,2.71e-05,0.002,"**"
"between","Dfa","Dfb",1232,1356,801114,0.072,1,"ns"
"between","Dfa","Dfc",1232,1212,748792,0.9,1,"ns"
"between","Dfa","Dwb",1232,1114,689459,0.843,1,"ns"
"between","Dfa","Dwc",1232,1178,719688,0.727,1,"ns"
"between","Dfa","EF",1232,564,404073.5,2.8e-08,2.13e-06,"****"
"between","Dfa","ET",1232,831,555391,0.001,0.063,"ns"
"between","Dfb","Dfc",1356,1212,856254.5,0.066,1,"ns"
"between","Dfb","Dwb",1356,1114,788075,0.063,1,"ns"
"between","Dfb","Dwc",1356,1178,824320.5,0.163,1,"ns"
"between","Dfb","EF",1356,564,457112,1.45e-11,1.19e-09,"****"
"between","Dfb","ET",1356,831,630571.5,2.8e-06,0.000193,"***"
"between","Dfc","Dwb",1212,1114,676673,0.922,1,"ns"
"between","Dfc","Dwc",1212,1178,706791.5,0.675,1,"ns"
"between","Dfc","EF",1212,564,396031,6.98e-08,5.24e-06,"****"
"between","Dfc","ET",1212,831,544407,0.002,0.108,"ns"
"between","Dwb","Dwc",1114,1178,648012.5,0.608,1,"ns"
"between","Dwb","EF",1114,564,363193,1.69e-07,1.25e-05,"****"
"between","Dwb","ET",1114,831,499574,0.003,0.159,"ns"
"between","Dwc","EF",1178,564,388378,1.07e-08,8.24e-07,"****"
"between","Dwc","ET",1178,831,533788,0.000537,0.034,"*"
"between","EF","ET",564,831,216638,0.016,0.858,"ns"
"close","Af","Am",1257,1052,364114,2.24e-77,1.14e-75,"****"
"close","Af","Aw",1257,965,245880,7.05e-128,4.79e-126,"****"
"close","Af","BSk",1257,413,25020,1.62e-167,1.46e-165,"****"
"close","Af","Cfa",1257,1438,930133,0.191,0.955,"ns"
"close","Af","Cfb",1257,1447,943372,0.094,0.563,"ns"
"close","Af","Csa",1257,457,30679,2.34e-176,2.27e-174,"****"
"close","Af","Csb",1257,1288,623998,1.39e-23,3.47e-22,"****"
"close","Af","Dfa",1257,1232,467636,1.3e-65,5.72e-64,"****"
"close","Af","Dfb",1257,1356,777820,0.000112,0.001,"**"
"close","Af","Dfc",1257,1212,488663,1.18e-53,4.6e-52,"****"
"close","Af","Dwb",1257,1114,380708,3.66e-82,1.94e-80,"****"
"close","Af","Dwc",1257,1178,477368,5.62e-52,2.14e-50,"****"
"close","Af","EF",1257,564,62894,8.78e-174,8.25e-172,"****"
"close","Af","ET",1257,830,112405,1.2e-202,1.24e-200,"****"
"close","Am","Aw",1052,965,403035,1.22e-15,2.81e-14,"****"
"close","Am","BSk",1052,413,37465,1.97e-134,1.42e-132,"****"
"close","Am","Cfa",1052,1438,1114515,8.1e-91,4.46e-89,"****"
"close","Am","Cfb",1052,1447,1128540,1.42e-94,8.09e-93,"****"
"close","Am","Csa",1052,457,49062,1.34e-133,9.51e-132,"****"
"close","Am","Csb",1052,1288,860626,1.97e-29,5.32e-28,"****"
"close","Am","Dfa",1052,1232,704207,0.000349,0.003,"**"
"close","Am","Dfb",1052,1356,991887,6.54e-61,2.75e-59,"****"
"close","Am","Dfc",1052,1212,706554,8.57e-06,9.43e-05,"****"
"close","Am","Dwb",1052,1114,577431,0.558,1,"ns"
"close","Am","Dwc",1052,1178,698927,1.75e-07,2.27e-06,"****"
"close","Am","EF",1052,564,87097,1.78e-121,1.16e-119,"****"
"close","Am","ET",1052,830,190687,5.66e-98,3.34e-96,"****"
"close","Aw","BSk",965,413,42876,3.69e-118,2.36e-116,"****"
"close","Aw","Cfa",965,1438,1119994,4.31e-144,3.36e-142,"****"
"close","Aw","Cfb",965,1447,1132623,3.32e-148,2.72e-146,"****"
"close","Aw","Csa",965,457,58465,3.38e-111,2.1e-109,"****"
"close","Aw","Csb",965,1288,904402,1.48e-76,7.25e-75,"****"
"close","Aw","Dfa",965,1232,769326,2.12e-32,6.15e-31,"****"
"close","Aw","Dfb",965,1356,1015850,2.64e-114,1.66e-112,"****"
"close","Aw","Dfc",965,1212,764650,5.2e-35,1.72e-33,"****"
"close","Aw","Dwb",965,1114,640195,5.36e-14,1.18e-12,"****"
"close","Aw","Dwc",965,1178,754958,3.68e-39,1.32e-37,"****"
"close","Aw","EF",965,564,100988,8.61e-94,4.82e-92,"****"
"close","Aw","ET",965,830,230057,1.26e-54,5.17e-53,"****"
"close","BSk","Cfa",413,1438,565567,3.21e-173,2.99e-171,"****"
"close","BSk","Cfb",413,1447,570231,6.91e-175,6.56e-173,"****"
"close","BSk","Csa",413,457,114893,2.95e-08,4.42e-07,"****"
"close","BSk","Csb",413,1288,499033,1.38e-158,1.19e-156,"****"
"close","BSk","Dfa",413,1232,469715,1.82e-146,1.44e-144,"****"
"close","BSk","Dfb",413,1356,530466,3.71e-167,3.3e-165,"****"
"close","BSk","Dfc",413,1212,462755,8.93e-147,7.14e-145,"****"
"close","BSk","Dwb",413,1114,420144,3.57e-136,2.64e-134,"****"
"close","BSk","Dwc",413,1178,450635,6.39e-147,5.18e-145,"****"
"close","BSk","EF",413,564,168755,3.52e-33,1.09e-31,"****"
"close","BSk","ET",413,830,281888,1.07e-76,5.35e-75,"****"
"close","Cfa","Cfb",1438,1447,1048643,0.712,1,"ns"
"close","Cfa","Csa",1438,457,34368,2.58e-183,2.55e-181,"****"
"close","Cfa","Csb",1438,1288,684296,4.67e-32,1.31e-30,"****"
"close","Cfa","Dfa",1438,1232,508972,2.66e-80,1.38e-78,"****"
"close","Cfa","Dfb",1438,1356,858567,4.72e-08,6.61e-07,"****"
"close","Cfa","Dfc",1438,1212,535360,9.33e-66,4.2e-64,"****"
"close","Cfa","Dwb",1438,1114,415759,1.09e-96,6.32e-95,"****"
"close","Cfa","Dwc",1438,1178,521429,2.37e-64,1.02e-62,"****"
"close","Cfa","EF",1438,564,70965,8.16e-182,8e-180,"****"
"close","Cfa","ET",1438,830,123576,9.03e-218,9.39e-216,"****"
"close","Cfb","Csa",1447,457,33243,3.1e-185,3.13e-183,"****"
"close","Cfb","Csb",1447,1288,679536,1.88e-34,6.02e-33,"****"
"close","Cfb","Dfa",1447,1232,502801,1.86e-84,1e-82,"****"
"close","Cfb","Dfb",1447,1356,855103,4.04e-09,6.46e-08,"****"
"close","Cfb","Dfc",1447,1212,530409,4e-69,1.92e-67,"****"
"close","Cfb","Dwb",1447,1114,411313,1.97e-100,1.2e-98,"****"
"close","Cfb","Dwc",1447,1178,516552,1.11e-67,5.22e-66,"****"
"close","Cfb","EF",1447,564,70054,1.39e-183,1.39e-181,"****"
"close","Cfb","ET",1447,830,121145,3.5e-221,3.67e-219,"****"
"close","Csa","Csb",457,1288,547851,2.98e-165,2.62e-163,"****"
"close","Csa","Dfa",457,1232,512894,7.44e-149,6.18e-147,"****"
"close","Csa","Dfb",457,1356,583736,3.63e-176,3.48e-174,"****"
"close","Csa","Dfc",457,1212,505436,2.56e-149,2.15e-147,"****"
"close","Csa","Dwb",457,1114,456866,1.71e-135,1.25e-133,"****"
"close","Csa","Dwc",457,1178,492679,4.87e-150,4.14e-148,"****"
"close","Csa","EF",457,564,162106,1.31e-12,2.75e-11,"****"
"close","Csa","ET",457,830,288319,6.17e-54,2.47e-52,"****"
"close","Csb","Dfa",1288,1232,637858,1.6e-17,3.84e-16,"****"
"close","Csb","Dfb",1288,1356,1003655,3.02e-11,5.74e-10,"****"
"close","Csb","Dfc",1288,1212,652891,1.48e-12,2.96e-11,"****"
"close","Csb","Dwb",1288,1114,514644,5.59e-33,1.68e-31,"****"
"close","Csb","Dwc",1288,1178,644626,1.08e-10,1.94e-09,"****"
"close","Csb","EF",1288,564,78431,2.97e-159,2.58e-157,"****"
"close","Csb","ET",1288,830,153970,7.5e-169,6.82e-167,"****"
"close","Dfa","Dfb",1232,1356,1112112,3.72e-48,1.38e-46,"****"
"close","Dfa","Dfc",1232,1212,765007,0.291,1,"ns"
"close","Dfa","Dwb",1232,1114,616146,1.89e-05,0.000189,"***"
"close","Dfa","Dwc",1232,1178,757920,0.059,0.412,"ns"
"close","Dfa","EF",1232,564,90659,8.25e-140,6.19e-138,"****"
"close","Dfa","ET",1232,830,192965,2.3e-127,1.54e-125,"****"
"close","Dfb","Dfc",1356,1212,580261,6.34e-38,2.22e-36,"****"
"close","Dfb","Dwb",1356,1114,452502,4.6e-66,2.12e-64,"****"
"close","Dfb","Dwc",1356,1178,569284,8.68e-36,2.95e-34,"****"
"close","Dfb","EF",1356,564,72728,2.38e-172,2.19e-170,"****"
"close","Dfb","ET",1356,830,133797,4.4e-197,4.49e-195,"****"
"close","Dfc","Dwb",1212,1114,591825,2.67e-07,3.2e-06,"****"
"close","Dfc","Dwc",1212,1178,726683,0.447,1,"ns"
"close","Dfc","EF",1212,564,88002,2.18e-140,1.66e-138,"****"
"close","Dfc","ET",1212,830,186606,4.08e-129,2.82e-127,"****"
"close","Dwb","Dwc",1114,1178,749641,3.54e-09,6.02e-08,"****"
"close","Dwb","EF",1114,564,92519,1.57e-123,1.04e-121,"****"
"close","Dwb","ET",1114,830,204278,1.28e-98,7.68e-97,"****"
"close","Dwc","EF",1178,564,83717,3.71e-141,2.86e-139,"****"
"close","Dwc","ET",1178,830,175727,2.7e-132,1.89e-130,"****"
"close","EF","ET",564,830,310336,4.66e-25,1.21e-23,"****"
"eigenv","Af","Am",1257,1052,539134,2.02e-14,1.01e-12,"****"
"eigenv","Af","Aw",1257,965,458727,6.33e-23,4.18e-21,"****"
"eigenv","Af","BSk",1257,416,172375,1.81e-25,1.3e-23,"****"
"eigenv","Af","Cfa",1257,1438,981130,0.000124,0.003,"**"
"eigenv","Af","Cfb",1257,1447,990771,5.9e-05,0.001,"**"
"eigenv","Af","Csa",1257,459,142716,6.4e-58,6.4e-56,"****"
"eigenv","Af","Csb",1257,1288,754736,0.003,0.056,"ns"
"eigenv","Af","Dfa",1257,1232,529624,2.02e-42,1.84e-40,"****"
"eigenv","Af","Dfb",1257,1356,745079,2.67e-08,9.88e-07,"****"
"eigenv","Af","Dfc",1257,1212,754175,0.669,1,"ns"
"eigenv","Af","Dwb",1257,1114,510899,5.56e-30,4.45e-28,"****"
"eigenv","Af","Dwc",1257,1178,661050,4.76e-06,0.000148,"***"
"eigenv","Af","EF",1257,564,253002,1.37e-22,8.9e-21,"****"
"eigenv","Af","ET",1257,831,570371,0.000362,0.007,"**"
"eigenv","Am","Aw",1052,965,475098,0.013,0.177,"ns"
"eigenv","Am","BSk",1052,416,172460,2.4e-10,9.6e-09,"****"
"eigenv","Am","Cfa",1052,1438,962250,3.38e-31,2.77e-29,"****"
"eigenv","Am","Cfb",1052,1447,968743,2.07e-31,1.72e-29,"****"
"eigenv","Am","Csa",1052,459,152517,4.21e-30,3.41e-28,"****"
"eigenv","Am","Csb",1052,1288,761937,2.06e-07,7.21e-06,"****"
"eigenv","Am","Dfa",1052,1232,578852,1.06e-05,0.000307,"***"
"eigenv","Am","Dfb",1052,1356,775720,0.000223,0.005,"**"
"eigenv","Am","Dfc",1052,1212,753495,7.64e-14,3.59e-12,"****"
"eigenv","Am","Dwb",1052,1114,540005,0.002,0.03,"*"
"eigenv","Am","Dwc",1052,1178,683391,2.66e-05,0.000665,"***"
"eigenv","Am","EF",1052,564,257318,1.08e-05,0.000307,"***"
"eigenv","Am","ET",1052,831,543422,1.14e-19,6.5e-18,"****"
"eigenv","Aw","BSk",965,416,168014,1.51e-06,4.83e-05,"****"
"eigenv","Aw","Cfa",965,1438,921874,1.39e-42,1.28e-40,"****"
"eigenv","Aw","Cfb",965,1447,927779,9.86e-43,9.17e-41,"****"
"eigenv","Aw","Csa",965,459,152175,1.24e-21,7.69e-20,"****"
"eigenv","Aw","Csb",965,1288,737645,2.87e-14,1.38e-12,"****"
"eigenv","Aw","Dfa",965,1232,575462,0.198,1,"ns"
"eigenv","Aw","Dfb",965,1356,756205,1.49e-10,6.11e-09,"****"
"eigenv","Aw","Dfc",965,1212,726094,3.06e-22,1.93e-20,"****"
"eigenv","Aw","Dwb",965,1114,531936,0.683,1,"ns"
"eigenv","Aw","Dwc",965,1178,665189,1.1e-11,4.62e-10,"****"
"eigenv","Aw","EF",965,564,251165,0.012,0.177,"ns"
"eigenv","Aw","ET",965,831,517130,2.94e-26,2.23e-24,"****"
"eigenv","BSk","Cfa",416,1438,418474,2.21e-35,1.9e-33,"****"
"eigenv","BSk","Cfb",416,1447,421489,1.19e-35,1.04e-33,"****"
"eigenv","BSk","Csa",416,459,84663,0.004,0.064,"ns"
"eigenv","BSk","Csb",416,1288,348834,1.77e-20,1.06e-18,"****"
"eigenv","BSk","Dfa",416,1232,297173,1.08e-06,3.67e-05,"****"
"eigenv","BSk","Dfb",416,1356,363698,3.77e-19,2.11e-17,"****"
"eigenv","BSk","Dfc",416,1212,338421,1.73e-25,1.26e-23,"****"
"eigenv","BSk","Dwb",416,1114,269119,1.15e-06,3.8e-05,"****"
"eigenv","BSk","Dwc",416,1178,318318,1.07e-19,6.21e-18,"****"
"eigenv","BSk","EF",416,564,127562,0.019,0.212,"ns"
"eigenv","BSk","ET",416,831,235785,8.98e-26,6.74e-24,"****"
"eigenv","Cfa","Cfb",1438,1447,1045051,0.835,1,"ns"
"eigenv","Cfa","Csa",1438,459,141898,1.06e-75,1.09e-73,"****"
"eigenv","Cfa","Csb",1438,1288,779497,9.04e-13,3.98e-11,"****"
"eigenv","Cfa","Dfa",1438,1232,513582,2.14e-78,2.25e-76,"****"
"eigenv","Cfa","Dfb",1438,1356,748238,1.97e-26,1.52e-24,"****"
"eigenv","Cfa","Dfc",1438,1212,785043,1.07e-05,0.000307,"***"
"eigenv","Cfa","Dwb",1438,1114,510750,1.1e-55,1.09e-53,"****"
"eigenv","Cfa","Dwc",1438,1178,667878,1.18e-20,7.2e-19,"****"
"eigenv","Cfa","EF",1438,564,261315,2.83e-35,2.41e-33,"****"
"eigenv","Cfa","ET",1438,831,613795,0.278,1,"ns"
"eigenv","Cfb","Csa",1447,459,142945,1.09e-75,1.11e-73,"****"
"eigenv","Cfb","Csb",1447,1288,783469,6.07e-13,2.73e-11,"****"
