".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"eigenv","Cfb","Dfa",1447,1232,520728,5.17e-77,5.38e-75,"****"
"eigenv","Cfb","Dfb",1447,1356,756641,1.05e-25,7.77e-24,"****"
"eigenv","Cfb","Dfc",1447,1212,787804,6.25e-06,0.000188,"***"
"eigenv","Cfb","Dwb",1447,1114,514966,1.86e-55,1.82e-53,"****"
"eigenv","Cfb","Dwc",1447,1178,674619,3.62e-20,2.14e-18,"****"
"eigenv","Cfb","EF",1447,564,262164,1.06e-35,9.33e-34,"****"
"eigenv","Cfb","ET",1447,831,614530,0.379,1,"ns"
"eigenv","Csa","Csb",459,1288,433701,4.31e-50,4.14e-48,"****"
"eigenv","Csa","Dfa",459,1232,372779,6.57e-24,4.47e-22,"****"
"eigenv","Csa","Dfb",459,1356,453398,1.32e-48,1.24e-46,"****"
"eigenv","Csa","Dfc",459,1212,419585,4.55e-58,4.6e-56,"****"
"eigenv","Csa","Dwb",459,1114,336634,4.74e-23,3.18e-21,"****"
"eigenv","Csa","Dwc",459,1178,396304,1.15e-48,1.09e-46,"****"
"eigenv","Csa","EF",459,564,158219,9.16e-10,3.57e-08,"****"
"eigenv","Csa","ET",459,831,288622,9.79e-53,9.5e-51,"****"
"eigenv","Csb","Dfa",1288,1232,591162,1.62e-28,1.26e-26,"****"
"eigenv","Csb","Dfb",1288,1356,823331,0.011,0.174,"ns"
"eigenv","Csb","Dfc",1288,1212,825850,0.012,0.177,"ns"
"eigenv","Csb","Dwb",1288,1114,566159,4.52e-19,2.49e-17,"****"
"eigenv","Csb","Dwc",1288,1178,728463,0.088,0.788,"ns"
"eigenv","Csb","EF",1288,564,276878,3.58e-16,1.93e-14,"****"
"eigenv","Csb","ET",1288,831,615835,4.45e-09,1.69e-07,"****"
"eigenv","Dfa","Dfb",1232,1356,1028030,3.25e-24,2.24e-22,"****"
"eigenv","Dfa","Dfc",1232,1212,984183,2.99e-42,2.69e-40,"****"
"eigenv","Dfa","Dwb",1232,1114,703573,0.29,1,"ns"
"eigenv","Dfa","Dwc",1232,1178,902635,3.59e-25,2.55e-23,"****"
"eigenv","Dfa","EF",1232,564,326795,0.043,0.431,"ns"
"eigenv","Dfa","ET",1232,831,691131,1.43e-41,1.27e-39,"****"
"eigenv","Dfb","Dfc",1356,1212,919686,1.77e-07,6.37e-06,"****"
"eigenv","Dfb","Dwb",1356,1114,621133,2.81e-14,1.38e-12,"****"
"eigenv","Dfb","Dwc",1356,1178,811579,0.483,1,"ns"
"eigenv","Dfb","EF",1356,564,300644,1.49e-13,6.85e-12,"****"
"eigenv","Dfb","ET",1356,831,675728,4.68e-15,2.43e-13,"****"
"eigenv","Dfc","Dwb",1212,1114,493556,3.3e-29,2.61e-27,"****"
"eigenv","Dfc","Dwc",1212,1178,641804,1.93e-05,0.000502,"***"
"eigenv","Dfc","EF",1212,564,244192,3.02e-22,1.93e-20,"****"
"eigenv","Dfc","ET",1212,831,554510,0.000101,0.002,"**"
"eigenv","Dwb","Dwc",1114,1178,781801,2.1e-15,1.11e-13,"****"
"eigenv","Dwb","EF",1114,564,291882,0.018,0.211,"ns"
"eigenv","Dwb","ET",1114,831,608117,2.03e-32,1.71e-30,"****"
"eigenv","Dwc","EF",1178,564,257016,1.96e-14,1e-12,"****"
"eigenv","Dwc","ET",1178,831,579120,2.52e-12,1.08e-10,"****"
"eigenv","EF","ET",564,831,309869,1.48e-24,1.04e-22,"****"
